office,district,candidate,party,reporting_level,jurisdiction,votes
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,BENTON,153
Governor,,Write-In Votes,,county,BENTON,3
Governor,,Totals,,county,BENTON,9173
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,BLACK HAWK,23501
Governor,,Doug Gross & Debi Durham,Republican Party,county,BLACK HAWK,17038
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,BLACK HAWK,634
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,BLACK HAWK,480
Governor,,Write-In Votes,,county,BLACK HAWK,34
Governor,,Totals,,county,BLACK HAWK,41687
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,BOONE,5939
Governor,,Doug Gross & Debi Durham,Republican Party,county,BOONE,3802
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,BOONE,122
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,BOONE,106
Governor,,Write-In Votes,,county,BOONE,15
Governor,,Totals,,county,BOONE,9984
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,BREMER,4066
Governor,,Doug Gross & Debi Durham,Republican Party,county,BREMER,4061
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,BREMER,114
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,BREMER,174
Governor,,Write-In Votes,,county,BREMER,24
Governor,,Totals,,county,BREMER,8439
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,BUCHANAN,4079
Governor,,Doug Gross & Debi Durham,Republican Party,county,BUCHANAN,2970
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,BUCHANAN,136
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,BUCHANAN,101
Governor,,Write-In Votes,,county,BUCHANAN,3
Governor,,Totals,,county,BUCHANAN,7289
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,BUENA VISTA,2837
Governor,,Doug Gross & Debi Durham,Republican Party,county,BUENA VISTA,2940
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,BUENA VISTA,63
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,BUENA VISTA,56
Governor,,Write-In Votes,,county,BUENA VISTA,3
Governor,,Totals,,county,BUENA VISTA,5899
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,BUTLER,2232
Governor,,Doug Gross & Debi Durham,Republican Party,county,BUTLER,2475
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,BUTLER,72
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,BUTLER,116
Governor,,Write-In Votes,,county,BUTLER,14
Governor,,Totals,,county,BUTLER,4909
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,CALHOUN,2112
Governor,,Doug Gross & Debi Durham,Republican Party,county,CALHOUN,1843
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,CALHOUN,49
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,CALHOUN,53
Governor,,Write-In Votes,,county,CALHOUN,1
Governor,,Totals,,county,CALHOUN,4058
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,CARROLL,3799
Governor,,Doug Gross & Debi Durham,Republican Party,county,CARROLL,3548
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,CARROLL,75
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,CARROLL,65
Governor,,Write-In Votes,,county,CARROLL,4
Governor,,Totals,,county,CARROLL,7491
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,CASS,2197
Governor,,Doug Gross & Debi Durham,Republican Party,county,CASS,3084
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,CASS,64
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,CASS,38
Governor,,Write-In Votes,,county,CASS,3
Governor,,Totals,,county,CASS,5386
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,CEDAR,3205
Governor,,Doug Gross & Debi Durham,Republican Party,county,CEDAR,3064
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,CEDAR,94
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,CEDAR,101
Governor,,Write-In Votes,,county,CEDAR,7
Governor,,Totals,,county,CEDAR,6471
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,CERRO GORDO,9354
Governor,,Doug Gross & Debi Durham,Republican Party,county,CERRO GORDO,6439
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,CERRO GORDO,265
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,CERRO GORDO,188
Governor,,Write-In Votes,,county,CERRO GORDO,34
Governor,,Totals,,county,CERRO GORDO,16280
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,CHEROKEE,2433
Governor,,Doug Gross & Debi Durham,Republican Party,county,CHEROKEE,2253
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,CHEROKEE,94
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,CHEROKEE,52
Governor,,Write-In Votes,,county,CHEROKEE,2
Governor,,Totals,,county,CHEROKEE,4834
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,CHICKASAW,2755
Governor,,Doug Gross & Debi Durham,Republican Party,county,CHICKASAW,2161
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,CHICKASAW,97
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,CHICKASAW,74
Governor,,Write-In Votes,,county,CHICKASAW,12
Governor,,Totals,,county,CHICKASAW,5099
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,CLARKE,2097
Governor,,Doug Gross & Debi Durham,Republican Party,county,CLARKE,1531
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,CLARKE,62
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,CLARKE,72
Governor,,Write-In Votes,,county,CLARKE,1
Governor,,Totals,,county,CLARKE,3763
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,CLAY,2763
Governor,,Doug Gross & Debi Durham,Republican Party,county,CLAY,2880
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,CLAY,62
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,CLAY,63
Governor,,Write-In Votes,,county,CLAY,1
Governor,,Totals,,county,CLAY,5769
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,CLAYTON,3525
Governor,,Doug Gross & Debi Durham,Republican Party,county,CLAYTON,3107
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,CLAYTON,151
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,CLAYTON,108
Governor,,Write-In Votes,,county,CLAYTON,15
Governor,,Totals,,county,CLAYTON,6906
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,CLINTON,8701
Governor,,Doug Gross & Debi Durham,Republican Party,county,CLINTON,7074
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,CLINTON,195
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,CLINTON,157
Governor,,Write-In Votes,,county,CLINTON,4
Governor,,Totals,,county,CLINTON,16131
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,CRAWFORD,1879
Governor,,Doug Gross & Debi Durham,Republican Party,county,CRAWFORD,2921
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,CRAWFORD,44
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,CRAWFORD,30
Governor,,Write-In Votes,,county,CRAWFORD,0
Governor,,Totals,,county,CRAWFORD,4874
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,DALLAS,8241
Governor,,Doug Gross & Debi Durham,Republican Party,county,DALLAS,7819
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,DALLAS,165
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,DALLAS,223
Governor,,Write-In Votes,,county,DALLAS,11
Governor,,Totals,,county,DALLAS,16459
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,DAVIS,1581
Governor,,Doug Gross & Debi Durham,Republican Party,county,DAVIS,1412
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,DAVIS,43
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,DAVIS,37
Governor,,Write-In Votes,,county,DAVIS,1
Governor,,Totals,,county,DAVIS,3074
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,DECATUR,1520
Governor,,Doug Gross & Debi Durham,Republican Party,county,DECATUR,1318
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,DECATUR,41
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,DECATUR,59
Governor,,Write-In Votes,,county,DECATUR,1
Governor,,Totals,,county,DECATUR,2939
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,DELAWARE,3107
Governor,,Doug Gross & Debi Durham,Republican Party,county,DELAWARE,3023
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,DELAWARE,71
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,DELAWARE,111
Governor,,Write-In Votes,,county,DELAWARE,1
Governor,,Totals,,county,DELAWARE,6313
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,DES MOINES,8935
Governor,,Doug Gross & Debi Durham,Republican Party,county,DES MOINES,5853
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,DES MOINES,206
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,DES MOINES,234
Governor,,Write-In Votes,,county,DES MOINES,8
Governor,,Totals,,county,DES MOINES,15236
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,DICKINSON,3255
Governor,,Doug Gross & Debi Durham,Republican Party,county,DICKINSON,3275
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,DICKINSON,75
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,DICKINSON,48
Governor,,Write-In Votes,,county,DICKINSON,3
Governor,,Totals,,county,DICKINSON,6656
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,DUBUQUE,18912
Governor,,Doug Gross & Debi Durham,Republican Party,county,DUBUQUE,12612
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,DUBUQUE,482
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,DUBUQUE,248
Governor,,Write-In Votes,,county,DUBUQUE,23
Governor,,Totals,,county,DUBUQUE,32277
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,EMMET,1806
Governor,,Doug Gross & Debi Durham,Republican Party,county,EMMET,1496
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,EMMET,38
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,EMMET,20
Governor,,Write-In Votes,,county,EMMET,4
Governor,,Totals,,county,EMMET,3364
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,FAYETTE,4092
Governor,,Doug Gross & Debi Durham,Republican Party,county,FAYETTE,3590
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,FAYETTE,82
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,FAYETTE,78
Governor,,Write-In Votes,,county,FAYETTE,5
Governor,,Totals,,county,FAYETTE,7847
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,FLOYD,3150
Governor,,Doug Gross & Debi Durham,Republican Party,county,FLOYD,2187
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,FLOYD,92
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,FLOYD,66
Governor,,Write-In Votes,,county,FLOYD,1
Governor,,Totals,,county,FLOYD,5496
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,FRANKLIN,2117
Governor,,Doug Gross & Debi Durham,Republican Party,county,FRANKLIN,1717
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,FRANKLIN,87
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,FRANKLIN,120
Governor,,Write-In Votes,,county,FRANKLIN,60
Governor,,Totals,,county,FRANKLIN,4101
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,FREMONT,1132
Governor,,Doug Gross & Debi Durham,Republican Party,county,FREMONT,1406
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,FREMONT,36
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,FREMONT,20
Governor,,Write-In Votes,,county,FREMONT,0
Governor,,Totals,,county,FREMONT,2594
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,GREENE,2283
Governor,,Doug Gross & Debi Durham,Republican Party,county,GREENE,1548
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,GREENE,52
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,GREENE,44
Governor,,Write-In Votes,,county,GREENE,6
Governor,,Totals,,county,GREENE,3933
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,GRUNDY,1970
Governor,,Doug Gross & Debi Durham,Republican Party,county,GRUNDY,2654
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,GRUNDY,60
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,GRUNDY,43
Governor,,Write-In Votes,,county,GRUNDY,5
Governor,,Totals,,county,GRUNDY,4732
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,GUTHRIE,2274
Governor,,Doug Gross & Debi Durham,Republican Party,county,GUTHRIE,1935
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,GUTHRIE,48
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,GUTHRIE,69
Governor,,Write-In Votes,,county,GUTHRIE,1
Governor,,Totals,,county,GUTHRIE,4327
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,HAMILTON,3289
Governor,,Doug Gross & Debi Durham,Republican Party,county,HAMILTON,2713
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,HAMILTON,77
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,HAMILTON,86
Governor,,Write-In Votes,,county,HAMILTON,6
Governor,,Totals,,county,HAMILTON,6171
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,HANCOCK,1944
Governor,,Doug Gross & Debi Durham,Republican Party,county,HANCOCK,2130
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,HANCOCK,67
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,HANCOCK,60
Governor,,Write-In Votes,,county,HANCOCK,0
Governor,,Totals,,county,HANCOCK,4201
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,HARDIN,3719
Governor,,Doug Gross & Debi Durham,Republican Party,county,HARDIN,3051
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,HARDIN,78
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,HARDIN,96
Governor,,Write-In Votes,,county,HARDIN,30
Governor,,Totals,,county,HARDIN,6974
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,HARRISON,2190
Governor,,Doug Gross & Debi Durham,Republican Party,county,HARRISON,2636
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,HARRISON,64
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,HARRISON,41
Governor,,Write-In Votes,,county,HARRISON,2
Governor,,Totals,,county,HARRISON,4933
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,HENRY,3723
Governor,,Doug Gross & Debi Durham,Republican Party,county,HENRY,2973
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,HENRY,84
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,HENRY,72
Governor,,Write-In Votes,,county,HENRY,4
Governor,,Totals,,county,HENRY,6856
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,HOWARD,1765
Governor,,Doug Gross & Debi Durham,Republican Party,county,HOWARD,1471
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,HOWARD,66
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,HOWARD,38
Governor,,Write-In Votes,,county,HOWARD,3
Governor,,Totals,,county,HOWARD,3343
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,HUMBOLDT,1887
Governor,,Doug Gross & Debi Durham,Republican Party,county,HUMBOLDT,1700
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,HUMBOLDT,30
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,HUMBOLDT,47
Governor,,Write-In Votes,,county,HUMBOLDT,4
Governor,,Totals,,county,HUMBOLDT,3668
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,IDA,1172
Governor,,Doug Gross & Debi Durham,Republican Party,county,IDA,1339
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,IDA,50
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,IDA,19
Governor,,Write-In Votes,,county,IDA,0
Governor,,Totals,,county,IDA,2580
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,IOWA,2746
Governor,,Doug Gross & Debi Durham,Republican Party,county,IOWA,2853
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,IOWA,94
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,IOWA,126
Governor,,Write-In Votes,,county,IOWA,3
Governor,,Totals,,county,IOWA,5822
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,JACKSON,3449
Governor,,Doug Gross & Debi Durham,Republican Party,county,JACKSON,2776
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,JACKSON,69
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,JACKSON,62
Governor,,Write-In Votes,,county,JACKSON,2
Governor,,Totals,,county,JACKSON,6358
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,JASPER,8506
Governor,,Doug Gross & Debi Durham,Republican Party,county,JASPER,5837
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,JASPER,205
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,JASPER,126
Governor,,Write-In Votes,,county,JASPER,13
Governor,,Totals,,county,JASPER,14687
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,JEFFERSON,2324
Governor,,Doug Gross & Debi Durham,Republican Party,county,JEFFERSON,2571
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,JEFFERSON,128
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,JEFFERSON,955
Governor,,Write-In Votes,,county,JEFFERSON,3
Governor,,Totals,,county,JEFFERSON,5981
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,JOHNSON,24278
Governor,,Doug Gross & Debi Durham,Republican Party,county,JOHNSON,12377
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,JOHNSON,1288
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,JOHNSON,641
Governor,,Write-In Votes,,county,JOHNSON,38
Governor,,Totals,,county,JOHNSON,38622
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,JONES,3832
Governor,,Doug Gross & Debi Durham,Republican Party,county,JONES,3214
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,JONES,126
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,JONES,100
Governor,,Write-In Votes,,county,JONES,7
Governor,,Totals,,county,JONES,7279
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,KEOKUK,1898
Governor,,Doug Gross & Debi Durham,Republican Party,county,KEOKUK,1980
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,KEOKUK,33
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,KEOKUK,41
Governor,,Write-In Votes,,county,KEOKUK,0
Governor,,Totals,,county,KEOKUK,3952
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,KOSSUTH,4087
Governor,,Doug Gross & Debi Durham,Republican Party,county,KOSSUTH,3399
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,KOSSUTH,104
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,KOSSUTH,76
Governor,,Write-In Votes,,county,KOSSUTH,12
Governor,,Totals,,county,KOSSUTH,7678
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,LEE,8255
Governor,,Doug Gross & Debi Durham,Republican Party,county,LEE,4514
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,LEE,153
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,LEE,346
Governor,,Write-In Votes,,county,LEE,13
Governor,,Totals,,county,LEE,13281
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,LINN,41008
Governor,,Doug Gross & Debi Durham,Republican Party,county,LINN,30500
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,LINN,931
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,LINN,941
Governor,,Write-In Votes,,county,LINN,72
Governor,,Totals,,county,LINN,73452
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,LOUISA,1601
Governor,,Doug Gross & Debi Durham,Republican Party,county,LOUISA,1751
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,LOUISA,60
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,LOUISA,36
Governor,,Write-In Votes,,county,LOUISA,3
Governor,,Totals,,county,LOUISA,3451
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,LUCAS,1665
Governor,,Doug Gross & Debi Durham,Republican Party,county,LUCAS,1435
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,LUCAS,17
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,LUCAS,43
Governor,,Write-In Votes,,county,LUCAS,1
Governor,,Totals,,county,LUCAS,3161
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,LYON,1103
Governor,,Doug Gross & Debi Durham,Republican Party,county,LYON,3112
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,LYON,24
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,LYON,17
Governor,,Write-In Votes,,county,LYON,8
Governor,,Totals,,county,LYON,4264
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,MADISON,2894
Governor,,Doug Gross & Debi Durham,Republican Party,county,MADISON,2775
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,MADISON,70
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,MADISON,89
Governor,,Write-In Votes,,county,MADISON,9
Governor,,Totals,,county,MADISON,5837
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,MAHASKA,3078
Governor,,Doug Gross & Debi Durham,Republican Party,county,MAHASKA,4018
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,MAHASKA,37
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,MAHASKA,57
Governor,,Write-In Votes,,county,MAHASKA,7
Governor,,Totals,,county,MAHASKA,7197
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,MARION,5318
Governor,,Doug Gross & Debi Durham,Republican Party,county,MARION,5973
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,MARION,69
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,MARION,128
Governor,,Write-In Votes,,county,MARION,10
Governor,,Totals,,county,MARION,11498
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,MARSHALL,7624
Governor,,Doug Gross & Debi Durham,Republican Party,county,MARSHALL,6256
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,MARSHALL,164
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,MARSHALL,162
Governor,,Write-In Votes,,county,MARSHALL,11
Governor,,Totals,,county,MARSHALL,14217
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,MILLS,1718
Governor,,Doug Gross & Debi Durham,Republican Party,county,MILLS,2412
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,MILLS,58
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,MILLS,29
Governor,,Write-In Votes,,county,MILLS,1
Governor,,Totals,,county,MILLS,4218
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,MITCHELL,1971
Governor,,Doug Gross & Debi Durham,Republican Party,county,MITCHELL,1648
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,MITCHELL,67
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,MITCHELL,42
Governor,,Write-In Votes,,county,MITCHELL,1
Governor,,Totals,,county,MITCHELL,3729
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,MONONA,1777
Governor,,Doug Gross & Debi Durham,Republican Party,county,MONONA,1644
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,MONONA,50
Governor,,Clyde Cleveland & Richard Campagna,Libertarian Party,county,MONONA,38
Governor,,Write-In Votes,,county,MONONA,1
Governor,,Totals,,county,MONONA,3510
Governor,,Tom Vilsack & Sally Pederson,Democratic Party,county,MONROE,1508
Governor,,Doug Gross & Debi Durham,Republican Party,county,MONROE,1153
Governor,,Jay Robinson & Holly Jane Hart,Iowa Green Party,county,MONROE,32
