office,district,candidate,party,reporting_level,jurisdiction,votes
U.S. House of Representatives,1,Rod Blum,R,county,Linn,2238
U.S. House of Representatives,1,Ben Lange,R,county,Linn,2106
U.S. House of Representatives,1,Write-In,R,county,Linn,82
U.S. House of Representatives,1,Under Votes,R,county,Linn,66
U.S. House of Representatives,1,Over Votes,R,county,Linn,1
U.S. House of Representatives,1,Total,R,county,Linn,4493
U.S. House of Representatives,1,Rod Blum,R,county,Marshall,1140
U.S. House of Representatives,1,Ben Lange,R,county,Marshall,800
U.S. House of Representatives,1,Write-In,R,county,Marshall,6
U.S. House of Representatives,1,Under Votes,R,county,Marshall,301
U.S. House of Representatives,1,Over Votes,R,county,Marshall,1
U.S. House of Representatives,1,Total,R,county,Marshall,2248
U.S. House of Representatives,1,Rod Blum,R,county,Mitchell,291
U.S. House of Representatives,1,Ben Lange,R,county,Mitchell,184
U.S. House of Representatives,1,Write-In,R,county,Mitchell,1
U.S. House of Representatives,1,Under Votes,R,county,Mitchell,5
U.S. House of Representatives,1,Over Votes,R,county,Mitchell,0
U.S. House of Representatives,1,Total,R,county,Mitchell,481
U.S. House of Representatives,1,Rod Blum,R,county,Poweshiek,318
U.S. House of Representatives,1,Ben Lange,R,county,Poweshiek,427
U.S. House of Representatives,1,Write-In,R,county,Poweshiek,1
U.S. House of Representatives,1,Under Votes,R,county,Poweshiek,0
U.S. House of Representatives,1,Over Votes,R,county,Poweshiek,116
U.S. House of Representatives,1,Total,R,county,Poweshiek,862
U.S. House of Representatives,1,Rod Blum,R,county,Tama,352
U.S. House of Representatives,1,Ben Lange,R,county,Tama,462
U.S. House of Representatives,1,Write-In,R,county,Tama,2
U.S. House of Representatives,1,Under Votes,R,county,Tama,49
U.S. House of Representatives,1,Over Votes,R,county,Tama,0
U.S. House of Representatives,1,Total,R,county,Tama,865
U.S. House of Representatives,1,Rod Blum,R,county,Winneshiek,414
U.S. House of Representatives,1,Ben Lange,R,county,Winneshiek,602
U.S. House of Representatives,1,Write-In,R,county,Winneshiek,0
U.S. House of Representatives,1,Under Votes,R,county,Winneshiek,93
U.S. House of Representatives,1,Over Votes,R,county,Winneshiek,0
U.S. House of Representatives,1,Total,R,county,Winneshiek,1109
U.S. House of Representatives,1,Rod Blum,R,county,Worth,369
U.S. House of Representatives,1,Ben Lange,R,county,Worth,348
U.S. House of Representatives,1,Write-In,R,county,Worth,3
U.S. House of Representatives,1,Under Votes,R,county,Worth,175
U.S. House of Representatives,1,Over Votes,R,county,Worth,0
U.S. House of Representatives,1,Total,R,county,Worth,895
U.S. House of Representatives,1,Rod Blum,R,county,Total,11551
U.S. House of Representatives,1,Ben Lange,R,county,Total,13217
U.S. House of Representatives,1,Write-In,R,county,Total,143
U.S. House of Representatives,1,Under Votes,R,county,Total,1527
U.S. House of Representatives,1,Over Votes,R,county,Total,118
U.S. House of Representatives,1,Total,R,county,Total,26556
U.S. House of Representatives,2,Dave Loebsack,D,county,Appanoose,241
U.S. House of Representatives,2,Joe M. Seng,D,county,Appanoose,32
U.S. House of Representatives,2,Write-In,D,county,Appanoose,0
U.S. House of Representatives,2,Under Votes,D,county,Appanoose,17
U.S. House of Representatives,2,Over Votes,D,county,Appanoose,0
U.S. House of Representatives,2,Total,D,county,Appanoose,290
U.S. House of Representatives,2,Dave Loebsack,D,county,Cedar,519
U.S. House of Representatives,2,Joe M. Seng,D,county,Cedar,56
U.S. House of Representatives,2,Write-In,D,county,Cedar,0
U.S. House of Representatives,2,Under Votes,D,county,Cedar,12
U.S. House of Representatives,2,Over Votes,D,county,Cedar,1
U.S. House of Representatives,2,Total,D,county,Cedar,588
U.S. House of Representatives,2,Dave Loebsack,D,county,Clarke,245
U.S. House of Representatives,2,Joe M. Seng,D,county,Clarke,62
U.S. House of Representatives,2,Write-In,D,county,Clarke,0
U.S. House of Representatives,2,Under Votes,D,county,Clarke,76
U.S. House of Representatives,2,Over Votes,D,county,Clarke,0
U.S. House of Representatives,2,Total,D,county,Clarke,383
U.S. House of Representatives,2,Dave Loebsack,D,county,Clinton,1320
U.S. House of Representatives,2,Joe M. Seng,D,county,Clinton,588
U.S. House of Representatives,2,Write-In,D,county,Clinton,2
U.S. House of Representatives,2,Under Votes,D,county,Clinton,204
U.S. House of Representatives,2,Over Votes,D,county,Clinton,4
U.S. House of Representatives,2,Total,D,county,Clinton,2118
U.S. House of Representatives,2,Dave Loebsack,D,county,Davis,298
U.S. House of Representatives,2,Joe M. Seng,D,county,Davis,53
U.S. House of Representatives,2,Write-In,D,county,Davis,1
U.S. House of Representatives,2,Under Votes,D,county,Davis,27
U.S. House of Representatives,2,Over Votes,D,county,Davis,0
U.S. House of Representatives,2,Total,D,county,Davis,379
U.S. House of Representatives,2,Dave Loebsack,D,county,Decatur,167
U.S. House of Representatives,2,Joe M. Seng,D,county,Decatur,24
U.S. House of Representatives,2,Write-In,D,county,Decatur,0
U.S. House of Representatives,2,Under Votes,D,county,Decatur,35
U.S. House of Representatives,2,Over Votes,D,county,Decatur,0
U.S. House of Representatives,2,Total,D,county,Decatur,226
U.S. House of Representatives,2,Dave Loebsack,D,county,Des Moines,1168
U.S. House of Representatives,2,Joe M. Seng,D,county,Des Moines,206
U.S. House of Representatives,2,Write-In,D,county,Des Moines,2
U.S. House of Representatives,2,Under Votes,D,county,Des Moines,92
U.S. House of Representatives,2,Over Votes,D,county,Des Moines,0
U.S. House of Representatives,2,Total,D,county,Des Moines,1468
U.S. House of Representatives,2,Dave Loebsack,D,county,Henry,448
U.S. House of Representatives,2,Joe M. Seng,D,county,Henry,45
U.S. House of Representatives,2,Write-In,D,county,Henry,0
U.S. House of Representatives,2,Under Votes,D,county,Henry,15
U.S. House of Representatives,2,Over Votes,D,county,Henry,1
U.S. House of Representatives,2,Total,D,county,Henry,509
U.S. House of Representatives,2,Dave Loebsack,D,county,Jasper,585
U.S. House of Representatives,2,Joe M. Seng,D,county,Jasper,104
U.S. House of Representatives,2,Write-In,D,county,Jasper,2
U.S. House of Representatives,2,Under Votes,D,county,Jasper,38
U.S. House of Representatives,2,Over Votes,D,county,Jasper,2
U.S. House of Representatives,2,Total,D,county,Jasper,731
U.S. House of Representatives,2,Dave Loebsack,D,county,Jefferson,618
U.S. House of Representatives,2,Joe M. Seng,D,county,Jefferson,14
U.S. House of Representatives,2,Write-In,D,county,Jefferson,1
U.S. House of Representatives,2,Under Votes,D,county,Jefferson,4
U.S. House of Representatives,2,Over Votes,D,county,Jefferson,0
U.S. House of Representatives,2,Total,D,county,Jefferson,637
U.S. House of Representatives,2,Dave Loebsack,D,county,Johnson,4759
U.S. House of Representatives,2,Joe M. Seng,D,county,Johnson,456
U.S. House of Representatives,2,Write-In,D,county,Johnson,12
U.S. House of Representatives,2,Under Votes,D,county,Johnson,99
U.S. House of Representatives,2,Over Votes,D,county,Johnson,3
U.S. House of Representatives,2,Total,D,county,Johnson,5329
U.S. House of Representatives,2,Dave Loebsack,D,county,Keokuk,429
U.S. House of Representatives,2,Joe M. Seng,D,county,Keokuk,104
U.S. House of Representatives,2,Write-In,D,county,Keokuk,1
U.S. House of Representatives,2,Under Votes,D,county,Keokuk,140
U.S. House of Representatives,2,Over Votes,D,county,Keokuk,0
U.S. House of Representatives,2,Total,D,county,Keokuk,674
U.S. House of Representatives,2,Dave Loebsack,D,county,Lee,2009
U.S. House of Representatives,2,Joe M. Seng,D,county,Lee,273
U.S. House of Representatives,2,Write-In,D,county,Lee,7
U.S. House of Representatives,2,Under Votes,D,county,Lee,163
U.S. House of Representatives,2,Over Votes,D,county,Lee,4
U.S. House of Representatives,2,Total,D,county,Lee,2456
U.S. House of Representatives,2,Dave Loebsack,D,county,Louisa,115
U.S. House of Representatives,2,Joe M. Seng,D,county,Louisa,16
U.S. House of Representatives,2,Write-In,D,county,Louisa,0
U.S. House of Representatives,2,Under Votes,D,county,Louisa,3
U.S. House of Representatives,2,Over Votes,D,county,Louisa,0
U.S. House of Representatives,2,Total,D,county,Louisa,134
U.S. House of Representatives,2,Dave Loebsack,D,county,Lucas,117
U.S. House of Representatives,2,Joe M. Seng,D,county,Lucas,23
U.S. House of Representatives,2,Write-In,D,county,Lucas,1
U.S. House of Representatives,2,Under Votes,D,county,Lucas,0
U.S. House of Representatives,2,Over Votes,D,county,Lucas,0
U.S. House of Representatives,2,Total,D,county,Lucas,141
U.S. House of Representatives,2,Dave Loebsack,D,county,Mahaska,196
U.S. House of Representatives,2,Joe M. Seng,D,county,Mahaska,47
U.S. House of Representatives,2,Write-In,D,county,Mahaska,0
U.S. House of Representatives,2,Under Votes,D,county,Mahaska,36
U.S. House of Representatives,2,Over Votes,D,county,Mahaska,0
U.S. House of Representatives,2,Total,D,county,Mahaska,279
U.S. House of Representatives,2,Dave Loebsack,D,county,Marion,449
U.S. House of Representatives,2,Joe M. Seng,D,county,Marion,73
U.S. House of Representatives,2,Write-In,D,county,Marion,2
U.S. House of Representatives,2,Under Votes,D,county,Marion,35
U.S. House of Representatives,2,Over Votes,D,county,Marion,0
U.S. House of Representatives,2,Total,D,county,Marion,559
U.S. House of Representatives,2,Dave Loebsack,D,county,Monroe,139
U.S. House of Representatives,2,Joe M. Seng,D,county,Monroe,16
U.S. House of Representatives,2,Write-In,D,county,Monroe,0
U.S. House of Representatives,2,Under Votes,D,county,Monroe,29
U.S. House of Representatives,2,Over Votes,D,county,Monroe,0
U.S. House of Representatives,2,Total,D,county,Monroe,184
U.S. House of Representatives,2,Dave Loebsack,D,county,Muscatine,469
U.S. House of Representatives,2,Joe M. Seng,D,county,Muscatine,76
U.S. House of Representatives,2,Write-In,D,county,Muscatine,1
U.S. House of Representatives,2,Under Votes,D,county,Muscatine,6
U.S. House of Representatives,2,Over Votes,D,county,Muscatine,1
U.S. House of Representatives,2,Total,D,county,Muscatine,553
U.S. House of Representatives,2,Dave Loebsack,D,county,Scott,1908
U.S. House of Representatives,2,Joe M. Seng,D,county,Scott,1452
U.S. House of Representatives,2,Write-In,D,county,Scott,2
U.S. House of Representatives,2,Under Votes,D,county,Scott,27
U.S. House of Representatives,2,Over Votes,D,county,Scott,0
U.S. House of Representatives,2,Total,D,county,Scott,3389
U.S. House of Representatives,2,Dave Loebsack,D,county,Van Buren,101
U.S. House of Representatives,2,Joe M. Seng,D,county,Van Buren,9
U.S. House of Representatives,2,Write-In,D,county,Van Buren,0
U.S. House of Representatives,2,Under Votes,D,county,Van Buren,0
U.S. House of Representatives,2,Over Votes,D,county,Van Buren,0
U.S. House of Representatives,2,Total,D,county,Van Buren,110
U.S. House of Representatives,2,Dave Loebsack,D,county,Wapello,743
U.S. House of Representatives,2,Joe M. Seng,D,county,Wapello,131
U.S. House of Representatives,2,Write-In,D,county,Wapello,2
U.S. House of Representatives,2,Under Votes,D,county,Wapello,31
U.S. House of Representatives,2,Over Votes,D,county,Wapello,1
U.S. House of Representatives,2,Total,D,county,Wapello,908
U.S. House of Representatives,2,Dave Loebsack,D,county,Washington,321
U.S. House of Representatives,2,Joe M. Seng,D,county,Washington,32
U.S. House of Representatives,2,Write-In,D,county,Washington,2
U.S. House of Representatives,2,Under Votes,D,county,Washington,5
U.S. House of Representatives,2,Over Votes,D,county,Washington,0
U.S. House of Representatives,2,Total,D,county,Washington,360
U.S. House of Representatives,2,Dave Loebsack,D,county,Wayne,103
U.S. House of Representatives,2,Joe M. Seng,D,county,Wayne,21
U.S. House of Representatives,2,Write-In,D,county,Wayne,1
U.S. House of Representatives,2,Under Votes,D,county,Wayne,0
U.S. House of Representatives,2,Over Votes,D,county,Wayne,0
U.S. House of Representatives,2,Total,D,county,Wayne,125
U.S. House of Representatives,2,Dave Loebsack,D,county,Total,17467
U.S. House of Representatives,2,Joe M. Seng,D,county,Total,3913
U.S. House of Representatives,2,Write-In,D,county,Total,39
U.S. House of Representatives,2,Under Votes,D,county,Total,1094
U.S. House of Representatives,2,Over Votes,D,county,Total,17
U.S. House of Representatives,2,Total,D,county,Total,22530
U.S. House of Representatives,2,John Archer,R,county,Appanoose,382
U.S. House of Representatives,2,Dan Dolan,R,county,Appanoose,133
U.S. House of Representatives,2,Write-In,R,county,Appanoose,0
U.S. House of Representatives,2,Under Votes,R,county,Appanoose,56
U.S. House of Representatives,2,Over Votes,R,county,Appanoose,1
U.S. House of Representatives,2,Total,R,county,Appanoose,572
U.S. House of Representatives,2,John Archer,R,county,Cedar,390
U.S. House of Representatives,2,Dan Dolan,R,county,Cedar,356
U.S. House of Representatives,2,Write-In,R,county,Cedar,1
U.S. House of Representatives,2,Under Votes,R,county,Cedar,61
U.S. House of Representatives,2,Over Votes,R,county,Cedar,1
U.S. House of Representatives,2,Total,R,county,Cedar,809
U.S. House of Representatives,2,John Archer,R,county,Clarke,307
U.S. House of Representatives,2,Dan Dolan,R,county,Clarke,262
U.S. House of Representatives,2,Write-In,R,county,Clarke,1
U.S. House of Representatives,2,Under Votes,R,county,Clarke,76
U.S. House of Representatives,2,Over Votes,R,county,Clarke,0
U.S. House of Representatives,2,Total,R,county,Clarke,646
U.S. House of Representatives,2,John Archer,R,county,Clinton,517
U.S. House of Representatives,2,Dan Dolan,R,county,Clinton,567
U.S. House of Representatives,2,Write-In,R,county,Clinton,1
U.S. House of Representatives,2,Under Votes,R,county,Clinton,22
U.S. House of Representatives,2,Over Votes,R,county,Clinton,3
U.S. House of Representatives,2,Total,R,county,Clinton,1110
U.S. House of Representatives,2,John Archer,R,county,Davis,168
U.S. House of Representatives,2,Dan Dolan,R,county,Davis,73
U.S. House of Representatives,2,Write-In,R,county,Davis,1
U.S. House of Representatives,2,Under Votes,R,county,Davis,18
U.S. House of Representatives,2,Over Votes,R,county,Davis,0
U.S. House of Representatives,2,Total,R,county,Davis,260
U.S. House of Representatives,2,John Archer,R,county,Decatur,202
U.S. House of Representatives,2,Dan Dolan,R,county,Decatur,136
U.S. House of Representatives,2,Write-In,R,county,Decatur,2
U.S. House of Representatives,2,Under Votes,R,county,Decatur,22
U.S. House of Representatives,2,Over Votes,R,county,Decatur,0
U.S. House of Representatives,2,Total,R,county,Decatur,362
U.S. House of Representatives,2,John Archer,R,county,Des Moines,480
U.S. House of Representatives,2,Dan Dolan,R,county,Des Moines,313
U.S. House of Representatives,2,Write-In,R,county,Des Moines,2
U.S. House of Representatives,2,Under Votes,R,county,Des Moines,23
U.S. House of Representatives,2,Over Votes,R,county,Des Moines,0
U.S. House of Representatives,2,Total,R,county,Des Moines,818
U.S. House of Representatives,2,John Archer,R,county,Henry,1511
U.S. House of Representatives,2,Dan Dolan,R,county,Henry,734
U.S. House of Representatives,2,Write-In,R,county,Henry,8
U.S. House of Representatives,2,Under Votes,R,county,Henry,433
U.S. House of Representatives,2,Over Votes,R,county,Henry,4
U.S. House of Representatives,2,Total,R,county,Henry,2690
U.S. House of Representatives,2,John Archer,R,county,Jasper,573
U.S. House of Representatives,2,Dan Dolan,R,county,Jasper,267
U.S. House of Representatives,2,Write-In,R,county,Jasper,3
U.S. House of Representatives,2,Under Votes,R,county,Jasper,44
U.S. House of Representatives,2,Over Votes,R,county,Jasper,0
U.S. House of Representatives,2,Total,R,county,Jasper,887
U.S. House of Representatives,2,John Archer,R,county,Jefferson,449
U.S. House of Representatives,2,Dan Dolan,R,county,Jefferson,173
U.S. House of Representatives,2,Write-In,R,county,Jefferson,0
U.S. House of Representatives,2,Under Votes,R,county,Jefferson,45
U.S. House of Representatives,2,Over Votes,R,county,Jefferson,1
U.S. House of Representatives,2,Total,R,county,Jefferson,668
U.S. House of Representatives,2,John Archer,R,county,Johnson,906
U.S. House of Representatives,2,Dan Dolan,R,county,Johnson,644
U.S. House of Representatives,2,Write-In,R,county,Johnson,9
U.S. House of Representatives,2,Under Votes,R,county,Johnson,13
U.S. House of Representatives,2,Over Votes,R,county,Johnson,1
U.S. House of Representatives,2,Total,R,county,Johnson,1573
U.S. House of Representatives,2,John Archer,R,county,Keokuk,591
U.S. House of Representatives,2,Dan Dolan,R,county,Keokuk,181
U.S. House of Representatives,2,Write-In,R,county,Keokuk,0
U.S. House of Representatives,2,Under Votes,R,county,Keokuk,137
U.S. House of Representatives,2,Over Votes,R,county,Keokuk,0
U.S. House of Representatives,2,Total,R,county,Keokuk,909
U.S. House of Representatives,2,John Archer,R,county,Lee,429
U.S. House of Representatives,2,Dan Dolan,R,county,Lee,302
U.S. House of Representatives,2,Write-In,R,county,Lee,3
U.S. House of Representatives,2,Under Votes,R,county,Lee,45
U.S. House of Representatives,2,Over Votes,R,county,Lee,0
U.S. House of Representatives,2,Total,R,county,Lee,779
U.S. House of Representatives,2,John Archer,R,county,Louisa,196
U.S. House of Representatives,2,Dan Dolan,R,county,Louisa,144
U.S. House of Representatives,2,Write-In,R,county,Louisa,0
U.S. House of Representatives,2,Under Votes,R,county,Louisa,14
U.S. House of Representatives,2,Over Votes,R,county,Louisa,0
U.S. House of Representatives,2,Total,R,county,Louisa,354
