office,district,candidate,party,reporting_level,jurisdiction,votes
State House of Representatives,10,"Gary L. Meier, Jr.",Reform Party,county,Clay,8
State House of Representatives,10,Scattering,,county,Clay,0
State House of Representatives,10,Totals,,county,Clay,243
State House of Representatives,10,Sue Morrow,Democratic,county,Pocahontas,1359
State House of Representatives,10,Russell Eddie,Republican,county,Pocahontas,2317
State House of Representatives,10,"Gary L. Meier, Jr.",Reform Party,county,Pocahontas,349
State House of Representatives,10,Scattering,,county,Pocahontas,2
State House of Representatives,10,Totals,,county,Pocahontas,4027
State House of Representatives,10,Sue Morrow,Democratic,racewide,Totals,3835
State House of Representatives,10,Russell Eddie,Republican,racewide,Totals,6768
State House of Representatives,10,"Gary L. Meier, Jr.",Reform Party,racewide,Totals,601
State House of Representatives,10,Scattering,,racewide,Totals,3
State House of Representatives,10,Totals,,racewide,Totals,11207
State House of Representatives,11,Steve Kettering,Republican,county,Ida,2175
State House of Representatives,11,Scattering,,county,Ida,1
State House of Representatives,11,Totals,,county,Ida,2176
State House of Representatives,11,Steve Kettering,Republican,county,Sac,4051
State House of Representatives,11,Scattering,,county,Sac,0
State House of Representatives,11,Totals,,county,Sac,4051
State House of Representatives,11,Steve Kettering,Republican,county,Woodbury,1835
State House of Representatives,11,Scattering,,county,Woodbury,20
State House of Representatives,11,Totals,,county,Woodbury,1855
State House of Representatives,11,Steve Kettering,Republican,racewide,Totals,8061
State House of Representatives,11,Scattering,,racewide,Totals,21
State House of Representatives,11,Totals,,racewide,Totals,8082
State House of Representatives,12,Clarence Hoffman,Republican,county,Crawford,4390
State House of Representatives,12,Scattering,,county,Crawford,1
State House of Representatives,12,Totals,,county,Crawford,4391
State House of Representatives,12,Clarence Hoffman,Republican,county,Monona,3453
State House of Representatives,12,Scattering,,county,Monona,22
State House of Representatives,12,Totals,,county,Monona,3475
State House of Representatives,12,Clarence Hoffman,Republican,county,Woodbury,447
State House of Representatives,12,Scattering,,county,Woodbury,1
State House of Representatives,12,Totals,,county,Woodbury,448
State House of Representatives,12,Clarence Hoffman,Republican,racewide,Totals,8290
State House of Representatives,12,Scattering,,racewide,Totals,24
State House of Representatives,12,Totals,,racewide,Totals,8314
State House of Representatives,13,John Hale,Democratic,county,Webster,5330
State House of Representatives,13,Michael G. Cormack,Republican,county,Webster,6102
State House of Representatives,13,Scattering,,county,Webster,3
State House of Representatives,13,Totals,,county,Webster,11435
State House of Representatives,13,John Hale,Democratic,racewide,Totals,5330
State House of Representatives,13,Michael G. Cormack,Republican,racewide,Totals,6102
State House of Representatives,13,Scattering,,racewide,Totals,3
State House of Representatives,13,Totals,,racewide,Totals,11435
State House of Representatives,14,Cherry L. Marsden,Democratic,county,Boone,345
State House of Representatives,14,George S. Eichhorn,Republican,county,Boone,322
State House of Representatives,14,Scattering,,county,Boone,0
State House of Representatives,14,Totals,,county,Boone,667
State House of Representatives,14,Cherry L. Marsden,Democratic,county,Calhoun,2374
State House of Representatives,14,George S. Eichhorn,Republican,county,Calhoun,2610
State House of Representatives,14,Scattering,,county,Calhoun,2
State House of Representatives,14,Totals,,county,Calhoun,4986
State House of Representatives,14,Cherry L. Marsden,Democratic,county,Hamilton,357
State House of Representatives,14,George S. Eichhorn,Republican,county,Hamilton,734
State House of Representatives,14,Scattering,,county,Hamilton,1
State House of Representatives,14,Totals,,county,Hamilton,1092
State House of Representatives,14,Cherry L. Marsden,Democratic,county,Webster,2622
State House of Representatives,14,George S. Eichhorn,Republican,county,Webster,2829
State House of Representatives,14,Scattering,,county,Webster,2
State House of Representatives,14,Totals,,county,Webster,5453
State House of Representatives,14,Cherry L. Marsden,Democratic,racewide,Totals,5698
State House of Representatives,14,George S. Eichhorn,Republican,racewide,Totals,6495
State House of Representatives,14,Scattering,,racewide,Totals,5
State House of Representatives,14,Totals,,racewide,Totals,12198
State House of Representatives,15,Dolores M. Mertz,Democratic,county,Humboldt,3683
State House of Representatives,15,Scattering,,county,Humboldt,44
State House of Representatives,15,Totals,,county,Humboldt,3727
State House of Representatives,15,Dolores M. Mertz,Democratic,county,Kossuth,6684
State House of Representatives,15,Scattering,,county,Kossuth,32
State House of Representatives,15,Totals,,county,Kossuth,6716
State House of Representatives,15,Dolores M. Mertz,Democratic,racewide,Totals,10367
State House of Representatives,15,Scattering,,racewide,Totals,76
State House of Representatives,15,Totals,,racewide,Totals,10443
State House of Representatives,16,Henry Rayhons,Republican,county,Hancock,4330
State House of Representatives,16,Scattering,,county,Hancock,49
State House of Representatives,16,Totals,,county,Hancock,4379
State House of Representatives,16,Henry Rayhons,Republican,county,Winnebago,4309
State House of Representatives,16,Scattering,,county,Winnebago,30
State House of Representatives,16,Totals,,county,Winnebago,4339
State House of Representatives,16,Henry Rayhons,Republican,county,Wright,771
State House of Representatives,16,Scattering,,county,Wright,1
State House of Representatives,16,Totals,,county,Wright,772
State House of Representatives,16,Henry Rayhons,Republican,racewide,Totals,9410
State House of Representatives,16,Scattering,,racewide,Totals,80
State House of Representatives,16,Totals,,racewide,Totals,9490
State House of Representatives,17,Russell W. Teig,Republican,county,Franklin,20
State House of Representatives,17,Greg Moeller,Constitution,county,Franklin,8
State House of Representatives,17,Scattering,,county,Franklin,0
State House of Representatives,17,Totals,,county,Franklin,28
State House of Representatives,17,Russell W. Teig,Republican,county,Hamilton,4906
State House of Representatives,17,Greg Moeller,Constitution,county,Hamilton,697
State House of Representatives,17,Scattering,,county,Hamilton,4
State House of Representatives,17,Totals,,county,Hamilton,5607
State House of Representatives,17,Russell W. Teig,Republican,county,Hardin,961
State House of Representatives,17,Greg Moeller,Constitution,county,Hardin,123
State House of Representatives,17,Scattering,,county,Hardin,0
State House of Representatives,17,Totals,,county,Hardin,1084
State House of Representatives,17,Russell W. Teig,Republican,county,Wright,3251
State House of Representatives,17,Greg Moeller,Constitution,county,Wright,76
State House of Representatives,17,Scattering,,county,Wright,2
State House of Representatives,17,Totals,,county,Wright,3329
State House of Representatives,17,Russell W. Teig,Republican,racewide,Totals,9138
State House of Representatives,17,Greg Moeller,Constitution,racewide,Totals,904
State House of Representatives,17,Scattering,,racewide,Totals,6
State House of Representatives,17,Totals,,racewide,Totals,10048
State House of Representatives,18,Sharon A. Treinen,Democratic,county,Franklin,1362
State House of Representatives,18,Steve Sukup,Republican,county,Franklin,3471
State House of Representatives,18,Scattering,,county,Franklin,0
State House of Representatives,18,Totals,,county,Franklin,4833
State House of Representatives,18,Sharon A. Treinen,Democratic,county,Hardin,3043
State House of Representatives,18,Steve Sukup,Republican,county,Hardin,4065
State House of Representatives,18,Scattering,,county,Hardin,1
State House of Representatives,18,Totals,,county,Hardin,7109
State House of Representatives,18,Sharon A. Treinen,Democratic,racewide,Totals,4405
State House of Representatives,18,Steve Sukup,Republican,racewide,Totals,7536
State House of Representatives,18,Scattering,,racewide,Totals,1
State House of Representatives,18,Totals,,racewide,Totals,11942
State House of Representatives,19,John W. Jaszewski,Democratic,county,Cerro Gordo,5981
State House of Representatives,19,Roger A. Broers,Republican,county,Cerro Gordo,7140
State House of Representatives,19,Scattering,,county,Cerro Gordo,17
State House of Representatives,19,Totals,,county,Cerro Gordo,13138
State House of Representatives,19,John W. Jaszewski,Democratic,racewide,Totals,5981
State House of Representatives,19,Roger A. Broers,Republican,racewide,Totals,7140
State House of Representatives,19,Scattering,,racewide,Totals,17
State House of Representatives,19,Totals,,racewide,Totals,13138
State House of Representatives,20,Dennis May,Democratic,county,Cerro Gordo,6054
State House of Representatives,20,Andrew A. Hill,Republican,county,Cerro Gordo,2600
State House of Representatives,20,Scattering,,county,Cerro Gordo,6
State House of Representatives,20,Totals,,county,Cerro Gordo,8660
State House of Representatives,20,Dennis May,Democratic,county,Mitchell,264
State House of Representatives,20,Andrew A. Hill,Republican,county,Mitchell,81
State House of Representatives,20,Scattering,,county,Mitchell,0
State House of Representatives,20,Totals,,county,Mitchell,345
State House of Representatives,20,Dennis May,Democratic,county,Worth,2700
State House of Representatives,20,Andrew A. Hill,Republican,county,Worth,1279
State House of Representatives,20,Scattering,,county,Worth,1
State House of Representatives,20,Totals,,county,Worth,3980
State House of Representatives,20,Dennis May,Democratic,racewide,Totals,9018
State House of Representatives,20,Andrew A. Hill,Republican,racewide,Totals,3960
State House of Representatives,20,Scattering,,racewide,Totals,7
State House of Representatives,20,Totals,,racewide,Totals,12985
State House of Representatives,21,Bill Dix,Republican,county,Butler,5361
State House of Representatives,21,Scattering,,county,Butler,31
State House of Representatives,21,Totals,,county,Butler,5392
State House of Representatives,21,Bill Dix,Republican,county,Grundy,4810
State House of Representatives,21,Scattering,,county,Grundy,9
State House of Representatives,21,Totals,,county,Grundy,4819
State House of Representatives,21,Bill Dix,Republican,racewide,Totals,10171
State House of Representatives,21,Scattering,,racewide,Totals,40
State House of Representatives,21,Totals,,racewide,Totals,10211
State House of Representatives,22,Les Teeling,Democratic,county,Black Hawk,1154
State House of Representatives,22,Bob Brunkhorst,Republican,county,Black Hawk,1173
State House of Representatives,22,Scattering,,county,Black Hawk,0
State House of Representatives,22,Totals,,county,Black Hawk,2327
State House of Representatives,22,Les Teeling,Democratic,county,Bremer,5096
State House of Representatives,22,Bob Brunkhorst,Republican,county,Bremer,5968
State House of Representatives,22,Scattering,,county,Bremer,8
State House of Representatives,22,Totals,,county,Bremer,11072
State House of Representatives,22,Les Teeling,Democratic,racewide,Totals,6250
State House of Representatives,22,Bob Brunkhorst,Republican,racewide,Totals,7141
State House of Representatives,22,Scattering,,racewide,Totals,8
State House of Representatives,22,Totals,,racewide,Totals,13399
State House of Representatives,24,Joseph R. Rodriguez,Democratic,county,Black Hawk,5434
State House of Representatives,24,Willard Jenkins,Republican,county,Black Hawk,7710
State House of Representatives,24,Scattering,,county,Black Hawk,13
State House of Representatives,24,Totals,,county,Black Hawk,13157
State House of Representatives,24,Joseph R. Rodriguez,Democratic,racewide,Totals,5434
State House of Representatives,24,Willard Jenkins,Republican,racewide,Totals,7710
State House of Representatives,24,Scattering,,racewide,Totals,13
State House of Representatives,24,Totals,,racewide,Totals,13157
State House of Representatives,25,Don Shoultz,Democratic,county,Black Hawk,6795
State House of Representatives,25,Allen Coppock,Republican,county,Black Hawk,2802
State House of Representatives,25,Scattering,,county,Black Hawk,8
State House of Representatives,25,Totals,,county,Black Hawk,9605
State House of Representatives,25,Don Shoultz,Democratic,racewide,Totals,6795
State House of Representatives,25,Allen Coppock,Republican,racewide,Totals,2802
State House of Representatives,25,Scattering,,racewide,Totals,8
State House of Representatives,25,Totals,,racewide,Totals,9605
State House of Representatives,26,Bill Dotzler,Democratic,county,Black Hawk,9369
State House of Representatives,26,Scattering,,county,Black Hawk,117
State House of Representatives,26,Totals,,county,Black Hawk,9486
State House of Representatives,26,Bill Dotzler,Democratic,racewide,Totals,9369
State House of Representatives,26,Scattering,,racewide,Totals,117
State House of Representatives,26,Totals,,racewide,Totals,9486
State House of Representatives,27,Andra Atteberry,Democratic,county,Black Hawk,1811
State House of Representatives,27,Michael D. Jager,Republican,county,Black Hawk,1313
State House of Representatives,27,Scattering,,county,Black Hawk,1
State House of Representatives,27,Totals,,county,Black Hawk,3125
State House of Representatives,27,Andra Atteberry,Democratic,county,Buchanan,2138
State House of Representatives,27,Michael D. Jager,Republican,county,Buchanan,1564
State House of Representatives,27,Scattering,,county,Buchanan,4
State House of Representatives,27,Totals,,county,Buchanan,3706
State House of Representatives,27,Andra Atteberry,Democratic,county,Delaware,3292
State House of Representatives,27,Michael D. Jager,Republican,county,Delaware,2436
State House of Representatives,27,Scattering,,county,Delaware,0
State House of Representatives,27,Totals,,county,Delaware,5728
State House of Representatives,27,Andra Atteberry,Democratic,racewide,Totals,7241
State House of Representatives,27,Michael D. Jager,Republican,racewide,Totals,5313
State House of Representatives,27,Scattering,,racewide,Totals,5
State House of Representatives,27,Totals,,racewide,Totals,12559
State House of Representatives,28,Steve Falck,Democratic,county,Buchanan,3705
State House of Representatives,28,Daniel J. Rasmussen,Republican,county,Buchanan,1850
State House of Representatives,28,Scattering,,county,Buchanan,1
State House of Representatives,28,Totals,,county,Buchanan,5556
State House of Representatives,28,Steve Falck,Democratic,county,Fayette,4220
State House of Representatives,28,Daniel J. Rasmussen,Republican,county,Fayette,1842
State House of Representatives,28,Scattering,,county,Fayette,1
State House of Representatives,28,Totals,,county,Fayette,6063
State House of Representatives,28,Steve Falck,Democratic,racewide,Totals,7925
State House of Representatives,28,Daniel J. Rasmussen,Republican,racewide,Totals,3692
State House of Representatives,28,Scattering,,racewide,Totals,2
State House of Representatives,28,Totals,,racewide,Totals,11619
State House of Representatives,29,Mark A. Kuhn,Democratic,county,Floyd,5568
State House of Representatives,29,Max C. Handley,Republican,county,Floyd,1561
State House of Representatives,29,Scattering,,county,Floyd,5
State House of Representatives,29,Totals,,county,Floyd,7134
State House of Representatives,29,Mark A. Kuhn,Democratic,county,Howard,94
State House of Representatives,29,Max C. Handley,Republican,county,Howard,33
State House of Representatives,29,Scattering,,county,Howard,0
State House of Representatives,29,Totals,,county,Howard,127
State House of Representatives,29,Mark A. Kuhn,Democratic,county,Mitchell,3451
State House of Representatives,29,Max C. Handley,Republican,county,Mitchell,1216
State House of Representatives,29,Scattering,,county,Mitchell,2
State House of Representatives,29,Totals,,county,Mitchell,4669
State House of Representatives,29,Mark A. Kuhn,Democratic,racewide,Totals,9113
State House of Representatives,29,Max C. Handley,Republican,racewide,Totals,2810
State House of Representatives,29,Scattering,,racewide,Totals,7
State House of Representatives,29,Totals,,racewide,Totals,11930
State House of Representatives,30,Brian Quirk,Democratic,county,Chickasaw,4047
State House of Representatives,30,Allen Borlaug,Republican,county,Chickasaw,2517
State House of Representatives,30,Scattering,,county,Chickasaw,5
State House of Representatives,30,Totals,,county,Chickasaw,6569
State House of Representatives,30,Brian Quirk,Democratic,county,Howard,2259
State House of Representatives,30,Allen Borlaug,Republican,county,Howard,2103
State House of Representatives,30,Scattering,,county,Howard,2
State House of Representatives,30,Totals,,county,Howard,4364
State House of Representatives,30,Brian Quirk,Democratic,county,Winneshiek,1033
State House of Representatives,30,Allen Borlaug,Republican,county,Winneshiek,1222
State House of Representatives,30,Scattering,,county,Winneshiek,0
State House of Representatives,30,Totals,,county,Winneshiek,2255
State House of Representatives,30,Brian Quirk,Democratic,racewide,Totals,7339
State House of Representatives,30,Allen Borlaug,Republican,racewide,Totals,5842
State House of Representatives,30,Scattering,,racewide,Totals,7
State House of Representatives,30,Totals,,racewide,Totals,13188
State House of Representatives,31,Chuck Gipp,Republican,county,Allamakee,4395
State House of Representatives,31,Scattering,,county,Allamakee,23
State House of Representatives,31,Totals,,county,Allamakee,4418
State House of Representatives,31,Chuck Gipp,Republican,county,Winneshiek,5815
State House of Representatives,31,Scattering,,county,Winneshiek,69
State House of Representatives,31,Totals,,county,Winneshiek,5884
State House of Representatives,31,Chuck Gipp,Republican,racewide,Totals,10210
State House of Representatives,31,Scattering,,racewide,Totals,92
State House of Representatives,31,Totals,,racewide,Totals,10302
State House of Representatives,32,Frank Phippen,Democratic,county,Allamakee,322
State House of Representatives,32,Leigh A. Rekow,Republican,county,Allamakee,479
State House of Representatives,32,Scattering,,county,Allamakee,0
State House of Representatives,32,Totals,,county,Allamakee,801
State House of Representatives,32,Frank Phippen,Democratic,county,Clayton,4392
State House of Representatives,32,Leigh A. Rekow,Republican,county,Clayton,3665
State House of Representatives,32,Scattering,,county,Clayton,1
State House of Representatives,32,Totals,,county,Clayton,8058
State House of Representatives,32,Frank Phippen,Democratic,county,Fayette,1067
State House of Representatives,32,Leigh A. Rekow,Republican,county,Fayette,1832
State House of Representatives,32,Scattering,,county,Fayette,1
State House of Representatives,32,Totals,,county,Fayette,2900
State House of Representatives,32,Frank Phippen,Democratic,racewide,Totals,5781
State House of Representatives,32,Leigh A. Rekow,Republican,racewide,Totals,5976
State House of Representatives,32,Scattering,,racewide,Totals,2
State House of Representatives,32,Totals,,racewide,Totals,11759
State House of Representatives,33,Paul Scherrman,Democratic,county,Delaware,1211
State House of Representatives,33,Scattering,,county,Delaware,0
State House of Representatives,33,Totals,,county,Delaware,1211
State House of Representatives,33,Paul Scherrman,Democratic,county,Dubuque,13754
State House of Representatives,33,Scattering,,county,Dubuque,82
State House of Representatives,33,Totals,,county,Dubuque,13836
State House of Representatives,33,Paul Scherrman,Democratic,racewide,Totals,14965
State House of Representatives,33,Scattering,,racewide,Totals,82
State House of Representatives,33,Totals,,racewide,Totals,15047
State House of Representatives,34,Robert J. Osterhaus,Democratic,county,Dubuque,2882
State House of Representatives,34,Scattering,,county,Dubuque,17
State House of Representatives,34,Totals,,county,Dubuque,2899
State House of Representatives,34,Robert J. Osterhaus,Democratic,county,Jackson,6572
State House of Representatives,34,Scattering,,county,Jackson,30
State House of Representatives,34,Totals,,county,Jackson,6602
State House of Representatives,34,Robert J. Osterhaus,Democratic,racewide,Totals,9454
State House of Representatives,34,Scattering,,racewide,Totals,47
State House of Representatives,34,Totals,,racewide,Totals,9501
State House of Representatives,35,Pam Jochum,Democratic,county,Dubuque,16151
State House of Representatives,35,Scattering,,county,Dubuque,84
State House of Representatives,35,Totals,,county,Dubuque,16235
State House of Representatives,35,Pam Jochum,Democratic,racewide,Totals,16151
State House of Representatives,35,Scattering,,racewide,Totals,84
State House of Representatives,35,Totals,,racewide,Totals,16235
State House of Representatives,36,Pat Murphy,Democratic,county,Dubuque,9319
State House of Representatives,36,Scattering,,county,Dubuque,71
State House of Representatives,36,Totals,,county,Dubuque,9390
State House of Representatives,36,Pat Murphy,Democratic,racewide,Totals,9319
State House of Representatives,36,Scattering,,racewide,Totals,71
State House of Representatives,36,Totals,,racewide,Totals,9390
State House of Representatives,37,Doug Olmsted,Democratic,county,Clinton,2999
State House of Representatives,37,Clyde Bradley,Republican,county,Clinton,2287
State House of Representatives,37,Scattering,,county,Clinton,1
State House of Representatives,37,Totals,,county,Clinton,5287
State House of Representatives,37,Doug Olmsted,Democratic,county,Scott,2637
State House of Representatives,37,Clyde Bradley,Republican,county,Scott,4346
State House of Representatives,37,Scattering,,county,Scott,10
State House of Representatives,37,Totals,,county,Scott,6993
State House of Representatives,37,Doug Olmsted,Democratic,racewide,Totals,5636
State House of Representatives,37,Clyde Bradley,Republican,racewide,Totals,6633
State House of Representatives,37,Scattering,,racewide,Totals,11
State House of Representatives,37,Totals,,racewide,Totals,12280
State House of Representatives,38,Polly Bukta,Democratic,county,Clinton,6631
State House of Representatives,38,James Jim Cox,Republican,county,Clinton,5987
State House of Representatives,38,Scattering,,county,Clinton,4
State House of Representatives,38,Totals,,county,Clinton,12622
State House of Representatives,38,Polly Bukta,Democratic,racewide,Totals,6631
State House of Representatives,38,James Jim Cox,Republican,racewide,Totals,5987
State House of Representatives,38,Scattering,,racewide,Totals,4
State House of Representatives,38,Totals,,racewide,Totals,12622
State House of Representatives,39,Phyllis Stumbo,Democratic,county,Cedar,3350
State House of Representatives,39,Daniel Boddicker,Republican,county,Cedar,4798
State House of Representatives,39,Scattering,,county,Cedar,4
State House of Representatives,39,Totals,,county,Cedar,8152
State House of Representatives,39,Phyllis Stumbo,Democratic,county,Clinton,1205
State House of Representatives,39,Daniel Boddicker,Republican,county,Clinton,1958
State House of Representatives,39,Scattering,,county,Clinton,1
State House of Representatives,39,Totals,,county,Clinton,3164
State House of Representatives,39,Phyllis Stumbo,Democratic,county,Jones,612
State House of Representatives,39,Daniel Boddicker,Republican,county,Jones,785
State House of Representatives,39,Scattering,,county,Jones,0
State House of Representatives,39,Totals,,county,Jones,1397
State House of Representatives,39,Phyllis Stumbo,Democratic,racewide,Totals,5167
State House of Representatives,39,Daniel Boddicker,Republican,racewide,Totals,7541
State House of Representatives,39,Scattering,,racewide,Totals,5
State House of Representatives,39,Totals,,racewide,Totals,12713
State House of Representatives,40,Zachary A. Carstensen,Democratic,county,Scott,5570
State House of Representatives,40,Bryan J. Sievers,Republican,county,Scott,6372
State House of Representatives,40,Scattering,,county,Scott,19
State House of Representatives,40,Totals,,county,Scott,11961
State House of Representatives,40,Zachary A. Carstensen,Democratic,racewide,Totals,5570
State House of Representatives,40,Bryan J. Sievers,Republican,racewide,Totals,6372
State House of Representatives,40,Scattering,,racewide,Totals,19
State House of Representatives,40,Totals,,racewide,Totals,11961
State House of Representatives,41,Douglas J. Walter,Democratic,county,Scott,5830
State House of Representatives,41,David A. Millage,Republican,county,Scott,9530
State House of Representatives,41,Scattering,,county,Scott,14
State House of Representatives,41,Totals,,county,Scott,15374
State House of Representatives,41,Douglas J. Walter,Democratic,racewide,Totals,5830
State House of Representatives,41,David A. Millage,Republican,racewide,Totals,9530
State House of Representatives,41,Scattering,,racewide,Totals,14
State House of Representatives,41,Totals,,racewide,Totals,15374
State House of Representatives,42,John E. White,Democratic,county,Scott,4828
State House of Representatives,42,James     Van Fossen,Republican,county,Scott,6014
State House of Representatives,42,Rich Moroney,Libertarian Party of Iowa,county,Scott,329
State House of Representatives,42,Scattering,,county,Scott,6
State House of Representatives,42,Totals,,county,Scott,11177
State House of Representatives,42,John E. White,Democratic,racewide,Totals,4828
