county,precinct,office,district,party,candidate,votes,av_counting_board,election_day
Bremer,City of Tripoli-Fremont Twp,Auditor of State,,DEM,Rob Sand,55,0,55
Bremer,Waverly Ward I-East Washington Twp,Auditor of State,,DEM,Rob Sand,149,0,149
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,Auditor of State,,DEM,Rob Sand,97,0,97
Bremer,Waverly Ward III,Auditor of State,,DEM,Rob Sand,43,0,43
Bremer,Waverly Ward IV,Auditor of State,,DEM,Rob Sand,141,0,141
Bremer,Waverly Ward V-West Washington Twp,Auditor of State,,DEM,Rob Sand,164,0,164
Bremer,City of Denver-Jefferson Twp,Treasurer of State,,,Write-in,0,0,0
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,Treasurer of State,,,Write-in,0,0,0
Bremer,City of Janesville-Jackson Twp,Treasurer of State,,,Write-in,0,0,0
Bremer,Lafayette Twp-Warren Twp,Treasurer of State,,,Write-in,0,0,0
Bremer,City of Plainfield-Polk Twp-Douglas Twp,Treasurer of State,,,Write-in,0,0,0
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,Treasurer of State,,,Write-in,0,0,0
Bremer,City of Sumner-Sumner Twp-Dayton Twp,Treasurer of State,,,Write-in,0,0,0
Bremer,City of Tripoli-Fremont Twp,Treasurer of State,,,Write-in,0,0,0
Bremer,Waverly Ward I-East Washington Twp,Treasurer of State,,,Write-in,0,0,0
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,Treasurer of State,,,Write-in,0,0,0
Bremer,Waverly Ward III,Treasurer of State,,,Write-in,0,0,0
Bremer,Waverly Ward IV,Treasurer of State,,,Write-in,0,0,0
Bremer,Waverly Ward V-West Washington Twp,Treasurer of State,,,Write-in,0,0,0
Bremer,City of Denver-Jefferson Twp,Treasurer of State,,DEM,Michael L. Fitzgerald,126,0,126
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,Treasurer of State,,DEM,Michael L. Fitzgerald,23,0,23
Bremer,City of Janesville-Jackson Twp,Treasurer of State,,DEM,Michael L. Fitzgerald,55,0,55
Bremer,Lafayette Twp-Warren Twp,Treasurer of State,,DEM,Michael L. Fitzgerald,38,0,38
Bremer,City of Plainfield-Polk Twp-Douglas Twp,Treasurer of State,,DEM,Michael L. Fitzgerald,44,0,44
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,Treasurer of State,,DEM,Michael L. Fitzgerald,36,0,36
Bremer,City of Sumner-Sumner Twp-Dayton Twp,Treasurer of State,,DEM,Michael L. Fitzgerald,84,0,84
Bremer,City of Tripoli-Fremont Twp,Treasurer of State,,DEM,Michael L. Fitzgerald,59,0,59
Bremer,Waverly Ward I-East Washington Twp,Treasurer of State,,DEM,Michael L. Fitzgerald,152,0,152
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,Treasurer of State,,DEM,Michael L. Fitzgerald,98,0,98
Bremer,Waverly Ward III,Treasurer of State,,DEM,Michael L. Fitzgerald,41,0,41
Bremer,Waverly Ward IV,Treasurer of State,,DEM,Michael L. Fitzgerald,148,0,148
Bremer,Waverly Ward V-West Washington Twp,Treasurer of State,,DEM,Michael L. Fitzgerald,170,0,170
Bremer,City of Denver-Jefferson Twp,Secretary of Agriculture,,REP,Ray Gaesser,11,0,11
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,Secretary of Agriculture,,REP,Ray Gaesser,3,0,3
Bremer,City of Janesville-Jackson Twp,Secretary of Agriculture,,REP,Ray Gaesser,5,0,5
Bremer,Lafayette Twp-Warren Twp,Secretary of Agriculture,,REP,Ray Gaesser,8,0,8
Bremer,City of Plainfield-Polk Twp-Douglas Twp,Secretary of Agriculture,,REP,Ray Gaesser,7,0,7
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,Secretary of Agriculture,,REP,Ray Gaesser,5,0,5
Bremer,City of Sumner-Sumner Twp-Dayton Twp,Secretary of Agriculture,,REP,Ray Gaesser,7,0,7
Bremer,City of Tripoli-Fremont Twp,Secretary of Agriculture,,REP,Ray Gaesser,10,0,10
Bremer,Waverly Ward I-East Washington Twp,Secretary of Agriculture,,REP,Ray Gaesser,16,0,16
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,Secretary of Agriculture,,REP,Ray Gaesser,6,0,6
Bremer,Waverly Ward III,Secretary of Agriculture,,REP,Ray Gaesser,4,0,4
Bremer,Waverly Ward IV,Secretary of Agriculture,,REP,Ray Gaesser,12,0,12
Bremer,Waverly Ward V-West Washington Twp,Secretary of Agriculture,,REP,Ray Gaesser,20,0,20
Bremer,City of Denver-Jefferson Twp,Secretary of Agriculture,,REP,Chad Ingels,2,0,2
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,Secretary of Agriculture,,REP,Chad Ingels,2,0,2
Bremer,City of Janesville-Jackson Twp,Secretary of Agriculture,,REP,Chad Ingels,1,0,1
Bremer,Lafayette Twp-Warren Twp,Secretary of Agriculture,,REP,Chad Ingels,1,0,1
Bremer,City of Plainfield-Polk Twp-Douglas Twp,Secretary of Agriculture,,REP,Chad Ingels,3,0,3
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,Secretary of Agriculture,,REP,Chad Ingels,5,0,5
Bremer,City of Sumner-Sumner Twp-Dayton Twp,Secretary of Agriculture,,REP,Chad Ingels,14,0,14
Bremer,City of Tripoli-Fremont Twp,Secretary of Agriculture,,REP,Chad Ingels,5,0,5
Bremer,Waverly Ward I-East Washington Twp,Secretary of Agriculture,,REP,Chad Ingels,6,0,6
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,Secretary of Agriculture,,REP,Chad Ingels,3,0,3
Bremer,Waverly Ward III,Secretary of Agriculture,,REP,Chad Ingels,2,0,2
Bremer,Waverly Ward IV,Secretary of Agriculture,,REP,Chad Ingels,4,0,4
Bremer,Waverly Ward V-West Washington Twp,Secretary of Agriculture,,REP,Chad Ingels,1,0,1
Bremer,City of Denver-Jefferson Twp,Secretary of Agriculture,,REP,Craig Lang,9,0,9
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,Secretary of Agriculture,,REP,Craig Lang,3,0,3
Bremer,City of Janesville-Jackson Twp,Secretary of Agriculture,,REP,Craig Lang,6,0,6
Bremer,Lafayette Twp-Warren Twp,Secretary of Agriculture,,REP,Craig Lang,2,0,2
Bremer,City of Plainfield-Polk Twp-Douglas Twp,Secretary of Agriculture,,REP,Craig Lang,1,0,1
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,Secretary of Agriculture,,REP,Craig Lang,5,0,5
Bremer,City of Sumner-Sumner Twp-Dayton Twp,Secretary of Agriculture,,REP,Craig Lang,11,0,11
Bremer,City of Tripoli-Fremont Twp,Secretary of Agriculture,,REP,Craig Lang,8,0,8
Bremer,Waverly Ward I-East Washington Twp,Secretary of Agriculture,,REP,Craig Lang,7,0,7
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,Secretary of Agriculture,,REP,Craig Lang,6,0,6
Bremer,Waverly Ward III,Secretary of Agriculture,,REP,Craig Lang,1,0,1
Bremer,Waverly Ward IV,Secretary of Agriculture,,REP,Craig Lang,5,0,5
Bremer,Waverly Ward V-West Washington Twp,Secretary of Agriculture,,REP,Craig Lang,6,0,6
Bremer,City of Denver-Jefferson Twp,Secretary of Agriculture,,REP,Mike Naig,11,0,11
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,Secretary of Agriculture,,REP,Mike Naig,2,0,2
Bremer,City of Janesville-Jackson Twp,Secretary of Agriculture,,REP,Mike Naig,5,0,5
Bremer,Lafayette Twp-Warren Twp,Secretary of Agriculture,,REP,Mike Naig,2,0,2
Bremer,City of Plainfield-Polk Twp-Douglas Twp,Secretary of Agriculture,,REP,Mike Naig,11,0,11
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,Secretary of Agriculture,,REP,Mike Naig,10,0,10
Bremer,City of Sumner-Sumner Twp-Dayton Twp,Secretary of Agriculture,,REP,Mike Naig,14,0,14
Bremer,City of Tripoli-Fremont Twp,Secretary of Agriculture,,REP,Mike Naig,4,0,4
Bremer,Waverly Ward I-East Washington Twp,Secretary of Agriculture,,REP,Mike Naig,5,0,5
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,Secretary of Agriculture,,REP,Mike Naig,13,0,13
Bremer,Waverly Ward III,Secretary of Agriculture,,REP,Mike Naig,3,0,3
Bremer,Waverly Ward IV,Secretary of Agriculture,,REP,Mike Naig,2,0,2
Bremer,Waverly Ward V-West Washington Twp,Secretary of Agriculture,,REP,Mike Naig,18,0,18
Bremer,City of Denver-Jefferson Twp,Secretary of Agriculture,,REP,Dan Zumbach,20,0,20
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,Secretary of Agriculture,,REP,Dan Zumbach,2,0,2
Bremer,City of Janesville-Jackson Twp,Secretary of Agriculture,,REP,Dan Zumbach,8,0,8
Bremer,Lafayette Twp-Warren Twp,Secretary of Agriculture,,REP,Dan Zumbach,5,0,5
Bremer,City of Plainfield-Polk Twp-Douglas Twp,Secretary of Agriculture,,REP,Dan Zumbach,6,0,6
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,Secretary of Agriculture,,REP,Dan Zumbach,16,0,16
Bremer,City of Sumner-Sumner Twp-Dayton Twp,Secretary of Agriculture,,REP,Dan Zumbach,30,0,30
Bremer,City of Tripoli-Fremont Twp,Secretary of Agriculture,,REP,Dan Zumbach,5,0,5
Bremer,Waverly Ward I-East Washington Twp,Secretary of Agriculture,,REP,Dan Zumbach,19,0,19
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,Secretary of Agriculture,,REP,Dan Zumbach,14,0,14
Bremer,Waverly Ward III,Secretary of Agriculture,,REP,Dan Zumbach,6,0,6
Bremer,Waverly Ward IV,Secretary of Agriculture,,REP,Dan Zumbach,12,0,12
Bremer,Waverly Ward V-West Washington Twp,Secretary of Agriculture,,REP,Dan Zumbach,30,0,30
Bremer,City of Denver-Jefferson Twp,Secretary of Agriculture,,,Write-in,0,0,0
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,Secretary of Agriculture,,,Write-in,0,0,0
Bremer,City of Janesville-Jackson Twp,Secretary of Agriculture,,,Write-in,0,0,0
Bremer,Lafayette Twp-Warren Twp,Secretary of Agriculture,,,Write-in,0,0,0
Bremer,City of Plainfield-Polk Twp-Douglas Twp,Secretary of Agriculture,,,Write-in,0,0,0
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,Secretary of Agriculture,,,Write-in,0,0,0
Bremer,City of Sumner-Sumner Twp-Dayton Twp,Secretary of Agriculture,,,Write-in,0,0,0
Bremer,City of Tripoli-Fremont Twp,Secretary of Agriculture,,,Write-in,0,0,0
Bremer,Waverly Ward I-East Washington Twp,Secretary of Agriculture,,,Write-in,0,0,0
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,Secretary of Agriculture,,,Write-in,0,0,0
Bremer,Waverly Ward III,Secretary of Agriculture,,,Write-in,0,0,0
Bremer,Waverly Ward IV,Secretary of Agriculture,,,Write-in,0,0,0
Bremer,Waverly Ward V-West Washington Twp,Secretary of Agriculture,,,Write-in,0,0,0
Bremer,City of Denver-Jefferson Twp,Secretary of Agriculture,,DEM,Tim Gannon,117,0,117
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,Secretary of Agriculture,,DEM,Tim Gannon,19,0,19
Bremer,City of Janesville-Jackson Twp,Secretary of Agriculture,,DEM,Tim Gannon,55,0,55
Bremer,Lafayette Twp-Warren Twp,Secretary of Agriculture,,DEM,Tim Gannon,36,0,36
Bremer,City of Plainfield-Polk Twp-Douglas Twp,Secretary of Agriculture,,DEM,Tim Gannon,44,0,44
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,Secretary of Agriculture,,DEM,Tim Gannon,38,0,38
Bremer,City of Sumner-Sumner Twp-Dayton Twp,Secretary of Agriculture,,DEM,Tim Gannon,79,0,79
Bremer,City of Tripoli-Fremont Twp,Secretary of Agriculture,,DEM,Tim Gannon,55,0,55
Bremer,Waverly Ward I-East Washington Twp,Secretary of Agriculture,,DEM,Tim Gannon,150,0,150
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,Secretary of Agriculture,,DEM,Tim Gannon,96,0,96
Bremer,Waverly Ward III,Secretary of Agriculture,,DEM,Tim Gannon,42,0,42
Bremer,Waverly Ward IV,Secretary of Agriculture,,DEM,Tim Gannon,138,0,138
Bremer,Waverly Ward V-West Washington Twp,Secretary of Agriculture,,DEM,Tim Gannon,162,0,162
Bremer,City of Denver-Jefferson Twp,Attorney General,,,Write-in,0,0,0
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,Attorney General,,,Write-in,0,0,0
Bremer,City of Janesville-Jackson Twp,Attorney General,,,Write-in,0,0,0
Bremer,Lafayette Twp-Warren Twp,Attorney General,,,Write-in,0,0,0
Bremer,City of Plainfield-Polk Twp-Douglas Twp,Attorney General,,,Write-in,0,0,0
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,Attorney General,,,Write-in,0,0,0
Bremer,City of Sumner-Sumner Twp-Dayton Twp,Attorney General,,,Write-in,0,0,0
Bremer,City of Tripoli-Fremont Twp,Attorney General,,,Write-in,0,0,0
Bremer,Waverly Ward I-East Washington Twp,Attorney General,,,Write-in,0,0,0
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,Attorney General,,,Write-in,0,0,0
Bremer,Waverly Ward III,Attorney General,,,Write-in,0,0,0
Bremer,Waverly Ward IV,Attorney General,,,Write-in,0,0,0
Bremer,Waverly Ward V-West Washington Twp,Attorney General,,,Write-in,0,0,0
Bremer,City of Denver-Jefferson Twp,Attorney General,,DEM,Tom Miller,127,0,127
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,Attorney General,,DEM,Tom Miller,23,0,23
Bremer,City of Janesville-Jackson Twp,Attorney General,,DEM,Tom Miller,60,0,60
Bremer,Lafayette Twp-Warren Twp,Attorney General,,DEM,Tom Miller,40,0,40
Bremer,City of Plainfield-Polk Twp-Douglas Twp,Attorney General,,DEM,Tom Miller,44,0,44
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,Attorney General,,DEM,Tom Miller,38,0,38
Bremer,City of Sumner-Sumner Twp-Dayton Twp,Attorney General,,DEM,Tom Miller,84,0,84
Bremer,City of Tripoli-Fremont Twp,Attorney General,,DEM,Tom Miller,59,0,59
Bremer,Waverly Ward I-East Washington Twp,Attorney General,,DEM,Tom Miller,157,0,157
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,Attorney General,,DEM,Tom Miller,102,0,102
Bremer,Waverly Ward III,Attorney General,,DEM,Tom Miller,42,0,42
Bremer,Waverly Ward IV,Attorney General,,DEM,Tom Miller,150,0,150
Bremer,Waverly Ward V-West Washington Twp,Attorney General,,DEM,Tom Miller,173,0,173
Bremer,City of Denver-Jefferson Twp,State Representative District 63,,REP,Sandy Salmon,52,0,52
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,State Representative District 63,,REP,Sandy Salmon,14,0,14
Bremer,City of Janesville-Jackson Twp,State Representative District 63,,REP,Sandy Salmon,27,0,27
Bremer,Lafayette Twp-Warren Twp,State Representative District 63,,REP,Sandy Salmon,18,0,18
Bremer,City of Plainfield-Polk Twp-Douglas Twp,State Representative District 63,,REP,Sandy Salmon,27,0,27
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,State Representative District 63,,REP,Sandy Salmon,39,0,39
Bremer,City of Sumner-Sumner Twp-Dayton Twp,State Representative District 63,,REP,Sandy Salmon,74,0,74
Bremer,City of Tripoli-Fremont Twp,State Representative District 63,,REP,Sandy Salmon,31,0,31
Bremer,Waverly Ward I-East Washington Twp,State Representative District 63,,REP,Sandy Salmon,51,0,51
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,State Representative District 63,,REP,Sandy Salmon,41,0,41
Bremer,Waverly Ward III,State Representative District 63,,REP,Sandy Salmon,16,0,16
Bremer,Waverly Ward IV,State Representative District 63,,REP,Sandy Salmon,34,0,34
Bremer,Waverly Ward V-West Washington Twp,State Representative District 63,,REP,Sandy Salmon,74,0,74
Bremer,City of Denver-Jefferson Twp,State Representative District 63,,,Write-in,0,0,0
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,State Representative District 63,,,Write-in,0,0,0
Bremer,City of Janesville-Jackson Twp,State Representative District 63,,,Write-in,0,0,0
Bremer,Lafayette Twp-Warren Twp,State Representative District 63,,,Write-in,0,0,0
Bremer,City of Plainfield-Polk Twp-Douglas Twp,State Representative District 63,,,Write-in,0,0,0
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,State Representative District 63,,,Write-in,0,0,0
Bremer,City of Sumner-Sumner Twp-Dayton Twp,State Representative District 63,,,Write-in,0,0,0
Bremer,City of Tripoli-Fremont Twp,State Representative District 63,,,Write-in,0,0,0
Bremer,Waverly Ward I-East Washington Twp,State Representative District 63,,,Write-in,0,0,0
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,State Representative District 63,,,Write-in,0,0,0
Bremer,Waverly Ward III,State Representative District 63,,,Write-in,0,0,0
Bremer,Waverly Ward IV,State Representative District 63,,,Write-in,0,0,0
Bremer,Waverly Ward V-West Washington Twp,State Representative District 63,,,Write-in,0,0,0
Bremer,City of Denver-Jefferson Twp,State Representative District 63,,DEM,Eric Stromberg,126,0,126
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,State Representative District 63,,DEM,Eric Stromberg,22,0,22
Bremer,City of Janesville-Jackson Twp,State Representative District 63,,DEM,Eric Stromberg,52,0,52
Bremer,Lafayette Twp-Warren Twp,State Representative District 63,,DEM,Eric Stromberg,37,0,37
Bremer,City of Plainfield-Polk Twp-Douglas Twp,State Representative District 63,,DEM,Eric Stromberg,43,0,43
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,State Representative District 63,,DEM,Eric Stromberg,36,0,36
Bremer,City of Sumner-Sumner Twp-Dayton Twp,State Representative District 63,,DEM,Eric Stromberg,77,0,77
Bremer,City of Tripoli-Fremont Twp,State Representative District 63,,DEM,Eric Stromberg,58,0,58
Bremer,Waverly Ward I-East Washington Twp,State Representative District 63,,DEM,Eric Stromberg,161,0,161
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,State Representative District 63,,DEM,Eric Stromberg,107,0,107
Bremer,Waverly Ward III,State Representative District 63,,DEM,Eric Stromberg,43,0,43
Bremer,Waverly Ward IV,State Representative District 63,,DEM,Eric Stromberg,143,0,143
Bremer,Waverly Ward V-West Washington Twp,State Representative District 63,,DEM,Eric Stromberg,169,0,169
Bremer,City of Janesville-Jackson Twp,County Board of Supervisors District 2,,REP,Timothy L. Neil,26,0,26
Bremer,Lafayette Twp-Warren Twp,County Board of Supervisors District 2,,REP,Timothy L. Neil,19,0,19
Bremer,City of Plainfield-Polk Twp-Douglas Twp,County Board of Supervisors District 2,,REP,Timothy L. Neil,30,0,30
Bremer,City of Tripoli-Fremont Twp,County Board of Supervisors District 2,,REP,Timothy L. Neil,32,0,32
Bremer,Waverly Ward V-West Washington Twp,County Board of Supervisors District 2,,REP,Timothy L. Neil,77,0,77
Bremer,City of Janesville-Jackson Twp,County Board of Supervisors District 2,,,Write-in,0,0,0
Bremer,Lafayette Twp-Warren Twp,County Board of Supervisors District 2,,,Write-in,0,0,0
Bremer,City of Plainfield-Polk Twp-Douglas Twp,County Board of Supervisors District 2,,,Write-in,0,0,0
Bremer,City of Tripoli-Fremont Twp,County Board of Supervisors District 2,,,Write-in,0,0,0
Bremer,Waverly Ward V-West Washington Twp,County Board of Supervisors District 2,,,Write-in,0,0,0
Bremer,City of Denver-Jefferson Twp,County Treasurer,,REP,Sue Shonka,55,0,55
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,County Treasurer,,REP,Sue Shonka,14,0,14
Bremer,City of Janesville-Jackson Twp,County Treasurer,,REP,Sue Shonka,27,0,27
Bremer,Lafayette Twp-Warren Twp,County Treasurer,,REP,Sue Shonka,19,0,19
Bremer,City of Plainfield-Polk Twp-Douglas Twp,County Treasurer,,REP,Sue Shonka,30,0,30
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,County Treasurer,,REP,Sue Shonka,42,0,42
Bremer,City of Sumner-Sumner Twp-Dayton Twp,County Treasurer,,REP,Sue Shonka,76,0,76
Bremer,City of Tripoli-Fremont Twp,County Treasurer,,REP,Sue Shonka,32,0,32
Bremer,Waverly Ward I-East Washington Twp,County Treasurer,,REP,Sue Shonka,55,0,55
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,County Treasurer,,REP,Sue Shonka,40,0,40
Bremer,Waverly Ward III,County Treasurer,,REP,Sue Shonka,17,0,17
Bremer,Waverly Ward IV,County Treasurer,,REP,Sue Shonka,37,0,37
Bremer,Waverly Ward V-West Washington Twp,County Treasurer,,REP,Sue Shonka,76,0,76
Bremer,City of Denver-Jefferson Twp,County Treasurer,,,Write-in,0,0,0
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,County Treasurer,,,Write-in,0,0,0
Bremer,City of Janesville-Jackson Twp,County Treasurer,,,Write-in,0,0,0
Bremer,Lafayette Twp-Warren Twp,County Treasurer,,,Write-in,0,0,0
Bremer,City of Plainfield-Polk Twp-Douglas Twp,County Treasurer,,,Write-in,0,0,0
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,County Treasurer,,,Write-in,0,0,0
Bremer,City of Sumner-Sumner Twp-Dayton Twp,County Treasurer,,,Write-in,0,0,0
Bremer,City of Tripoli-Fremont Twp,County Treasurer,,,Write-in,0,0,0
Bremer,Waverly Ward I-East Washington Twp,County Treasurer,,,Write-in,0,0,0
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,County Treasurer,,,Write-in,0,0,0
Bremer,Waverly Ward III,County Treasurer,,,Write-in,0,0,0
Bremer,Waverly Ward IV,County Treasurer,,,Write-in,0,0,0
Bremer,Waverly Ward V-West Washington Twp,County Treasurer,,,Write-in,0,0,0
Bremer,City of Denver-Jefferson Twp,County Recorder,,REP,Missy Davis,54,0,54
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,County Recorder,,REP,Missy Davis,13,0,13
Bremer,City of Janesville-Jackson Twp,County Recorder,,REP,Missy Davis,26,0,26
Bremer,Lafayette Twp-Warren Twp,County Recorder,,REP,Missy Davis,21,0,21
Bremer,City of Plainfield-Polk Twp-Douglas Twp,County Recorder,,REP,Missy Davis,29,0,29
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,County Recorder,,REP,Missy Davis,41,0,41
Bremer,City of Sumner-Sumner Twp-Dayton Twp,County Recorder,,REP,Missy Davis,72,0,72
Bremer,City of Tripoli-Fremont Twp,County Recorder,,REP,Missy Davis,31,0,31
Bremer,Waverly Ward I-East Washington Twp,County Recorder,,REP,Missy Davis,52,0,52
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,County Recorder,,REP,Missy Davis,40,0,40
Bremer,Waverly Ward III,County Recorder,,REP,Missy Davis,17,0,17
Bremer,Waverly Ward IV,County Recorder,,REP,Missy Davis,38,0,38
Bremer,Waverly Ward V-West Washington Twp,County Recorder,,REP,Missy Davis,75,0,75
Bremer,City of Denver-Jefferson Twp,County Recorder,,,Write-in,0,0,0
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,County Recorder,,,Write-in,0,0,0
Bremer,City of Janesville-Jackson Twp,County Recorder,,,Write-in,0,0,0
Bremer,Lafayette Twp-Warren Twp,County Recorder,,,Write-in,0,0,0
Bremer,City of Plainfield-Polk Twp-Douglas Twp,County Recorder,,,Write-in,0,0,0
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,County Recorder,,,Write-in,0,0,0
Bremer,City of Sumner-Sumner Twp-Dayton Twp,County Recorder,,,Write-in,0,0,0
Bremer,City of Tripoli-Fremont Twp,County Recorder,,,Write-in,0,0,0
Bremer,Waverly Ward I-East Washington Twp,County Recorder,,,Write-in,0,0,0
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,County Recorder,,,Write-in,0,0,0
Bremer,Waverly Ward III,County Recorder,,,Write-in,0,0,0
Bremer,Waverly Ward IV,County Recorder,,,Write-in,1,0,1
Bremer,Waverly Ward V-West Washington Twp,County Recorder,,,Write-in,0,0,0
Bremer,City of Denver-Jefferson Twp,County Attorney,,REP,Kasey Earl Wadding,54,0,54
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,County Attorney,,REP,Kasey Earl Wadding,12,0,12
Bremer,City of Janesville-Jackson Twp,County Attorney,,REP,Kasey Earl Wadding,24,0,24
Bremer,Lafayette Twp-Warren Twp,County Attorney,,REP,Kasey Earl Wadding,18,0,18
Bremer,City of Plainfield-Polk Twp-Douglas Twp,County Attorney,,REP,Kasey Earl Wadding,29,0,29
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,County Attorney,,REP,Kasey Earl Wadding,36,0,36
Bremer,City of Sumner-Sumner Twp-Dayton Twp,County Attorney,,REP,Kasey Earl Wadding,74,0,74
Bremer,City of Tripoli-Fremont Twp,County Attorney,,REP,Kasey Earl Wadding,32,0,32
Bremer,Waverly Ward I-East Washington Twp,County Attorney,,REP,Kasey Earl Wadding,55,0,55
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,County Attorney,,REP,Kasey Earl Wadding,42,0,42
Bremer,Waverly Ward III,County Attorney,,REP,Kasey Earl Wadding,17,0,17
Bremer,Waverly Ward IV,County Attorney,,REP,Kasey Earl Wadding,37,0,37
Bremer,Waverly Ward V-West Washington Twp,County Attorney,,REP,Kasey Earl Wadding,76,0,76
Bremer,City of Denver-Jefferson Twp,County Attorney,,,Write-in,0,0,0
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,County Attorney,,,Write-in,0,0,0
Bremer,City of Janesville-Jackson Twp,County Attorney,,,Write-in,0,0,0
Bremer,Lafayette Twp-Warren Twp,County Attorney,,,Write-in,0,0,0
Bremer,City of Plainfield-Polk Twp-Douglas Twp,County Attorney,,,Write-in,0,0,0
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,County Attorney,,,Write-in,0,0,0
Bremer,City of Sumner-Sumner Twp-Dayton Twp,County Attorney,,,Write-in,0,0,0
Bremer,City of Tripoli-Fremont Twp,County Attorney,,,Write-in,0,0,0
Bremer,Waverly Ward I-East Washington Twp,County Attorney,,,Write-in,0,0,0
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,County Attorney,,,Write-in,0,0,0
Bremer,Waverly Ward III,County Attorney,,,Write-in,0,0,0
Bremer,Waverly Ward IV,County Attorney,,,Write-in,0,0,0
Bremer,Waverly Ward V-West Washington Twp,County Attorney,,,Write-in,0,0,0
