county,precinct,office,district,party,candidate,votes,group3,group1,group2,group4
Tama,Toledo 2,United States Representative District 1,,DEM,Thomas Heckroth,6,0,5,1,0
Tama,Toledo 3,United States Representative District 1,,DEM,Thomas Heckroth,9,0,8,1,0
Tama,York,United States Representative District 1,,DEM,Thomas Heckroth,6,0,6,0,0
Tama,Perry/Buckingham/E. Cryst,United States Representative District 1,,DEM,George Ramsey,1,0,1,0,0
Tama,Carlton,United States Representative District 1,,DEM,George Ramsey,6,0,5,1,0
Tama,Carroll/Oneida/N. Otter C,United States Representative District 1,,DEM,George Ramsey,1,0,1,0,0
Tama,Clark/Geneseo,United States Representative District 1,,DEM,George Ramsey,1,0,1,0,0
Tama,Columbia/Tama,United States Representative District 1,,DEM,George Ramsey,8,0,8,0,0
Tama,S. Otter Creek,United States Representative District 1,,DEM,George Ramsey,0,0,0,0,0
Tama,Spring Creek/W. Crystal,United States Representative District 1,,DEM,George Ramsey,4,0,3,1,0
Tama,Grant,United States Representative District 1,,DEM,George Ramsey,0,0,0,0,0
Tama,Highland/Indian Vill/Pt.,United States Representative District 1,,DEM,George Ramsey,3,0,2,1,0
Tama,Indian Settlement,United States Representative District 1,,DEM,George Ramsey,3,0,3,0,0
Tama,Lincoln,United States Representative District 1,,DEM,George Ramsey,0,0,0,0,0
Tama,Richland/Salt Creek,United States Representative District 1,,DEM,George Ramsey,1,0,1,0,0
Tama,Howard/Toledo/Toledo 1,United States Representative District 1,,DEM,George Ramsey,3,0,3,0,0
Tama,Toledo 2,United States Representative District 1,,DEM,George Ramsey,0,0,0,0,0
Tama,Toledo 3,United States Representative District 1,,DEM,George Ramsey,1,0,1,0,0
Tama,York,United States Representative District 1,,DEM,George Ramsey,2,0,2,0,0
Tama,Perry/Buckingham/E. Cryst,United States Representative District 1,,DEM,Courtney L. Rowe,7,0,7,0,0
Tama,Carlton,United States Representative District 1,,DEM,Courtney L. Rowe,3,0,3,0,0
Tama,Carroll/Oneida/N. Otter C,United States Representative District 1,,DEM,Courtney L. Rowe,1,0,0,1,0
Tama,Clark/Geneseo,United States Representative District 1,,DEM,Courtney L. Rowe,8,0,8,0,0
Tama,Columbia/Tama,United States Representative District 1,,DEM,Courtney L. Rowe,9,1,8,0,0
Tama,S. Otter Creek,United States Representative District 1,,DEM,Courtney L. Rowe,1,0,1,0,0
Tama,Spring Creek/W. Crystal,United States Representative District 1,,DEM,Courtney L. Rowe,1,0,1,0,0
Tama,Grant,United States Representative District 1,,DEM,Courtney L. Rowe,1,0,1,0,0
Tama,Highland/Indian Vill/Pt.,United States Representative District 1,,DEM,Courtney L. Rowe,6,0,5,1,0
Tama,Indian Settlement,United States Representative District 1,,DEM,Courtney L. Rowe,4,0,4,0,0
Tama,Lincoln,United States Representative District 1,,DEM,Courtney L. Rowe,0,0,0,0,0
Tama,Richland/Salt Creek,United States Representative District 1,,DEM,Courtney L. Rowe,1,0,1,0,0
Tama,Howard/Toledo/Toledo 1,United States Representative District 1,,DEM,Courtney L. Rowe,3,1,2,0,0
Tama,Toledo 2,United States Representative District 1,,DEM,Courtney L. Rowe,1,0,1,0,0
Tama,Toledo 3,United States Representative District 1,,DEM,Courtney L. Rowe,3,0,3,0,0
Tama,York,United States Representative District 1,,DEM,Courtney L. Rowe,1,0,1,0,0
Tama,Perry/Buckingham/E. Cryst,United States Representative District 1,,,Write-in,1,0,1,0,0
Tama,Carlton,United States Representative District 1,,,Write-in,0,0,0,0,0
Tama,Carroll/Oneida/N. Otter C,United States Representative District 1,,,Write-in,0,0,0,0,0
Tama,Clark/Geneseo,United States Representative District 1,,,Write-in,0,0,0,0,0
Tama,Columbia/Tama,United States Representative District 1,,,Write-in,3,1,1,1,0
Tama,S. Otter Creek,United States Representative District 1,,,Write-in,0,0,0,0,0
Tama,Spring Creek/W. Crystal,United States Representative District 1,,,Write-in,1,0,1,0,0
Tama,Grant,United States Representative District 1,,,Write-in,0,0,0,0,0
Tama,Highland/Indian Vill/Pt.,United States Representative District 1,,,Write-in,0,0,0,0,0
Tama,Indian Settlement,United States Representative District 1,,,Write-in,0,0,0,0,0
Tama,Lincoln,United States Representative District 1,,,Write-in,0,0,0,0,0
Tama,Richland/Salt Creek,United States Representative District 1,,,Write-in,0,0,0,0,0
Tama,Howard/Toledo/Toledo 1,United States Representative District 1,,,Write-in,0,0,0,0,0
Tama,Toledo 2,United States Representative District 1,,,Write-in,0,0,0,0,0
Tama,Toledo 3,United States Representative District 1,,,Write-in,0,0,0,0,0
Tama,York,United States Representative District 1,,,Write-in,0,0,0,0,0
Tama,Perry/Buckingham/E. Cryst,Governor,,DEM,Nate Boulton,3,0,2,1,0
Tama,Carlton,Governor,,DEM,Nate Boulton,2,0,2,0,0
Tama,Carroll/Oneida/N. Otter C,Governor,,DEM,Nate Boulton,1,0,0,1,0
Tama,Clark/Geneseo,Governor,,DEM,Nate Boulton,2,0,1,1,0
Tama,Columbia/Tama,Governor,,DEM,Nate Boulton,2,0,2,0,0
Tama,S. Otter Creek,Governor,,DEM,Nate Boulton,0,0,0,0,0
Tama,Spring Creek/W. Crystal,Governor,,DEM,Nate Boulton,1,0,1,0,0
Tama,Grant,Governor,,DEM,Nate Boulton,0,0,0,0,0
Tama,Highland/Indian Vill/Pt.,Governor,,DEM,Nate Boulton,1,0,0,1,0
Tama,Indian Settlement,Governor,,DEM,Nate Boulton,4,0,4,0,0
Tama,Lincoln,Governor,,DEM,Nate Boulton,1,0,1,0,0
Tama,Richland/Salt Creek,Governor,,DEM,Nate Boulton,0,0,0,0,0
Tama,Howard/Toledo/Toledo 1,Governor,,DEM,Nate Boulton,4,0,2,2,0
Tama,Toledo 2,Governor,,DEM,Nate Boulton,0,0,0,0,0
Tama,Toledo 3,Governor,,DEM,Nate Boulton,1,0,0,1,0
Tama,York,Governor,,DEM,Nate Boulton,2,0,1,1,0
Tama,Perry/Buckingham/E. Cryst,Governor,,DEM,Cathy Glasson,9,0,9,0,0
Tama,Carlton,Governor,,DEM,Cathy Glasson,7,0,7,0,0
Tama,Carroll/Oneida/N. Otter C,Governor,,DEM,Cathy Glasson,4,0,4,0,0
Tama,Clark/Geneseo,Governor,,DEM,Cathy Glasson,15,0,13,2,0
Tama,Columbia/Tama,Governor,,DEM,Cathy Glasson,22,1,21,0,0
Tama,S. Otter Creek,Governor,,DEM,Cathy Glasson,2,0,2,0,0
Tama,Spring Creek/W. Crystal,Governor,,DEM,Cathy Glasson,4,0,4,0,0
Tama,Grant,Governor,,DEM,Cathy Glasson,4,0,4,0,0
Tama,Highland/Indian Vill/Pt.,Governor,,DEM,Cathy Glasson,11,0,5,6,0
Tama,Indian Settlement,Governor,,DEM,Cathy Glasson,9,0,9,0,0
Tama,Lincoln,Governor,,DEM,Cathy Glasson,1,0,1,0,0
Tama,Richland/Salt Creek,Governor,,DEM,Cathy Glasson,3,0,3,0,0
Tama,Howard/Toledo/Toledo 1,Governor,,DEM,Cathy Glasson,12,1,11,0,0
Tama,Toledo 2,Governor,,DEM,Cathy Glasson,3,0,3,0,0
Tama,Toledo 3,Governor,,DEM,Cathy Glasson,5,0,5,0,0
Tama,York,Governor,,DEM,Cathy Glasson,2,0,2,0,0
Tama,Perry/Buckingham/E. Cryst,Governor,,DEM,Fred Hubbell,65,0,57,8,0
Tama,Carlton,Governor,,DEM,Fred Hubbell,38,0,33,5,0
Tama,Carroll/Oneida/N. Otter C,Governor,,DEM,Fred Hubbell,23,0,21,2,0
Tama,Clark/Geneseo,Governor,,DEM,Fred Hubbell,44,0,38,6,0
Tama,Columbia/Tama,Governor,,DEM,Fred Hubbell,99,0,93,6,0
Tama,S. Otter Creek,Governor,,DEM,Fred Hubbell,1,0,1,0,0
Tama,Spring Creek/W. Crystal,Governor,,DEM,Fred Hubbell,36,0,31,5,0
Tama,Grant,Governor,,DEM,Fred Hubbell,8,0,8,0,0
Tama,Highland/Indian Vill/Pt.,Governor,,DEM,Fred Hubbell,31,0,25,6,0
Tama,Indian Settlement,Governor,,DEM,Fred Hubbell,21,0,21,0,0
Tama,Lincoln,Governor,,DEM,Fred Hubbell,7,0,7,0,0
Tama,Richland/Salt Creek,Governor,,DEM,Fred Hubbell,14,0,13,1,0
Tama,Howard/Toledo/Toledo 1,Governor,,DEM,Fred Hubbell,43,0,38,5,0
Tama,Toledo 2,Governor,,DEM,Fred Hubbell,18,0,17,1,0
Tama,Toledo 3,Governor,,DEM,Fred Hubbell,38,0,35,3,0
Tama,York,Governor,,DEM,Fred Hubbell,14,0,13,1,0
Tama,Perry/Buckingham/E. Cryst,Governor,,DEM,Andrea Andy McGuire,5,0,5,0,0
Tama,Carlton,Governor,,DEM,Andrea Andy McGuire,5,0,5,0,0
Tama,Carroll/Oneida/N. Otter C,Governor,,DEM,Andrea Andy McGuire,4,0,4,0,0
Tama,Clark/Geneseo,Governor,,DEM,Andrea Andy McGuire,7,0,6,1,0
Tama,Columbia/Tama,Governor,,DEM,Andrea Andy McGuire,3,0,3,0,0
Tama,S. Otter Creek,Governor,,DEM,Andrea Andy McGuire,0,0,0,0,0
Tama,Spring Creek/W. Crystal,Governor,,DEM,Andrea Andy McGuire,1,0,1,0,0
Tama,Grant,Governor,,DEM,Andrea Andy McGuire,0,0,0,0,0
Tama,Highland/Indian Vill/Pt.,Governor,,DEM,Andrea Andy McGuire,3,0,3,0,0
Tama,Indian Settlement,Governor,,DEM,Andrea Andy McGuire,4,0,4,0,0
Tama,Lincoln,Governor,,DEM,Andrea Andy McGuire,0,0,0,0,0
Tama,Richland/Salt Creek,Governor,,DEM,Andrea Andy McGuire,1,0,1,0,0
Tama,Howard/Toledo/Toledo 1,Governor,,DEM,Andrea Andy McGuire,4,0,4,0,0
Tama,Toledo 2,Governor,,DEM,Andrea Andy McGuire,1,0,1,0,0
Tama,Toledo 3,Governor,,DEM,Andrea Andy McGuire,1,0,1,0,0
Tama,York,Governor,,DEM,Andrea Andy McGuire,4,0,4,0,0
Tama,Perry/Buckingham/E. Cryst,Governor,,DEM,John Norris,14,0,14,0,0
Tama,Carlton,Governor,,DEM,John Norris,2,0,2,0,0
Tama,Carroll/Oneida/N. Otter C,Governor,,DEM,John Norris,1,0,0,1,0
Tama,Clark/Geneseo,Governor,,DEM,John Norris,6,0,6,0,0
Tama,Columbia/Tama,Governor,,DEM,John Norris,11,0,10,1,0
Tama,S. Otter Creek,Governor,,DEM,John Norris,0,0,0,0,0
Tama,Spring Creek/W. Crystal,Governor,,DEM,John Norris,2,0,0,2,0
Tama,Grant,Governor,,DEM,John Norris,1,0,1,0,0
Tama,Highland/Indian Vill/Pt.,Governor,,DEM,John Norris,4,0,3,1,0
Tama,Indian Settlement,Governor,,DEM,John Norris,0,0,0,0,0
Tama,Lincoln,Governor,,DEM,John Norris,0,0,0,0,0
Tama,Richland/Salt Creek,Governor,,DEM,John Norris,3,0,2,1,0
Tama,Howard/Toledo/Toledo 1,Governor,,DEM,John Norris,6,0,6,0,0
Tama,Toledo 2,Governor,,DEM,John Norris,0,0,0,0,0
Tama,Toledo 3,Governor,,DEM,John Norris,2,0,1,1,0
Tama,York,Governor,,DEM,John Norris,2,0,2,0,0
Tama,Perry/Buckingham/E. Cryst,Governor,,DEM,Ross Wilburn,0,0,0,0,0
Tama,Carlton,Governor,,DEM,Ross Wilburn,1,0,1,0,0
Tama,Carroll/Oneida/N. Otter C,Governor,,DEM,Ross Wilburn,2,1,1,0,0
Tama,Clark/Geneseo,Governor,,DEM,Ross Wilburn,1,0,1,0,0
Tama,Columbia/Tama,Governor,,DEM,Ross Wilburn,0,0,0,0,0
Tama,S. Otter Creek,Governor,,DEM,Ross Wilburn,0,0,0,0,0
Tama,Spring Creek/W. Crystal,Governor,,DEM,Ross Wilburn,0,0,0,0,0
Tama,Grant,Governor,,DEM,Ross Wilburn,0,0,0,0,0
Tama,Highland/Indian Vill/Pt.,Governor,,DEM,Ross Wilburn,1,0,1,0,0
Tama,Indian Settlement,Governor,,DEM,Ross Wilburn,1,0,1,0,0
Tama,Lincoln,Governor,,DEM,Ross Wilburn,0,0,0,0,0
Tama,Richland/Salt Creek,Governor,,DEM,Ross Wilburn,2,0,2,0,0
Tama,Howard/Toledo/Toledo 1,Governor,,DEM,Ross Wilburn,0,0,0,0,0
Tama,Toledo 2,Governor,,DEM,Ross Wilburn,1,0,1,0,0
Tama,Toledo 3,Governor,,DEM,Ross Wilburn,0,0,0,0,0
Tama,York,Governor,,DEM,Ross Wilburn,1,0,1,0,0
Tama,Perry/Buckingham/E. Cryst,Governor,,,Write-in,0,0,0,0,0
Tama,Carlton,Governor,,,Write-in,0,0,0,0,0
Tama,Carroll/Oneida/N. Otter C,Governor,,,Write-in,0,0,0,0,0
Tama,Clark/Geneseo,Governor,,,Write-in,0,0,0,0,0
Tama,Columbia/Tama,Governor,,,Write-in,0,0,0,0,0
Tama,S. Otter Creek,Governor,,,Write-in,0,0,0,0,0
Tama,Spring Creek/W. Crystal,Governor,,,Write-in,0,0,0,0,0
Tama,Grant,Governor,,,Write-in,0,0,0,0,0
Tama,Highland/Indian Vill/Pt.,Governor,,,Write-in,0,0,0,0,0
Tama,Indian Settlement,Governor,,,Write-in,0,0,0,0,0
Tama,Lincoln,Governor,,,Write-in,0,0,0,0,0
Tama,Richland/Salt Creek,Governor,,,Write-in,0,0,0,0,0
Tama,Howard/Toledo/Toledo 1,Governor,,,Write-in,0,0,0,0,0
Tama,Toledo 2,Governor,,,Write-in,0,0,0,0,0
Tama,Toledo 3,Governor,,,Write-in,0,0,0,0,0
Tama,York,Governor,,,Write-in,0,0,0,0,0
Tama,Perry/Buckingham/E. Cryst,Secretary of State,,DEM,Deidre DeJear,41,0,37,4,0
Tama,Carlton,Secretary of State,,DEM,Deidre DeJear,20,0,19,1,0
Tama,Carroll/Oneida/N. Otter C,Secretary of State,,DEM,Deidre DeJear,13,0,12,1,0
Tama,Clark/Geneseo,Secretary of State,,DEM,Deidre DeJear,36,0,30,6,0
Tama,Columbia/Tama,Secretary of State,,DEM,Deidre DeJear,58,0,55,3,0
Tama,S. Otter Creek,Secretary of State,,DEM,Deidre DeJear,2,0,2,0,0
Tama,Spring Creek/W. Crystal,Secretary of State,,DEM,Deidre DeJear,14,0,11,3,0
Tama,Grant,Secretary of State,,DEM,Deidre DeJear,5,0,5,0,0
Tama,Highland/Indian Vill/Pt.,Secretary of State,,DEM,Deidre DeJear,25,0,20,5,0
Tama,Indian Settlement,Secretary of State,,DEM,Deidre DeJear,25,0,25,0,0
Tama,Lincoln,Secretary of State,,DEM,Deidre DeJear,4,0,4,0,0
Tama,Richland/Salt Creek,Secretary of State,,DEM,Deidre DeJear,10,0,10,0,0
Tama,Howard/Toledo/Toledo 1,Secretary of State,,DEM,Deidre DeJear,30,1,26,3,0
Tama,Toledo 2,Secretary of State,,DEM,Deidre DeJear,6,0,5,1,0
Tama,Toledo 3,Secretary of State,,DEM,Deidre DeJear,16,0,16,0,0
Tama,York,Secretary of State,,DEM,Deidre DeJear,9,0,9,0,0
Tama,Perry/Buckingham/E. Cryst,Secretary of State,,DEM,Jim Mowrer,47,0,42,5,0
Tama,Carlton,Secretary of State,,DEM,Jim Mowrer,34,0,30,4,0
Tama,Carroll/Oneida/N. Otter C,Secretary of State,,DEM,Jim Mowrer,20,1,17,2,0
Tama,Clark/Geneseo,Secretary of State,,DEM,Jim Mowrer,28,0,24,4,0
Tama,Columbia/Tama,Secretary of State,,DEM,Jim Mowrer,63,1,58,4,0
Tama,S. Otter Creek,Secretary of State,,DEM,Jim Mowrer,1,0,1,0,0
Tama,Spring Creek/W. Crystal,Secretary of State,,DEM,Jim Mowrer,23,0,21,2,0
Tama,Grant,Secretary of State,,DEM,Jim Mowrer,7,0,7,0,0
Tama,Highland/Indian Vill/Pt.,Secretary of State,,DEM,Jim Mowrer,18,0,11,7,0
Tama,Indian Settlement,Secretary of State,,DEM,Jim Mowrer,10,0,10,0,0
Tama,Lincoln,Secretary of State,,DEM,Jim Mowrer,5,0,5,0,0
Tama,Richland/Salt Creek,Secretary of State,,DEM,Jim Mowrer,10,0,9,1,0
Tama,Howard/Toledo/Toledo 1,Secretary of State,,DEM,Jim Mowrer,32,0,28,4,0
Tama,Toledo 2,Secretary of State,,DEM,Jim Mowrer,13,0,13,0,0
Tama,Toledo 3,Secretary of State,,DEM,Jim Mowrer,22,0,19,3,0
Tama,York,Secretary of State,,DEM,Jim Mowrer,12,0,10,2,0
Tama,Perry/Buckingham/E. Cryst,Secretary of State,,,Write-in,0,0,0,0,0
Tama,Carlton,Secretary of State,,,Write-in,0,0,0,0,0
Tama,Carroll/Oneida/N. Otter C,Secretary of State,,,Write-in,0,0,0,0,0
Tama,Clark/Geneseo,Secretary of State,,,Write-in,0,0,0,0,0
Tama,Columbia/Tama,Secretary of State,,,Write-in,0,0,0,0,0
Tama,S. Otter Creek,Secretary of State,,,Write-in,0,0,0,0,0
Tama,Spring Creek/W. Crystal,Secretary of State,,,Write-in,0,0,0,0,0
Tama,Grant,Secretary of State,,,Write-in,0,0,0,0,0
Tama,Highland/Indian Vill/Pt.,Secretary of State,,,Write-in,0,0,0,0,0
Tama,Indian Settlement,Secretary of State,,,Write-in,0,0,0,0,0
Tama,Lincoln,Secretary of State,,,Write-in,0,0,0,0,0
Tama,Richland/Salt Creek,Secretary of State,,,Write-in,0,0,0,0,0
Tama,Howard/Toledo/Toledo 1,Secretary of State,,,Write-in,0,0,0,0,0
Tama,Toledo 2,Secretary of State,,,Write-in,0,0,0,0,0
Tama,Toledo 3,Secretary of State,,,Write-in,0,0,0,0,0
Tama,York,Secretary of State,,,Write-in,0,0,0,0,0
Tama,Perry/Buckingham/E. Cryst,Auditor of State,,DEM,Rob Sand,86,0,77,9,0
Tama,Carlton,Auditor of State,,DEM,Rob Sand,50,0,45,5,0
Tama,Carroll/Oneida/N. Otter C,Auditor of State,,DEM,Rob Sand,33,1,29,3,0
Tama,Clark/Geneseo,Auditor of State,,DEM,Rob Sand,52,0,44,8,0
Tama,Columbia/Tama,Auditor of State,,DEM,Rob Sand,115,1,107,7,0
Tama,S. Otter Creek,Auditor of State,,DEM,Rob Sand,2,0,2,0,0
Tama,Spring Creek/W. Crystal,Auditor of State,,DEM,Rob Sand,39,0,32,7,0
Tama,Grant,Auditor of State,,DEM,Rob Sand,11,0,11,0,0
Tama,Highland/Indian Vill/Pt.,Auditor of State,,DEM,Rob Sand,34,0,24,10,0
Tama,Indian Settlement,Auditor of State,,DEM,Rob Sand,31,0,31,0,0
Tama,Lincoln,Auditor of State,,DEM,Rob Sand,9,0,9,0,0
Tama,Richland/Salt Creek,Auditor of State,,DEM,Rob Sand,16,0,15,1,0
Tama,Howard/Toledo/Toledo 1,Auditor of State,,DEM,Rob Sand,56,1,50,5,0
Tama,Toledo 2,Auditor of State,,DEM,Rob Sand,17,0,16,1,0
Tama,Toledo 3,Auditor of State,,DEM,Rob Sand,35,0,32,3,0
Tama,York,Auditor of State,,DEM,Rob Sand,21,0,19,2,0
Tama,Perry/Buckingham/E. Cryst,Auditor of State,,,Write-in,0,0,0,0,0
Tama,Carlton,Auditor of State,,,Write-in,0,0,0,0,0
Tama,Carroll/Oneida/N. Otter C,Auditor of State,,,Write-in,0,0,0,0,0
Tama,Clark/Geneseo,Auditor of State,,,Write-in,0,0,0,0,0
Tama,Columbia/Tama,Auditor of State,,,Write-in,0,0,0,0,0
Tama,S. Otter Creek,Auditor of State,,,Write-in,0,0,0,0,0
Tama,Spring Creek/W. Crystal,Auditor of State,,,Write-in,0,0,0,0,0
Tama,Grant,Auditor of State,,,Write-in,0,0,0,0,0
Tama,Highland/Indian Vill/Pt.,Auditor of State,,,Write-in,0,0,0,0,0
Tama,Indian Settlement,Auditor of State,,,Write-in,0,0,0,0,0
Tama,Lincoln,Auditor of State,,,Write-in,0,0,0,0,0
Tama,Richland/Salt Creek,Auditor of State,,,Write-in,0,0,0,0,0
Tama,Howard/Toledo/Toledo 1,Auditor of State,,,Write-in,0,0,0,0,0
Tama,Toledo 2,Auditor of State,,,Write-in,0,0,0,0,0
Tama,Toledo 3,Auditor of State,,,Write-in,0,0,0,0,0
Tama,York,Auditor of State,,,Write-in,0,0,0,0,0
Tama,Perry/Buckingham/E. Cryst,Treasurer of State,,DEM,Michael L. Fitzgerald,93,0,84,9,0
Tama,Carlton,Treasurer of State,,DEM,Michael L. Fitzgerald,52,0,47,5,0
Tama,Carroll/Oneida/N. Otter C,Treasurer of State,,DEM,Michael L. Fitzgerald,34,1,30,3,0
Tama,Clark/Geneseo,Treasurer of State,,DEM,Michael L. Fitzgerald,58,0,50,8,0
Tama,Columbia/Tama,Treasurer of State,,DEM,Michael L. Fitzgerald,124,0,117,7,0
Tama,S. Otter Creek,Treasurer of State,,DEM,Michael L. Fitzgerald,3,0,3,0,0
Tama,Spring Creek/W. Crystal,Treasurer of State,,DEM,Michael L. Fitzgerald,40,0,33,7,0
Tama,Grant,Treasurer of State,,DEM,Michael L. Fitzgerald,13,0,13,0,0
Tama,Highland/Indian Vill/Pt.,Treasurer of State,,DEM,Michael L. Fitzgerald,44,0,32,12,0
Tama,Indian Settlement,Treasurer of State,,DEM,Michael L. Fitzgerald,30,0,30,0,0
Tama,Lincoln,Treasurer of State,,DEM,Michael L. Fitzgerald,8,0,8,0,0
Tama,Richland/Salt Creek,Treasurer of State,,DEM,Michael L. Fitzgerald,18,0,17,1,0
Tama,Howard/Toledo/Toledo 1,Treasurer of State,,DEM,Michael L. Fitzgerald,58,1,51,6,0
Tama,Toledo 2,Treasurer of State,,DEM,Michael L. Fitzgerald,19,0,18,1,0
Tama,Toledo 3,Treasurer of State,,DEM,Michael L. Fitzgerald,42,0,37,5,0
Tama,York,Treasurer of State,,DEM,Michael L. Fitzgerald,23,0,21,2,0
Tama,Perry/Buckingham/E. Cryst,Treasurer of State,,,Write-in,0,0,0,0,0
Tama,Carlton,Treasurer of State,,,Write-in,0,0,0,0,0
Tama,Carroll/Oneida/N. Otter C,Treasurer of State,,,Write-in,0,0,0,0,0
Tama,Clark/Geneseo,Treasurer of State,,,Write-in,0,0,0,0,0
Tama,Columbia/Tama,Treasurer of State,,,Write-in,0,0,0,0,0
Tama,S. Otter Creek,Treasurer of State,,,Write-in,0,0,0,0,0
Tama,Spring Creek/W. Crystal,Treasurer of State,,,Write-in,0,0,0,0,0
Tama,Grant,Treasurer of State,,,Write-in,0,0,0,0,0
Tama,Highland/Indian Vill/Pt.,Treasurer of State,,,Write-in,0,0,0,0,0
Tama,Indian Settlement,Treasurer of State,,,Write-in,0,0,0,0,0
Tama,Lincoln,Treasurer of State,,,Write-in,0,0,0,0,0
Tama,Richland/Salt Creek,Treasurer of State,,,Write-in,0,0,0,0,0
Tama,Howard/Toledo/Toledo 1,Treasurer of State,,,Write-in,0,0,0,0,0
Tama,Toledo 2,Treasurer of State,,,Write-in,0,0,0,0,0
Tama,Toledo 3,Treasurer of State,,,Write-in,0,0,0,0,0
Tama,York,Treasurer of State,,,Write-in,0,0,0,0,0
Tama,Perry/Buckingham/E. Cryst,Secretary of Agriculture,,DEM,Tim Gannon,89,0,80,9,0
Tama,Carlton,Secretary of Agriculture,,DEM,Tim Gannon,52,0,47,5,0
Tama,Carroll/Oneida/N. Otter C,Secretary of Agriculture,,DEM,Tim Gannon,32,1,29,2,0
Tama,Clark/Geneseo,Secretary of Agriculture,,DEM,Tim Gannon,53,0,45,8,0
Tama,Columbia/Tama,Secretary of Agriculture,,DEM,Tim Gannon,113,1,105,7,0
Tama,S. Otter Creek,Secretary of Agriculture,,DEM,Tim Gannon,2,0,2,0,0
Tama,Spring Creek/W. Crystal,Secretary of Agriculture,,DEM,Tim Gannon,36,0,29,7,0
Tama,Grant,Secretary of Agriculture,,DEM,Tim Gannon,11,0,11,0,0
Tama,Highland/Indian Vill/Pt.,Secretary of Agriculture,,DEM,Tim Gannon,34,0,24,10,0
Tama,Indian Settlement,Secretary of Agriculture,,DEM,Tim Gannon,29,0,29,0,0
Tama,Lincoln,Secretary of Agriculture,,DEM,Tim Gannon,9,0,9,0,0
Tama,Richland/Salt Creek,Secretary of Agriculture,,DEM,Tim Gannon,18,0,17,1,0
Tama,Howard/Toledo/Toledo 1,Secretary of Agriculture,,DEM,Tim Gannon,58,1,52,5,0
Tama,Toledo 2,Secretary of Agriculture,,DEM,Tim Gannon,17,0,16,1,0
Tama,Toledo 3,Secretary of Agriculture,,DEM,Tim Gannon,40,0,36,4,0
Tama,York,Secretary of Agriculture,,DEM,Tim Gannon,21,0,19,2,0
Tama,Perry/Buckingham/E. Cryst,Secretary of Agriculture,,,Write-in,0,0,0,0,0
Tama,Carlton,Secretary of Agriculture,,,Write-in,0,0,0,0,0
Tama,Carroll/Oneida/N. Otter C,Secretary of Agriculture,,,Write-in,0,0,0,0,0
Tama,Clark/Geneseo,Secretary of Agriculture,,,Write-in,0,0,0,0,0
