county,precinct,office,district,party,candidate,votes,av_counting_board,election_day
Wayne,H03 - Humeston,Governor,,DEM,Andrea Andy McGuire,3,0,3
Wayne,S04 - Seymour,Governor,,DEM,Andrea Andy McGuire,7,0,7
Wayne,A01 - Allerton,Governor,,DEM,John Norris,1,0,1
Wayne,C02 - Corydon,Governor,,DEM,John Norris,9,0,9
Wayne,H03 - Humeston,Governor,,DEM,John Norris,5,0,5
Wayne,S04 - Seymour,Governor,,DEM,John Norris,3,0,3
Wayne,A01 - Allerton,Governor,,DEM,Ross Wilburn,2,0,2
Wayne,C02 - Corydon,Governor,,DEM,Ross Wilburn,3,0,3
Wayne,H03 - Humeston,Governor,,DEM,Ross Wilburn,0,0,0
Wayne,S04 - Seymour,Governor,,DEM,Ross Wilburn,1,0,1
Wayne,A01 - Allerton,Governor,,LIB,Marco Battaglia,0,0,0
Wayne,C02 - Corydon,Governor,,LIB,Marco Battaglia,0,0,0
Wayne,H03 - Humeston,Governor,,LIB,Marco Battaglia,0,0,0
Wayne,S04 - Seymour,Governor,,LIB,Marco Battaglia,0,0,0
Wayne,A01 - Allerton,Governor,,LIB,Jake Porter,3,0,3
Wayne,C02 - Corydon,Governor,,LIB,Jake Porter,2,0,2
Wayne,H03 - Humeston,Governor,,LIB,Jake Porter,1,0,1
Wayne,S04 - Seymour,Governor,,LIB,Jake Porter,1,0,1
Wayne,A01 - Allerton,Secretary of State,,REP,Paul D. Pate,70,0,70
Wayne,C02 - Corydon,Secretary of State,,REP,Paul D. Pate,72,0,72
Wayne,H03 - Humeston,Secretary of State,,REP,Paul D. Pate,44,0,44
Wayne,S04 - Seymour,Secretary of State,,REP,Paul D. Pate,74,0,74
Wayne,A01 - Allerton,Secretary of State,,,Write-in,0,0,0
Wayne,C02 - Corydon,Secretary of State,,,Write-in,0,0,0
Wayne,H03 - Humeston,Secretary of State,,,Write-in,0,0,0
Wayne,S04 - Seymour,Secretary of State,,,Write-in,0,0,0
Wayne,A01 - Allerton,Secretary of State,,DEM,Deidre DeJear,20,0,20
Wayne,C02 - Corydon,Secretary of State,,DEM,Deidre DeJear,26,0,26
Wayne,H03 - Humeston,Secretary of State,,DEM,Deidre DeJear,17,0,17
Wayne,S04 - Seymour,Secretary of State,,DEM,Deidre DeJear,17,0,17
Wayne,A01 - Allerton,Secretary of State,,DEM,Jim Mowrer,27,0,27
Wayne,C02 - Corydon,Secretary of State,,DEM,Jim Mowrer,52,0,52
Wayne,H03 - Humeston,Secretary of State,,DEM,Jim Mowrer,33,0,33
Wayne,S04 - Seymour,Secretary of State,,DEM,Jim Mowrer,47,0,47
Wayne,A01 - Allerton,Auditor of State,,REP,Mary Mosiman,66,0,66
Wayne,C02 - Corydon,Auditor of State,,REP,Mary Mosiman,72,0,72
Wayne,H03 - Humeston,Auditor of State,,REP,Mary Mosiman,44,0,44
Wayne,S04 - Seymour,Auditor of State,,REP,Mary Mosiman,75,0,75
Wayne,A01 - Allerton,Auditor of State,,,Write-in,0,0,0
Wayne,C02 - Corydon,Auditor of State,,,Write-in,0,0,0
Wayne,H03 - Humeston,Auditor of State,,,Write-in,0,0,0
Wayne,S04 - Seymour,Auditor of State,,,Write-in,0,0,0
Wayne,A01 - Allerton,Auditor of State,,DEM,Rob Sand,40,0,40
Wayne,C02 - Corydon,Auditor of State,,DEM,Rob Sand,69,0,69
Wayne,H03 - Humeston,Auditor of State,,DEM,Rob Sand,46,0,46
Wayne,S04 - Seymour,Auditor of State,,DEM,Rob Sand,63,0,63
Wayne,A01 - Allerton,Treasurer of State,,,Write-in,0,0,0
Wayne,C02 - Corydon,Treasurer of State,,,Write-in,0,0,0
Wayne,H03 - Humeston,Treasurer of State,,,Write-in,0,0,0
Wayne,S04 - Seymour,Treasurer of State,,,Write-in,0,0,0
Wayne,A01 - Allerton,Treasurer of State,,DEM,Michael L. Fitzgerald,47,0,47
Wayne,C02 - Corydon,Treasurer of State,,DEM,Michael L. Fitzgerald,80,0,80
Wayne,H03 - Humeston,Treasurer of State,,DEM,Michael L. Fitzgerald,51,0,51
Wayne,S04 - Seymour,Treasurer of State,,DEM,Michael L. Fitzgerald,68,0,68
Wayne,A01 - Allerton,Secretary of Agriculture,,REP,Ray Gaesser,12,0,12
Wayne,C02 - Corydon,Secretary of Agriculture,,REP,Ray Gaesser,21,0,21
Wayne,H03 - Humeston,Secretary of Agriculture,,REP,Ray Gaesser,5,0,5
Wayne,S04 - Seymour,Secretary of Agriculture,,REP,Ray Gaesser,12,0,12
Wayne,A01 - Allerton,Secretary of Agriculture,,REP,Chad Ingels,3,0,3
Wayne,C02 - Corydon,Secretary of Agriculture,,REP,Chad Ingels,5,0,5
Wayne,H03 - Humeston,Secretary of Agriculture,,REP,Chad Ingels,5,0,5
Wayne,S04 - Seymour,Secretary of Agriculture,,REP,Chad Ingels,4,0,4
Wayne,A01 - Allerton,Secretary of Agriculture,,REP,Craig Lang,22,0,22
Wayne,C02 - Corydon,Secretary of Agriculture,,REP,Craig Lang,27,0,27
Wayne,H03 - Humeston,Secretary of Agriculture,,REP,Craig Lang,12,0,12
Wayne,S04 - Seymour,Secretary of Agriculture,,REP,Craig Lang,23,0,23
Wayne,A01 - Allerton,Secretary of Agriculture,,REP,Mike Naig,25,0,25
Wayne,C02 - Corydon,Secretary of Agriculture,,REP,Mike Naig,14,0,14
Wayne,H03 - Humeston,Secretary of Agriculture,,REP,Mike Naig,14,0,14
Wayne,S04 - Seymour,Secretary of Agriculture,,REP,Mike Naig,33,0,33
Wayne,A01 - Allerton,Secretary of Agriculture,,REP,Dan Zumbach,4,0,4
Wayne,C02 - Corydon,Secretary of Agriculture,,REP,Dan Zumbach,4,0,4
Wayne,H03 - Humeston,Secretary of Agriculture,,REP,Dan Zumbach,4,0,4
Wayne,S04 - Seymour,Secretary of Agriculture,,REP,Dan Zumbach,2,0,2
Wayne,A01 - Allerton,Secretary of Agriculture,,,Write-in,0,0,0
Wayne,C02 - Corydon,Secretary of Agriculture,,,Write-in,0,0,0
Wayne,H03 - Humeston,Secretary of Agriculture,,,Write-in,0,0,0
Wayne,S04 - Seymour,Secretary of Agriculture,,,Write-in,0,0,0
Wayne,A01 - Allerton,Secretary of Agriculture,,DEM,Tim Gannon,41,0,41
Wayne,C02 - Corydon,Secretary of Agriculture,,DEM,Tim Gannon,73,0,73
Wayne,H03 - Humeston,Secretary of Agriculture,,DEM,Tim Gannon,49,0,49
Wayne,S04 - Seymour,Secretary of Agriculture,,DEM,Tim Gannon,63,0,63
Wayne,A01 - Allerton,Attorney General,,,Write-in,0,0,0
Wayne,C02 - Corydon,Attorney General,,,Write-in,0,0,0
Wayne,H03 - Humeston,Attorney General,,,Write-in,0,0,0
Wayne,S04 - Seymour,Attorney General,,,Write-in,0,0,0
Wayne,A01 - Allerton,Attorney General,,DEM,Tom Miller,49,0,49
Wayne,C02 - Corydon,Attorney General,,DEM,Tom Miller,76,0,76
Wayne,H03 - Humeston,Attorney General,,DEM,Tom Miller,50,0,50
Wayne,S04 - Seymour,Attorney General,,DEM,Tom Miller,65,0,65
Wayne,A01 - Allerton,State Representative District 27,,REP,Joel Fry,79,0,79
Wayne,C02 - Corydon,State Representative District 27,,REP,Joel Fry,79,0,79
Wayne,H03 - Humeston,State Representative District 27,,REP,Joel Fry,44,0,44
Wayne,S04 - Seymour,State Representative District 27,,REP,Joel Fry,77,0,77
Wayne,A01 - Allerton,State Representative District 27,,,Write-in,0,0,0
Wayne,C02 - Corydon,State Representative District 27,,,Write-in,0,0,0
Wayne,H03 - Humeston,State Representative District 27,,,Write-in,0,0,0
Wayne,S04 - Seymour,State Representative District 27,,,Write-in,0,0,0
Wayne,A01 - Allerton,State Representative District 27,,DEM,Richard Foster,40,0,40
Wayne,C02 - Corydon,State Representative District 27,,DEM,Richard Foster,74,0,74
Wayne,H03 - Humeston,State Representative District 27,,DEM,Richard Foster,46,0,46
Wayne,S04 - Seymour,State Representative District 27,,DEM,Richard Foster,58,0,58
Wayne,A01 - Allerton,County Board of Supervisors,,REP,David Dotts,64,0,64
Wayne,C02 - Corydon,County Board of Supervisors,,REP,David Dotts,75,0,75
Wayne,H03 - Humeston,County Board of Supervisors,,REP,David Dotts,42,0,42
Wayne,S04 - Seymour,County Board of Supervisors,,REP,David Dotts,72,0,72
Wayne,A01 - Allerton,County Board of Supervisors,,REP,Tom R. Swearingin,61,0,61
Wayne,C02 - Corydon,County Board of Supervisors,,REP,Tom R. Swearingin,59,0,59
Wayne,H03 - Humeston,County Board of Supervisors,,REP,Tom R. Swearingin,32,0,32
Wayne,S04 - Seymour,County Board of Supervisors,,REP,Tom R. Swearingin,56,0,56
Wayne,A01 - Allerton,County Board of Supervisors,,,Write-in,0,0,0
Wayne,C02 - Corydon,County Board of Supervisors,,,Write-in,0,0,0
Wayne,H03 - Humeston,County Board of Supervisors,,,Write-in,0,0,0
Wayne,S04 - Seymour,County Board of Supervisors,,,Write-in,0,0,0
Wayne,A01 - Allerton,County Board of Supervisors,,DEM,Caleb Housh,41,0,41
Wayne,C02 - Corydon,County Board of Supervisors,,DEM,Caleb Housh,68,0,68
Wayne,H03 - Humeston,County Board of Supervisors,,DEM,Caleb Housh,38,0,38
Wayne,S04 - Seymour,County Board of Supervisors,,DEM,Caleb Housh,48,0,48
Wayne,A01 - Allerton,County Board of Supervisors,,DEM,John E. Sellers Jr.,23,0,23
Wayne,C02 - Corydon,County Board of Supervisors,,DEM,John E. Sellers Jr.,57,0,57
Wayne,H03 - Humeston,County Board of Supervisors,,DEM,John E. Sellers Jr.,40,0,40
Wayne,S04 - Seymour,County Board of Supervisors,,DEM,John E. Sellers Jr.,43,0,43
Wayne,A01 - Allerton,County Treasurer,,REP,Kim D. Swearingin,79,0,79
Wayne,C02 - Corydon,County Treasurer,,REP,Kim D. Swearingin,80,0,80
Wayne,H03 - Humeston,County Treasurer,,REP,Kim D. Swearingin,47,0,47
Wayne,S04 - Seymour,County Treasurer,,REP,Kim D. Swearingin,73,0,73
Wayne,A01 - Allerton,County Treasurer,,,Write-in,0,0,0
Wayne,C02 - Corydon,County Treasurer,,,Write-in,0,0,0
Wayne,H03 - Humeston,County Treasurer,,,Write-in,0,0,0
Wayne,S04 - Seymour,County Treasurer,,,Write-in,0,0,0
Wayne,A01 - Allerton,County Recorder,,REP,Michelle McMurry,62,0,62
Wayne,C02 - Corydon,County Recorder,,REP,Michelle McMurry,68,0,68
Wayne,H03 - Humeston,County Recorder,,REP,Michelle McMurry,41,0,41
Wayne,S04 - Seymour,County Recorder,,REP,Michelle McMurry,65,0,65
Wayne,A01 - Allerton,County Recorder,,,Write-in,0,0,0
Wayne,C02 - Corydon,County Recorder,,,Write-in,0,0,0
Wayne,H03 - Humeston,County Recorder,,,Write-in,0,0,0
Wayne,S04 - Seymour,County Recorder,,,Write-in,0,0,0
Wayne,A01 - Allerton,County Recorder,,DEM,Angie Horton,53,0,53
Wayne,C02 - Corydon,County Recorder,,DEM,Angie Horton,78,0,78
Wayne,H03 - Humeston,County Recorder,,DEM,Angie Horton,54,0,54
Wayne,S04 - Seymour,County Recorder,,DEM,Angie Horton,60,0,60
Wayne,A01 - Allerton,County Attorney,,REP,Alan M. Wilson,69,0,69
Wayne,C02 - Corydon,County Attorney,,REP,Alan M. Wilson,75,0,75
Wayne,H03 - Humeston,County Attorney,,REP,Alan M. Wilson,36,0,36
Wayne,S04 - Seymour,County Attorney,,REP,Alan M. Wilson,77,0,77
Wayne,A01 - Allerton,County Attorney,,,Write-in,0,0,0
Wayne,C02 - Corydon,County Attorney,,,Write-in,0,0,0
Wayne,H03 - Humeston,County Attorney,,,Write-in,0,0,0
Wayne,S04 - Seymour,County Attorney,,,Write-in,0,0,0
