office,candidate,party,county,votes
President/Vice President,Jill Stein / Cheri Honkala,Iowa Green Party,Jackson,15
President/Vice President,Virgil Goode / James Clymer,Constitution,Jackson,22
President/Vice President,Barack Obama / Joe Biden,Democratic,Jackson,5907
President/Vice President,Mitt Romney / Paul Ryan,Republican,Jackson,4177
President/Vice President,Total,,Greene,4891
President/Vice President,Over Votes,,Greene,4
President/Vice President,Under Votes,,Greene,41
President/Vice President,Write-In,,Greene,28
President/Vice President,Jerry Litzel / Jim Litzel,Nominated by Petition,Greene,6
President/Vice President,James Harris / Alyson Kennedy,Socialist Workers Party,Greene,5
President/Vice President,Gloria LaRiva / Stefanie Beacham,Party for Socialism and Liberation,Greene,3
President/Vice President,Gary Johnson / James P. Gray,Libertarian,Greene,30
President/Vice President,Jill Stein / Cheri Honkala,Iowa Green Party,Greene,8
President/Vice President,Virgil Goode / James Clymer,Constitution,Greene,11
President/Vice President,Barack Obama / Joe Biden,Democratic,Greene,2375
President/Vice President,Mitt Romney / Paul Ryan,Republican,Greene,2380
President/Vice President,Total,,Dallas,38184
President/Vice President,Over Votes,,Dallas,14
President/Vice President,Under Votes,,Dallas,54
President/Vice President,Write-In,,Dallas,139
President/Vice President,Jerry Litzel / Jim Litzel,Nominated by Petition,Dallas,24
President/Vice President,James Harris / Alyson Kennedy,Socialist Workers Party,Dallas,4
President/Vice President,Gloria LaRiva / Stefanie Beacham,Party for Socialism and Liberation,Dallas,6
President/Vice President,Gary Johnson / James P. Gray,Libertarian,Dallas,273
President/Vice President,Jill Stein / Cheri Honkala,Iowa Green Party,Dallas,49
President/Vice President,Virgil Goode / James Clymer,Constitution,Dallas,57
President/Vice President,Barack Obama / Joe Biden,Democratic,Dallas,16576
President/Vice President,Mitt Romney / Paul Ryan,Republican,Dallas,20988
President/Vice President,Total,,Calhoun,5268
President/Vice President,Over Votes,,Calhoun,12
President/Vice President,Under Votes,,Calhoun,26
President/Vice President,Write-In,,Calhoun,32
President/Vice President,Jerry Litzel / Jim Litzel,Nominated by Petition,Calhoun,1
President/Vice President,James Harris / Alyson Kennedy,Socialist Workers Party,Calhoun,1
President/Vice President,Gloria LaRiva / Stefanie Beacham,Party for Socialism and Liberation,Calhoun,0
President/Vice President,Gary Johnson / James P. Gray,Libertarian,Calhoun,39
President/Vice President,Jill Stein / Cheri Honkala,Iowa Green Party,Calhoun,12
President/Vice President,Virgil Goode / James Clymer,Constitution,Calhoun,16
President/Vice President,Barack Obama / Joe Biden,Democratic,Calhoun,2238
President/Vice President,Mitt Romney / Paul Ryan,Republican,Calhoun,2891
President/Vice President,Total,,Adair,4020
President/Vice President,Over Votes,,Adair,4
President/Vice President,Under Votes,,Adair,20
President/Vice President,Write-In,,Adair,31
President/Vice President,Jerry Litzel / Jim Litzel,Nominated by Petition,Adair,6
President/Vice President,James Harris / Alyson Kennedy,Socialist Workers Party,Adair,5
President/Vice President,Gloria LaRiva / Stefanie Beacham,Party for Socialism and Liberation,Adair,3
President/Vice President,Gary Johnson / James P. Gray,Libertarian,Adair,30
President/Vice President,Jill Stein / Cheri Honkala,Iowa Green Party,Adair,9
President/Vice President,Virgil Goode / James Clymer,Constitution,Adair,8
President/Vice President,Barack Obama / Joe Biden,Democratic,Adair,1790
President/Vice President,Mitt Romney / Paul Ryan,Republican,Adair,2114
President/Vice President,Total,,Adams,2206
President/Vice President,Over Votes,,Adams,4
President/Vice President,Under Votes,,Adams,17
President/Vice President,Write-In,,Adams,12
President/Vice President,Jerry Litzel,Nominated by Petition,Adams,8
President/Vice President,James Harris,Socialist Workers Party,Adams,4
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Adams,0
President/Vice President,Gary Johnson,Libertarian,Adams,16
President/Vice President,Jill Stein,Iowa Green Party,Adams,3
President/Vice President,Virgil Goode,Constitution,Adams,6
President/Vice President,Barack Obama,Democratic,Adams,1028
President/Vice President,Mitt Romney,Republican,Adams,1108
President/Vice President,Total,,Allamakee,7003
President/Vice President,Over Votes,,Allamakee,18
President/Vice President,Under Votes,,Allamakee,51
President/Vice President,Write-In,,Allamakee,34
President/Vice President,Jerry Litzel,Nominated by Petition,Allamakee,2
President/Vice President,James Harris,Socialist Workers Party,Allamakee,17
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Allamakee,1
President/Vice President,Gary Johnson,Libertarian,Allamakee,27
President/Vice President,Jill Stein,Iowa Green Party,Allamakee,27
President/Vice President,Virgil Goode,Constitution,Allamakee,9
President/Vice President,Barack Obama,Democratic,Allamakee,3553
President/Vice President,Mitt Romney,Republican,Allamakee,3264
President/Vice President,Total,,Appanoose,6296
President/Vice President,Over Votes,,Appanoose,13
President/Vice President,Under Votes,,Appanoose,38
President/Vice President,Write-In,,Appanoose,44
President/Vice President,Jerry Litzel,Nominated by Petition,Appanoose,8
President/Vice President,James Harris,Socialist Workers Party,Appanoose,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Appanoose,2
President/Vice President,Gary Johnson,Libertarian,Appanoose,44
President/Vice President,Jill Stein,Iowa Green Party,Appanoose,18
President/Vice President,Virgil Goode,Constitution,Appanoose,15
President/Vice President,Barack Obama,Democratic,Appanoose,2951
President/Vice President,Mitt Romney,Republican,Appanoose,3161
President/Vice President,Total,,Audubon,3506
President/Vice President,Over Votes,,Audubon,7
President/Vice President,Under Votes,,Audubon,42
President/Vice President,Write-In,,Audubon,12
President/Vice President,Jerry Litzel,Nominated by Petition,Audubon,2
President/Vice President,James Harris,Socialist Workers Party,Audubon,1
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Audubon,1
President/Vice President,Gary Johnson,Libertarian,Audubon,12
President/Vice President,Jill Stein,Iowa Green Party,Audubon,8
President/Vice President,Virgil Goode,Constitution,Audubon,8
President/Vice President,Barack Obama,Democratic,Audubon,1611
President/Vice President,Mitt Romney,Republican,Audubon,1802
President/Vice President,Total,,Benton,14107
President/Vice President,Over Votes,,Benton,13
President/Vice President,Under Votes,,Benton,71
President/Vice President,Write-In,,Benton,47
President/Vice President,Jerry Litzel,Nominated by Petition,Benton,10
President/Vice President,James Harris,Socialist Workers Party,Benton,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Benton,6
President/Vice President,Gary Johnson,Libertarian,Benton,100
President/Vice President,Jill Stein,Iowa Green Party,Benton,25
President/Vice President,Virgil Goode,Constitution,Benton,31
President/Vice President,Barack Obama,Democratic,Benton,6862
President/Vice President,Mitt Romney,Republican,Benton,6940
President/Vice President,Total,,Black Hawk,67468
President/Vice President,Over Votes,,Black Hawk,174
President/Vice President,Under Votes,,Black Hawk,153
President/Vice President,Write-In,,Black Hawk,289
President/Vice President,Jerry Litzel,Nominated by Petition,Black Hawk,14
President/Vice President,James Harris,Socialist Workers Party,Black Hawk,15
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Black Hawk,13
President/Vice President,Gary Johnson,Libertarian,Black Hawk,540
President/Vice President,Jill Stein,Iowa Green Party,Black Hawk,118
President/Vice President,Virgil Goode,Constitution,Black Hawk,96
President/Vice President,Barack Obama,Democratic,Black Hawk,39821
President/Vice President,Mitt Romney,Republican,Black Hawk,26235
President/Vice President,Total,,Boone,14462
President/Vice President,Over Votes,,Boone,20
President/Vice President,Under Votes,,Boone,54
President/Vice President,Write-In,,Boone,76
President/Vice President,Jerry Litzel,Nominated by Petition,Boone,21
President/Vice President,James Harris,Socialist Workers Party,Boone,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Boone,1
President/Vice President,Gary Johnson,Libertarian,Boone,122
President/Vice President,Jill Stein,Iowa Green Party,Boone,43
President/Vice President,Virgil Goode,Constitution,Boone,55
President/Vice President,Barack Obama,Democratic,Boone,7512
President/Vice President,Mitt Romney,Republican,Boone,6556
President/Vice President,Total,,Bremer,13399
President/Vice President,Over Votes,,Bremer,18
President/Vice President,Under Votes,,Bremer,35
President/Vice President,Write-In,,Bremer,53
President/Vice President,Jerry Litzel,Nominated by Petition,Bremer,7
President/Vice President,James Harris,Socialist Workers Party,Bremer,4
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Bremer,3
President/Vice President,Gary Johnson,Libertarian,Bremer,82
President/Vice President,Jill Stein,Iowa Green Party,Bremer,16
President/Vice President,Virgil Goode,Constitution,Bremer,13
President/Vice President,Barack Obama,Democratic,Bremer,6763
President/Vice President,Mitt Romney,Republican,Bremer,6405
President/Vice President,Total,,Buchanan,10602
President/Vice President,Over Votes,,Buchanan,17
President/Vice President,Under Votes,,Buchanan,50
President/Vice President,Write-In,,Buchanan,42
President/Vice President,Jerry Litzel,Nominated by Petition,Buchanan,5
President/Vice President,James Harris,Socialist Workers Party,Buchanan,5
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Buchanan,4
President/Vice President,Gary Johnson,Libertarian,Buchanan,65
President/Vice President,Jill Stein,Iowa Green Party,Buchanan,34
President/Vice President,Virgil Goode,Constitution,Buchanan,19
President/Vice President,Barack Obama,Democratic,Buchanan,5911
President/Vice President,Mitt Romney,Republican,Buchanan,4450
President/Vice President,Total,,Buena Vista,8431
President/Vice President,Over Votes,,Buena Vista,25
President/Vice President,Under Votes,,Buena Vista,23
President/Vice President,Write-In,,Buena Vista,36
President/Vice President,Jerry Litzel,Nominated by Petition,Buena Vista,4
President/Vice President,James Harris,Socialist Workers Party,Buena Vista,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Buena Vista,2
President/Vice President,Gary Johnson,Libertarian,Buena Vista,57
President/Vice President,Jill Stein,Iowa Green Party,Buena Vista,12
President/Vice President,Virgil Goode,Constitution,Buena Vista,16
President/Vice President,Barack Obama,Democratic,Buena Vista,3700
President/Vice President,Mitt Romney,Republican,Buena Vista,4554
President/Vice President,Total,,Butler,7575
President/Vice President,Over Votes,,Butler,7
President/Vice President,Under Votes,,Butler,23
President/Vice President,Write-In,,Butler,24
President/Vice President,Jerry Litzel,Nominated by Petition,Butler,8
President/Vice President,James Harris,Socialist Workers Party,Butler,1
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Butler,1
President/Vice President,Gary Johnson,Libertarian,Butler,33
President/Vice President,Jill Stein,Iowa Green Party,Butler,18
President/Vice President,Virgil Goode,Constitution,Butler,25
President/Vice President,Barack Obama,Democratic,Butler,3329
President/Vice President,Mitt Romney,Republican,Butler,4106
President/Vice President,Total,,Carroll,10759
President/Vice President,Over Votes,,Carroll,17
President/Vice President,Under Votes,,Carroll,68
President/Vice President,Write-In,,Carroll,34
President/Vice President,Jerry Litzel,Nominated by Petition,Carroll,8
President/Vice President,James Harris,Socialist Workers Party,Carroll,1
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Carroll,5
President/Vice President,Gary Johnson,Libertarian,Carroll,42
President/Vice President,Jill Stein,Iowa Green Party,Carroll,13
President/Vice President,Virgil Goode,Constitution,Carroll,23
President/Vice President,Barack Obama,Democratic,Carroll,4947
President/Vice President,Mitt Romney,Republican,Carroll,5601
President/Vice President,Total,,Cass,7241
President/Vice President,Over Votes,,Cass,3
President/Vice President,Under Votes,,Cass,33
President/Vice President,Write-In,,Cass,30
President/Vice President,Jerry Litzel,Nominated by Petition,Cass,5
President/Vice President,James Harris,Socialist Workers Party,Cass,9
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Cass,4
President/Vice President,Gary Johnson,Libertarian,Cass,46
President/Vice President,Jill Stein,Iowa Green Party,Cass,15
President/Vice President,Virgil Goode,Constitution,Cass,21
President/Vice President,Barack Obama,Democratic,Cass,2858
President/Vice President,Mitt Romney,Republican,Cass,4217
President/Vice President,Total,,Cedar,9702
President/Vice President,Over Votes,,Cedar,4
President/Vice President,Under Votes,,Cedar,49
President/Vice President,Write-In,,Cedar,41
President/Vice President,Jerry Litzel,Nominated by Petition,Cedar,5
President/Vice President,James Harris,Socialist Workers Party,Cedar,1
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Cedar,0
President/Vice President,Gary Johnson,Libertarian,Cedar,72
President/Vice President,Jill Stein,Iowa Green Party,Cedar,15
President/Vice President,Virgil Goode,Constitution,Cedar,14
President/Vice President,Barack Obama,Democratic,Cedar,4972
President/Vice President,Mitt Romney,Republican,Cedar,4529
President/Vice President,Total,,Cerro Gordo,23938
President/Vice President,Over Votes,,Cerro Gordo,54
President/Vice President,Under Votes,,Cerro Gordo,60
President/Vice President,Write-In,,Cerro Gordo,116
President/Vice President,Jerry Litzel,Nominated by Petition,Cerro Gordo,12
President/Vice President,James Harris,Socialist Workers Party,Cerro Gordo,7
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Cerro Gordo,6
President/Vice President,Gary Johnson,Libertarian,Cerro Gordo,147
President/Vice President,Jill Stein,Iowa Green Party,Cerro Gordo,48
President/Vice President,Virgil Goode,Constitution,Cerro Gordo,44
President/Vice President,Barack Obama,Democratic,Cerro Gordo,13316
President/Vice President,Mitt Romney,Republican,Cerro Gordo,10128
President/Vice President,Total,,Cherokee,6439
President/Vice President,Over Votes,,Cherokee,9
President/Vice President,Under Votes,,Cherokee,15
President/Vice President,Write-In,,Cherokee,31
President/Vice President,Jerry Litzel,Nominated by Petition,Cherokee,4
President/Vice President,James Harris,Socialist Workers Party,Cherokee,5
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Cherokee,3
President/Vice President,Gary Johnson,Libertarian,Cherokee,45
President/Vice President,Jill Stein,Iowa Green Party,Cherokee,19
President/Vice President,Virgil Goode,Constitution,Cherokee,12
President/Vice President,Barack Obama,Democratic,Cherokee,2634
President/Vice President,Mitt Romney,Republican,Cherokee,3662
President/Vice President,Total,,Chickasaw,6521
President/Vice President,Over Votes,,Chickasaw,9
President/Vice President,Under Votes,,Chickasaw,28
President/Vice President,Write-In,,Chickasaw,20
President/Vice President,Jerry Litzel,Nominated by Petition,Chickasaw,4
President/Vice President,James Harris,Socialist Workers Party,Chickasaw,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Chickasaw,3
President/Vice President,Gary Johnson,Libertarian,Chickasaw,35
President/Vice President,Jill Stein,Iowa Green Party,Chickasaw,15
President/Vice President,Virgil Goode,Constitution,Chickasaw,15
President/Vice President,Barack Obama,Democratic,Chickasaw,3554
President/Vice President,Mitt Romney,Republican,Chickasaw,2836
President/Vice President,Total,,Clarke,4458
President/Vice President,Over Votes,,Clarke,9
President/Vice President,Under Votes,,Clarke,19
President/Vice President,Write-In,,Clarke,30
President/Vice President,Jerry Litzel,Nominated by Petition,Clarke,10
President/Vice President,James Harris,Socialist Workers Party,Clarke,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Clarke,2
President/Vice President,Gary Johnson,Libertarian,Clarke,38
President/Vice President,Jill Stein,Iowa Green Party,Clarke,17
President/Vice President,Virgil Goode,Constitution,Clarke,18
President/Vice President,Barack Obama,Democratic,Clarke,2189
President/Vice President,Mitt Romney,Republican,Clarke,2124
President/Vice President,Total,,Clay,8568
President/Vice President,Over Votes,,Clay,20
President/Vice President,Under Votes,,Clay,46
President/Vice President,Write-In,,Clay,61
President/Vice President,Jerry Litzel,Nominated by Petition,Clay,5
President/Vice President,James Harris,Socialist Workers Party,Clay,5
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Clay,0
President/Vice President,Gary Johnson,Libertarian,Clay,58
President/Vice President,Jill Stein,Iowa Green Party,Clay,24
President/Vice President,Virgil Goode,Constitution,Clay,13
President/Vice President,Barack Obama,Democratic,Clay,3385
President/Vice President,Mitt Romney,Republican,Clay,4951
President/Vice President,Total,,Clayton,9200
President/Vice President,Over Votes,,Clayton,21
President/Vice President,Under Votes,,Clayton,41
President/Vice President,Write-In,,Clayton,47
President/Vice President,Jerry Litzel,Nominated by Petition,Clayton,4
President/Vice President,James Harris,Socialist Workers Party,Clayton,5
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Clayton,3
President/Vice President,Gary Johnson,Libertarian,Clayton,57
President/Vice President,Jill Stein,Iowa Green Party,Clayton,33
President/Vice President,Virgil Goode,Constitution,Clayton,19
President/Vice President,Barack Obama,Democratic,Clayton,4806
President/Vice President,Mitt Romney,Republican,Clayton,4164
President/Vice President,Total,,Clinton,25089
President/Vice President,Over Votes,,Clinton,28
President/Vice President,Under Votes,,Clinton,61
President/Vice President,Write-In,,Clinton,100
President/Vice President,Jerry Litzel,Nominated by Petition,Clinton,16
President/Vice President,James Harris,Socialist Workers Party,Clinton,6
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Clinton,2
President/Vice President,Gary Johnson,Libertarian,Clinton,187
President/Vice President,Jill Stein,Iowa Green Party,Clinton,55
President/Vice President,Virgil Goode,Constitution,Clinton,61
President/Vice President,Barack Obama,Democratic,Clinton,15141
President/Vice President,Mitt Romney,Republican,Clinton,9432
President/Vice President,Total,,Crawford,6830
President/Vice President,Over Votes,,Crawford,12
President/Vice President,Under Votes,,Crawford,66
President/Vice President,Write-In,,Crawford,24
President/Vice President,Jerry Litzel,Nominated by Petition,Crawford,3
President/Vice President,James Harris,Socialist Workers Party,Crawford,3
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Crawford,4
President/Vice President,Gary Johnson,Libertarian,Crawford,32
President/Vice President,Jill Stein,Iowa Green Party,Crawford,16
President/Vice President,Virgil Goode,Constitution,Crawford,9
President/Vice President,Barack Obama,Democratic,Crawford,3066
President/Vice President,Mitt Romney,Republican,Crawford,3595
President/Vice President,Total,,Davis,3848
President/Vice President,Over Votes,,Davis,41
President/Vice President,Under Votes,,Davis,34
President/Vice President,Write-In,,Davis,28
President/Vice President,Jerry Litzel,Nominated by Petition,Davis,4
President/Vice President,James Harris,Socialist Workers Party,Davis,1
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Davis,2
President/Vice President,Gary Johnson,Libertarian,Davis,38
President/Vice President,Jill Stein,Iowa Green Party,Davis,10
President/Vice President,Virgil Goode,Constitution,Davis,32
President/Vice President,Barack Obama,Democratic,Davis,1520
President/Vice President,Mitt Romney,Republican,Davis,2138
President/Vice President,Total,,Decatur,3878
President/Vice President,Over Votes,,Decatur,9
President/Vice President,Under Votes,,Decatur,36
President/Vice President,Write-In,,Decatur,18
President/Vice President,Jerry Litzel,Nominated by Petition,Decatur,9
President/Vice President,James Harris,Socialist Workers Party,Decatur,5
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Decatur,3
President/Vice President,Gary Johnson,Libertarian,Decatur,33
President/Vice President,Jill Stein,Iowa Green Party,Decatur,15
President/Vice President,Virgil Goode,Constitution,Decatur,12
President/Vice President,Barack Obama,Democratic,Decatur,1791
President/Vice President,Mitt Romney,Republican,Decatur,1947
President/Vice President,Total,,Delaware,9405
President/Vice President,Over Votes,,Delaware,10
President/Vice President,Under Votes,,Delaware,17
President/Vice President,Write-In,,Delaware,36
President/Vice President,Jerry Litzel,Nominated by Petition,Delaware,5
President/Vice President,James Harris,Socialist Workers Party,Delaware,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Delaware,3
President/Vice President,Gary Johnson,Libertarian,Delaware,46
President/Vice President,Jill Stein,Iowa Green Party,Delaware,24
President/Vice President,Virgil Goode,Constitution,Delaware,10
President/Vice President,Barack Obama,Democratic,Delaware,4616
President/Vice President,Mitt Romney,Republican,Delaware,4636
President/Vice President,Total,,Des Moines,20505
President/Vice President,Over Votes,,Des Moines,30
President/Vice President,Under Votes,,Des Moines,90
President/Vice President,Write-In,,Des Moines,100
President/Vice President,Jerry Litzel,Nominated by Petition,Des Moines,10
President/Vice President,James Harris,Socialist Workers Party,Des Moines,7
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Des Moines,6
President/Vice President,Gary Johnson,Libertarian,Des Moines,137
President/Vice President,Jill Stein,Iowa Green Party,Des Moines,68
President/Vice President,Virgil Goode,Constitution,Des Moines,33
President/Vice President,Barack Obama,Democratic,Des Moines,11888
President/Vice President,Mitt Romney,Republican,Des Moines,8136
President/Vice President,Total,,Dickinson,10200
President/Vice President,Over Votes,,Dickinson,9
President/Vice President,Under Votes,,Dickinson,32
President/Vice President,Write-In,,Dickinson,33
President/Vice President,Jerry Litzel,Nominated by Petition,Dickinson,6
President/Vice President,James Harris,Socialist Workers Party,Dickinson,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Dickinson,2
President/Vice President,Gary Johnson,Libertarian,Dickinson,68
President/Vice President,Jill Stein,Iowa Green Party,Dickinson,23
President/Vice President,Virgil Goode,Constitution,Dickinson,18
President/Vice President,Barack Obama,Democratic,Dickinson,4095
President/Vice President,Mitt Romney,Republican,Dickinson,5912
President/Vice President,Total,,Dubuque,51150
President/Vice President,Over Votes,,Dubuque,43
President/Vice President,Under Votes,,Dubuque,213
President/Vice President,Write-In,,Dubuque,197
President/Vice President,Jerry Litzel,Nominated by Petition,Dubuque,13
President/Vice President,James Harris,Socialist Workers Party,Dubuque,13
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Dubuque,9
President/Vice President,Gary Johnson,Libertarian,Dubuque,438
President/Vice President,Jill Stein,Iowa Green Party,Dubuque,111
President/Vice President,Virgil Goode,Constitution,Dubuque,65
President/Vice President,Barack Obama,Democratic,Dubuque,28768
President/Vice President,Mitt Romney,Republican,Dubuque,21280
President/Vice President,Total,,Emmet,4716
President/Vice President,Over Votes,,Emmet,9
President/Vice President,Under Votes,,Emmet,20
President/Vice President,Write-In,,Emmet,21
President/Vice President,Jerry Litzel,Nominated by Petition,Emmet,2
President/Vice President,James Harris,Socialist Workers Party,Emmet,3
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Emmet,2
President/Vice President,Gary Johnson,Libertarian,Emmet,27
President/Vice President,Jill Stein,Iowa Green Party,Emmet,16
President/Vice President,Virgil Goode,Constitution,Emmet,10
President/Vice President,Barack Obama,Democratic,Emmet,2099
President/Vice President,Mitt Romney,Republican,Emmet,2507
President/Vice President,Total,,Fayette,10400
President/Vice President,Over Votes,,Fayette,4
President/Vice President,Under Votes,,Fayette,30
President/Vice President,Write-In,,Fayette,24
President/Vice President,Jerry Litzel,Nominated by Petition,Fayette,11
President/Vice President,James Harris,Socialist Workers Party,Fayette,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Fayette,0
President/Vice President,Gary Johnson,Libertarian,Fayette,56
President/Vice President,Jill Stein,Iowa Green Party,Fayette,28
President/Vice President,Virgil Goode,Constitution,Fayette,21
President/Vice President,Barack Obama,Democratic,Fayette,5732
President/Vice President,Mitt Romney,Republican,Fayette,4492
President/Vice President,Total,,Floyd,8309
President/Vice President,Over Votes,,Floyd,16
President/Vice President,Under Votes,,Floyd,36
President/Vice President,Write-In,,Floyd,17
President/Vice President,Jerry Litzel,Nominated by Petition,Floyd,8
President/Vice President,James Harris,Socialist Workers Party,Floyd,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Floyd,2
President/Vice President,Gary Johnson,Libertarian,Floyd,43
President/Vice President,Jill Stein,Iowa Green Party,Floyd,22
President/Vice President,Virgil Goode,Constitution,Floyd,11
President/Vice President,Barack Obama,Democratic,Floyd,4680
President/Vice President,Mitt Romney,Republican,Floyd,3472
President/Vice President,Total,,Franklin,5224
President/Vice President,Over Votes,,Franklin,5
President/Vice President,Under Votes,,Franklin,33
President/Vice President,Write-In,,Franklin,38
President/Vice President,Jerry Litzel,Nominated by Petition,Franklin,5
President/Vice President,James Harris,Socialist Workers Party,Franklin,0
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Franklin,2
President/Vice President,Gary Johnson,Libertarian,Franklin,33
President/Vice President,Jill Stein,Iowa Green Party,Franklin,7
President/Vice President,Virgil Goode,Constitution,Franklin,12
President/Vice President,Barack Obama,Democratic,Franklin,2266
President/Vice President,Mitt Romney,Republican,Franklin,2823
President/Vice President,Total,,Fremont,3705
President/Vice President,Over Votes,,Fremont,9
President/Vice President,Under Votes,,Fremont,28
President/Vice President,Write-In,,Fremont,11
President/Vice President,Jerry Litzel,Nominated by Petition,Fremont,2
President/Vice President,James Harris,Socialist Workers Party,Fremont,3
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Fremont,5
President/Vice President,Gary Johnson,Libertarian,Fremont,24
President/Vice President,Jill Stein,Iowa Green Party,Fremont,9
President/Vice President,Virgil Goode,Constitution,Fremont,5
President/Vice President,Barack Obama,Democratic,Fremont,1637
