county,precinct,office,district,candidate,party,votes,absentee,election_day
Mills,Deer Creek and White Cloud,U.S. Senate,,Write-in,,0,0,0
Mills,Henderson/Anderson,U.S. Senate,,Write-in,,0,0,0
Mills,Malvern/Tabor/Silver Creek/Center/Rawles,U.S. Senate,,Write-in,,5,1,4
Mills,Oak/St Mary,U.S. Senate,,Write-in,,3,1,2
Mills,Pacific Junction/Lyons/Plattville,U.S. Senate,,Write-in,,0,0,0
Mills,Silver City/Ingraham,U.S. Senate,,Write-in,,0,0,0
Mills,Emerson/Hastings/Indian Creek,U.S. House,4,Ryan Melton,DEM,67,12,55
Mills,Glenwood Township,U.S. House,4,Ryan Melton,DEM,166,76,90
Mills,Glenwood Ward 1,U.S. House,4,Ryan Melton,DEM,124,59,65
Mills,Glenwood Ward 2,U.S. House,4,Ryan Melton,DEM,152,53,99
Mills,Glenwood Ward 3,U.S. House,4,Ryan Melton,DEM,219,104,115
Mills,Deer Creek and White Cloud,U.S. House,4,Ryan Melton,DEM,21,11,10
Mills,Henderson/Anderson,U.S. House,4,Ryan Melton,DEM,38,8,30
Mills,Malvern/Tabor/Silver Creek/Center/Rawles,U.S. House,4,Ryan Melton,DEM,271,96,175
Mills,Oak/St Mary,U.S. House,4,Ryan Melton,DEM,340,145,195
Mills,Pacific Junction/Lyons/Plattville,U.S. House,4,Ryan Melton,DEM,54,22,32
Mills,Silver City/Ingraham,U.S. House,4,Ryan Melton,DEM,56,6,50
Mills,Emerson/Hastings/Indian Creek,U.S. House,4,Randy Feenstra,REP,233,21,212
Mills,Glenwood Township,U.S. House,4,Randy Feenstra,REP,381,107,274
Mills,Glenwood Ward 1,U.S. House,4,Randy Feenstra,REP,262,88,174
Mills,Glenwood Ward 2,U.S. House,4,Randy Feenstra,REP,309,78,231
Mills,Glenwood Ward 3,U.S. House,4,Randy Feenstra,REP,393,97,296
Mills,Deer Creek and White Cloud,U.S. House,4,Randy Feenstra,REP,104,30,74
Mills,Henderson/Anderson,U.S. House,4,Randy Feenstra,REP,128,19,109
Mills,Malvern/Tabor/Silver Creek/Center/Rawles,U.S. House,4,Randy Feenstra,REP,727,172,555
Mills,Oak/St Mary,U.S. House,4,Randy Feenstra,REP,950,228,722
Mills,Pacific Junction/Lyons/Plattville,U.S. House,4,Randy Feenstra,REP,195,57,138
Mills,Silver City/Ingraham,U.S. House,4,Randy Feenstra,REP,174,18,156
Mills,Emerson/Hastings/Indian Creek,U.S. House,4,Bryan Jack Holder,LBC,5,2,3
Mills,Glenwood Township,U.S. House,4,Bryan Jack Holder,LBC,18,5,13
Mills,Glenwood Ward 1,U.S. House,4,Bryan Jack Holder,LBC,12,4,8
Mills,Glenwood Ward 2,U.S. House,4,Bryan Jack Holder,LBC,16,5,11
Mills,Glenwood Ward 3,U.S. House,4,Bryan Jack Holder,LBC,23,4,19
Mills,Deer Creek and White Cloud,U.S. House,4,Bryan Jack Holder,LBC,4,0,4
Mills,Henderson/Anderson,U.S. House,4,Bryan Jack Holder,LBC,4,0,4
Mills,Malvern/Tabor/Silver Creek/Center/Rawles,U.S. House,4,Bryan Jack Holder,LBC,31,6,25
Mills,Oak/St Mary,U.S. House,4,Bryan Jack Holder,LBC,23,7,16
Mills,Pacific Junction/Lyons/Plattville,U.S. House,4,Bryan Jack Holder,LBC,8,2,6
Mills,Silver City/Ingraham,U.S. House,4,Bryan Jack Holder,LBC,4,1,3
Mills,Emerson/Hastings/Indian Creek,U.S. House,4,Write-in,,0,0,0
Mills,Glenwood Township,U.S. House,4,Write-in,,2,0,2
Mills,Glenwood Ward 1,U.S. House,4,Write-in,,0,0,0
Mills,Glenwood Ward 2,U.S. House,4,Write-in,,0,0,0
Mills,Glenwood Ward 3,U.S. House,4,Write-in,,1,0,1
Mills,Deer Creek and White Cloud,U.S. House,4,Write-in,,0,0,0
Mills,Henderson/Anderson,U.S. House,4,Write-in,,0,0,0
Mills,Malvern/Tabor/Silver Creek/Center/Rawles,U.S. House,4,Write-in,,1,0,1
Mills,Oak/St Mary,U.S. House,4,Write-in,,1,0,1
Mills,Pacific Junction/Lyons/Plattville,U.S. House,4,Write-in,,1,0,1
Mills,Silver City/Ingraham,U.S. House,4,Write-in,,0,0,0
Mills,Emerson/Hastings/Indian Creek,Governor,,Deidre DeJear and Eric Van Lancker,DEM,64,12,52
Mills,Glenwood Township,Governor,,Deidre DeJear and Eric Van Lancker,DEM,157,79,78
Mills,Glenwood Ward 1,Governor,,Deidre DeJear and Eric Van Lancker,DEM,126,57,69
Mills,Glenwood Ward 2,Governor,,Deidre DeJear and Eric Van Lancker,DEM,157,53,104
Mills,Glenwood Ward 3,Governor,,Deidre DeJear and Eric Van Lancker,DEM,221,98,123
Mills,Deer Creek and White Cloud,Governor,,Deidre DeJear and Eric Van Lancker,DEM,21,10,11
Mills,Henderson/Anderson,Governor,,Deidre DeJear and Eric Van Lancker,DEM,34,7,27
Mills,Malvern/Tabor/Silver Creek/Center/Rawles,Governor,,Deidre DeJear and Eric Van Lancker,DEM,274,101,173
Mills,Oak/St Mary,Governor,,Deidre DeJear and Eric Van Lancker,DEM,327,141,186
Mills,Pacific Junction/Lyons/Plattville,Governor,,Deidre DeJear and Eric Van Lancker,DEM,52,22,30
Mills,Silver City/Ingraham,Governor,,Deidre DeJear and Eric Van Lancker,DEM,54,7,47
Mills,Emerson/Hastings/Indian Creek,Governor,,Kim Reynolds and Adam Gregg,REP,244,24,220
Mills,Glenwood Township,Governor,,Kim Reynolds and Adam Gregg,REP,419,116,303
Mills,Glenwood Ward 1,Governor,,Kim Reynolds and Adam Gregg,REP,273,98,175
Mills,Glenwood Ward 2,Governor,,Kim Reynolds and Adam Gregg,REP,312,80,232
Mills,Glenwood Ward 3,Governor,,Kim Reynolds and Adam Gregg,REP,407,112,295
Mills,Deer Creek and White Cloud,Governor,,Kim Reynolds and Adam Gregg,REP,106,30,76
Mills,Henderson/Anderson,Governor,,Kim Reynolds and Adam Gregg,REP,137,21,116
Mills,Malvern/Tabor/Silver Creek/Center/Rawles,Governor,,Kim Reynolds and Adam Gregg,REP,761,178,583
Mills,Oak/St Mary,Governor,,Kim Reynolds and Adam Gregg,REP,988,243,745
Mills,Pacific Junction/Lyons/Plattville,Governor,,Kim Reynolds and Adam Gregg,REP,202,58,144
Mills,Silver City/Ingraham,Governor,,Kim Reynolds and Adam Gregg,REP,185,18,167
Mills,Emerson/Hastings/Indian Creek,Governor,,Rick Stewart and Marco Battaglia,LIB,6,0,6
Mills,Glenwood Township,Governor,,Rick Stewart and Marco Battaglia,LIB,6,1,5
Mills,Glenwood Ward 1,Governor,,Rick Stewart and Marco Battaglia,LIB,11,4,7
Mills,Glenwood Ward 2,Governor,,Rick Stewart and Marco Battaglia,LIB,21,5,16
Mills,Glenwood Ward 3,Governor,,Rick Stewart and Marco Battaglia,LIB,24,7,17
Mills,Deer Creek and White Cloud,Governor,,Rick Stewart and Marco Battaglia,LIB,2,0,2
Mills,Henderson/Anderson,Governor,,Rick Stewart and Marco Battaglia,LIB,2,1,1
Mills,Malvern/Tabor/Silver Creek/Center/Rawles,Governor,,Rick Stewart and Marco Battaglia,LIB,23,4,19
Mills,Oak/St Mary,Governor,,Rick Stewart and Marco Battaglia,LIB,24,6,18
Mills,Pacific Junction/Lyons/Plattville,Governor,,Rick Stewart and Marco Battaglia,LIB,6,2,4
Mills,Silver City/Ingraham,Governor,,Rick Stewart and Marco Battaglia,LIB,0,0,0
Mills,Emerson/Hastings/Indian Creek,Governor,,Write-in,,0,0,0
Mills,Glenwood Township,Governor,,Write-in,,0,0,0
Mills,Glenwood Ward 1,Governor,,Write-in,,0,0,0
Mills,Glenwood Ward 2,Governor,,Write-in,,0,0,0
Mills,Glenwood Ward 3,Governor,,Write-in,,1,0,1
Mills,Deer Creek and White Cloud,Governor,,Write-in,,0,0,0
Mills,Henderson/Anderson,Governor,,Write-in,,0,0,0
Mills,Malvern/Tabor/Silver Creek/Center/Rawles,Governor,,Write-in,,1,0,1
Mills,Oak/St Mary,Governor,,Write-in,,0,0,0
Mills,Pacific Junction/Lyons/Plattville,Governor,,Write-in,,1,0,1
Mills,Silver City/Ingraham,Governor,,Write-in,,0,0,0
Mills,Emerson/Hastings/Indian Creek,Secretary of State,,Joel Miller,DEM,63,14,49
Mills,Glenwood Township,Secretary of State,,Joel Miller,DEM,173,82,91
Mills,Glenwood Ward 1,Secretary of State,,Joel Miller,DEM,129,61,68
Mills,Glenwood Ward 2,Secretary of State,,Joel Miller,DEM,158,58,100
Mills,Glenwood Ward 3,Secretary of State,,Joel Miller,DEM,224,106,118
Mills,Deer Creek and White Cloud,Secretary of State,,Joel Miller,DEM,25,13,12
Mills,Henderson/Anderson,Secretary of State,,Joel Miller,DEM,36,9,27
Mills,Malvern/Tabor/Silver Creek/Center/Rawles,Secretary of State,,Joel Miller,DEM,278,106,172
Mills,Oak/St Mary,Secretary of State,,Joel Miller,DEM,339,138,201
Mills,Pacific Junction/Lyons/Plattville,Secretary of State,,Joel Miller,DEM,55,20,35
Mills,Silver City/Ingraham,Secretary of State,,Joel Miller,DEM,56,7,49
Mills,Emerson/Hastings/Indian Creek,Secretary of State,,Paul D. Pate,REP,242,20,222
Mills,Glenwood Township,Secretary of State,,Paul D. Pate,REP,392,108,284
Mills,Glenwood Ward 1,Secretary of State,,Paul D. Pate,REP,274,93,181
Mills,Glenwood Ward 2,Secretary of State,,Paul D. Pate,REP,321,77,244
Mills,Glenwood Ward 3,Secretary of State,,Paul D. Pate,REP,412,100,312
Mills,Deer Creek and White Cloud,Secretary of State,,Paul D. Pate,REP,104,28,76
Mills,Henderson/Anderson,Secretary of State,,Paul D. Pate,REP,134,18,116
Mills,Malvern/Tabor/Silver Creek/Center/Rawles,Secretary of State,,Paul D. Pate,REP,758,175,583
Mills,Oak/St Mary,Secretary of State,,Paul D. Pate,REP,975,243,732
Mills,Pacific Junction/Lyons/Plattville,Secretary of State,,Paul D. Pate,REP,201,60,141
Mills,Silver City/Ingraham,Secretary of State,,Paul D. Pate,REP,179,18,161
Mills,Emerson/Hastings/Indian Creek,Secretary of State,,Write-in,,0,0,0
Mills,Glenwood Township,Secretary of State,,Write-in,,1,0,1
Mills,Glenwood Ward 1,Secretary of State,,Write-in,,0,0,0
Mills,Glenwood Ward 2,Secretary of State,,Write-in,,1,0,1
Mills,Glenwood Ward 3,Secretary of State,,Write-in,,2,0,2
Mills,Deer Creek and White Cloud,Secretary of State,,Write-in,,0,0,0
Mills,Henderson/Anderson,Secretary of State,,Write-in,,0,0,0
Mills,Malvern/Tabor/Silver Creek/Center/Rawles,Secretary of State,,Write-in,,2,1,1
Mills,Oak/St Mary,Secretary of State,,Write-in,,1,0,1
Mills,Pacific Junction/Lyons/Plattville,Secretary of State,,Write-in,,0,0,0
Mills,Silver City/Ingraham,Secretary of State,,Write-in,,0,0,0
Mills,Emerson/Hastings/Indian Creek,Attorney General,,Tom Miller,DEM,75,13,62
Mills,Glenwood Township,Attorney General,,Tom Miller,DEM,185,86,99
Mills,Glenwood Ward 1,Attorney General,,Tom Miller,DEM,132,64,68
Mills,Glenwood Ward 2,Attorney General,,Tom Miller,DEM,168,59,109
Mills,Glenwood Ward 3,Attorney General,,Tom Miller,DEM,237,108,129
Mills,Deer Creek and White Cloud,Attorney General,,Tom Miller,DEM,27,13,14
Mills,Henderson/Anderson,Attorney General,,Tom Miller,DEM,42,9,33
Mills,Malvern/Tabor/Silver Creek/Center/Rawles,Attorney General,,Tom Miller,DEM,294,109,185
Mills,Oak/St Mary,Attorney General,,Tom Miller,DEM,360,153,207
Mills,Pacific Junction/Lyons/Plattville,Attorney General,,Tom Miller,DEM,65,26,39
Mills,Silver City/Ingraham,Attorney General,,Tom Miller,DEM,59,6,53
Mills,Emerson/Hastings/Indian Creek,Attorney General,,Brenna Bird,REP,234,22,212
Mills,Glenwood Township,Attorney General,,Brenna Bird,REP,380,108,272
Mills,Glenwood Ward 1,Attorney General,,Brenna Bird,REP,268,89,179
Mills,Glenwood Ward 2,Attorney General,,Brenna Bird,REP,299,74,225
Mills,Glenwood Ward 3,Attorney General,,Brenna Bird,REP,391,98,293
Mills,Deer Creek and White Cloud,Attorney General,,Brenna Bird,REP,102,27,75
Mills,Henderson/Anderson,Attorney General,,Brenna Bird,REP,127,17,110
Mills,Malvern/Tabor/Silver Creek/Center/Rawles,Attorney General,,Brenna Bird,REP,734,170,564
Mills,Oak/St Mary,Attorney General,,Brenna Bird,REP,944,229,715
Mills,Pacific Junction/Lyons/Plattville,Attorney General,,Brenna Bird,REP,186,52,134
Mills,Silver City/Ingraham,Attorney General,,Brenna Bird,REP,171,17,154
Mills,Emerson/Hastings/Indian Creek,Attorney General,,Write-in,,0,0,0
Mills,Glenwood Township,Attorney General,,Write-in,,2,0,2
Mills,Glenwood Ward 1,Attorney General,,Write-in,,1,0,1
Mills,Glenwood Ward 2,Attorney General,,Write-in,,1,0,1
Mills,Glenwood Ward 3,Attorney General,,Write-in,,1,0,1
Mills,Deer Creek and White Cloud,Attorney General,,Write-in,,0,0,0
Mills,Henderson/Anderson,Attorney General,,Write-in,,0,0,0
Mills,Malvern/Tabor/Silver Creek/Center/Rawles,Attorney General,,Write-in,,3,1,2
Mills,Oak/St Mary,Attorney General,,Write-in,,0,0,0
Mills,Pacific Junction/Lyons/Plattville,Attorney General,,Write-in,,2,1,1
Mills,Silver City/Ingraham,Attorney General,,Write-in,,0,0,0
Mills,Emerson/Hastings/Indian Creek,State House,16,David Sieck,REP,269,25,244
Mills,Glenwood Township,State House,16,David Sieck,REP,486,151,335
Mills,Glenwood Ward 1,State House,16,David Sieck,REP,339,122,217
Mills,Glenwood Ward 2,State House,16,David Sieck,REP,397,104,293
Mills,Glenwood Ward 3,State House,16,David Sieck,REP,514,149,365
Mills,Deer Creek and White Cloud,State House,16,David Sieck,REP,113,33,80
Mills,Henderson/Anderson,State House,16,David Sieck,REP,144,21,123
Mills,Malvern/Tabor/Silver Creek/Center/Rawles,State House,16,David Sieck,REP,880,213,667
Mills,Oak/St Mary,State House,16,David Sieck,REP,1113,301,812
Mills,Pacific Junction/Lyons/Plattville,State House,16,David Sieck,REP,224,64,160
Mills,Silver City/Ingraham,State House,16,David Sieck,REP,202,21,181
Mills,Emerson/Hastings/Indian Creek,State House,16,Write-in,,5,1,4
Mills,Glenwood Township,State House,16,Write-in,,4,2,2
Mills,Glenwood Ward 1,State House,16,Write-in,,11,4,7
Mills,Glenwood Ward 2,State House,16,Write-in,,15,5,10
Mills,Glenwood Ward 3,State House,16,Write-in,,13,5,8
Mills,Deer Creek and White Cloud,State House,16,Write-in,,0,0,0
Mills,Henderson/Anderson,State House,16,Write-in,,2,1,1
Mills,Malvern/Tabor/Silver Creek/Center/Rawles,State House,16,Write-in,,26,6,20
Mills,Oak/St Mary,State House,16,Write-in,,25,5,20
Mills,Pacific Junction/Lyons/Plattville,State House,16,Write-in,,3,2,1
Mills,Silver City/Ingraham,State House,16,Write-in,,7,1,6
Osceola,Ashton,U.S. Senate,,Chuck Grassley,REP,271,33,238
Osceola,Harris,U.S. Senate,,Chuck Grassley,REP,138,12,126
Osceola,May City,U.S. Senate,,Chuck Grassley,REP,86,6,80
Osceola,Melvin,U.S. Senate,,Chuck Grassley,REP,167,15,152
Osceola,Ocheyedan,U.S. Senate,,Chuck Grassley,REP,223,18,205
Osceola,Osceola 1,U.S. Senate,,Chuck Grassley,REP,294,50,244
Osceola,Osceola 2,U.S. Senate,,Chuck Grassley,REP,334,56,278
Osceola,Osceola 3,U.S. Senate,,Chuck Grassley,REP,410,68,342
Osceola,Ashton,U.S. Senate,,Michael Franken,DEM,30,7,23
Osceola,Harris,U.S. Senate,,Michael Franken,DEM,15,3,12
Osceola,May City,U.S. Senate,,Michael Franken,DEM,22,8,14
Osceola,Melvin,U.S. Senate,,Michael Franken,DEM,37,2,35
Osceola,Ocheyedan,U.S. Senate,,Michael Franken,DEM,37,6,31
Osceola,Osceola 1,U.S. Senate,,Michael Franken,DEM,52,23,29
Osceola,Osceola 2,U.S. Senate,,Michael Franken,DEM,71,27,44
Osceola,Osceola 3,U.S. Senate,,Michael Franken,DEM,82,17,65
Osceola,Ashton,U.S. Senate,,Write-in,,0,0,0
Osceola,Harris,U.S. Senate,,Write-in,,0,0,0
Osceola,May City,U.S. Senate,,Write-in,,0,0,0
Osceola,Melvin,U.S. Senate,,Write-in,,0,0,0
Osceola,Ocheyedan,U.S. Senate,,Write-in,,0,0,0
Osceola,Osceola 1,U.S. Senate,,Write-in,,0,0,0
Osceola,Osceola 2,U.S. Senate,,Write-in,,1,0,1
Osceola,Osceola 3,U.S. Senate,,Write-in,,2,0,2
Osceola,Ashton,U.S. House,4,Randy Feenstra,REP,276,34,242
Osceola,Harris,U.S. House,4,Randy Feenstra,REP,137,11,126
Osceola,May City,U.S. House,4,Randy Feenstra,REP,87,6,81
Osceola,Melvin,U.S. House,4,Randy Feenstra,REP,176,15,161
Osceola,Ocheyedan,U.S. House,4,Randy Feenstra,REP,225,18,207
Osceola,Osceola 1,U.S. House,4,Randy Feenstra,REP,294,50,244
Osceola,Osceola 2,U.S. House,4,Randy Feenstra,REP,346,56,290
Osceola,Osceola 3,U.S. House,4,Randy Feenstra,REP,418,67,351
Osceola,Ashton,U.S. House,4,Ryan Melton,DEM,19,6,13
Osceola,Harris,U.S. House,4,Ryan Melton,DEM,13,4,9
Osceola,May City,U.S. House,4,Ryan Melton,DEM,20,7,13
Osceola,Melvin,U.S. House,4,Ryan Melton,DEM,26,2,24
Osceola,Ocheyedan,U.S. House,4,Ryan Melton,DEM,30,5,25
Osceola,Osceola 1,U.S. House,4,Ryan Melton,DEM,43,21,22
Osceola,Osceola 2,U.S. House,4,Ryan Melton,DEM,58,25,33
Osceola,Osceola 3,U.S. House,4,Ryan Melton,DEM,62,17,45
Osceola,Ashton,U.S. House,4,Bryan Jack Holder,LBC,5,0,5
Osceola,Harris,U.S. House,4,Bryan Jack Holder,LBC,2,0,2
Osceola,May City,U.S. House,4,Bryan Jack Holder,LBC,1,1,0
Osceola,Melvin,U.S. House,4,Bryan Jack Holder,LBC,4,0,4
Osceola,Ocheyedan,U.S. House,4,Bryan Jack Holder,LBC,3,0,3
Osceola,Osceola 1,U.S. House,4,Bryan Jack Holder,LBC,6,2,4
Osceola,Osceola 2,U.S. House,4,Bryan Jack Holder,LBC,6,1,5
Osceola,Osceola 3,U.S. House,4,Bryan Jack Holder,LBC,14,1,13
Osceola,Ashton,U.S. House,4,Write-in,,0,0,0
Osceola,Harris,U.S. House,4,Write-in,,0,0,0
Osceola,May City,U.S. House,4,Write-in,,0,0,0
Osceola,Melvin,U.S. House,4,Write-in,,0,0,0
Osceola,Ocheyedan,U.S. House,4,Write-in,,0,0,0
Osceola,Osceola 1,U.S. House,4,Write-in,,0,0,0
Osceola,Osceola 2,U.S. House,4,Write-in,,0,0,0
Osceola,Osceola 3,U.S. House,4,Write-in,,0,0,0
Osceola,Ashton,Governor,,Kim Reynolds and Adam Gregg,REP,279,34,245
Osceola,Harris,Governor,,Kim Reynolds and Adam Gregg,REP,139,11,128
Osceola,May City,Governor,,Kim Reynolds and Adam Gregg,REP,91,7,84
Osceola,Melvin,Governor,,Kim Reynolds and Adam Gregg,REP,182,15,167
Osceola,Ocheyedan,Governor,,Kim Reynolds and Adam Gregg,REP,235,18,217
Osceola,Osceola 1,Governor,,Kim Reynolds and Adam Gregg,REP,302,55,247
Osceola,Osceola 2,Governor,,Kim Reynolds and Adam Gregg,REP,359,59,300
Osceola,Osceola 3,Governor,,Kim Reynolds and Adam Gregg,REP,431,69,362
Osceola,Ashton,Governor,,Deidre DeJear and Eric Van Lancker,DEM,17,6,11
Osceola,Harris,Governor,,Deidre DeJear and Eric Van Lancker,DEM,15,4,11
Osceola,May City,Governor,,Deidre DeJear and Eric Van Lancker,DEM,19,7,12
Osceola,Melvin,Governor,,Deidre DeJear and Eric Van Lancker,DEM,22,2,20
Osceola,Ocheyedan,Governor,,Deidre DeJear and Eric Van Lancker,DEM,28,6,22
Osceola,Osceola 1,Governor,,Deidre DeJear and Eric Van Lancker,DEM,45,21,24
Osceola,Osceola 2,Governor,,Deidre DeJear and Eric Van Lancker,DEM,47,23,24
Osceola,Osceola 3,Governor,,Deidre DeJear and Eric Van Lancker,DEM,52,16,36
Osceola,Ashton,Governor,,Rick Stewart and Marco Battaglia,LIB,5,0,5
Osceola,Harris,Governor,,Rick Stewart and Marco Battaglia,LIB,1,0,1
Osceola,May City,Governor,,Rick Stewart and Marco Battaglia,LIB,0,0,0
Osceola,Melvin,Governor,,Rick Stewart and Marco Battaglia,LIB,3,0,3
Osceola,Ocheyedan,Governor,,Rick Stewart and Marco Battaglia,LIB,6,0,6
Osceola,Osceola 1,Governor,,Rick Stewart and Marco Battaglia,LIB,4,0,4
Osceola,Osceola 2,Governor,,Rick Stewart and Marco Battaglia,LIB,5,0,5
Osceola,Osceola 3,Governor,,Rick Stewart and Marco Battaglia,LIB,16,1,15
Osceola,Ashton,Governor,,Write-in,,0,0,0
Osceola,Harris,Governor,,Write-in,,0,0,0
Osceola,May City,Governor,,Write-in,,0,0,0
Osceola,Melvin,Governor,,Write-in,,0,0,0
Osceola,Ocheyedan,Governor,,Write-in,,0,0,0
Osceola,Osceola 1,Governor,,Write-in,,0,0,0
Osceola,Osceola 2,Governor,,Write-in,,0,0,0
Osceola,Osceola 3,Governor,,Write-in,,2,0,2
Osceola,Ashton,Secretary of State,,Paul D. Pate,REP,265,33,232
Osceola,Harris,Secretary of State,,Paul D. Pate,REP,135,12,123
Osceola,May City,Secretary of State,,Paul D. Pate,REP,85,7,78
Osceola,Melvin,Secretary of State,,Paul D. Pate,REP,175,15,160
Osceola,Ocheyedan,Secretary of State,,Paul D. Pate,REP,220,17,203
Osceola,Osceola 1,Secretary of State,,Paul D. Pate,REP,288,49,239
Osceola,Osceola 2,Secretary of State,,Paul D. Pate,REP,340,56,284
Osceola,Osceola 3,Secretary of State,,Paul D. Pate,REP,409,63,346
Osceola,Ashton,Secretary of State,,Joel Miller,DEM,28,6,22
Osceola,Harris,Secretary of State,,Joel Miller,DEM,16,3,13
Osceola,May City,Secretary of State,,Joel Miller,DEM,22,7,15
Osceola,Melvin,Secretary of State,,Joel Miller,DEM,26,1,25
Osceola,Ocheyedan,Secretary of State,,Joel Miller,DEM,42,7,35
Osceola,Osceola 1,Secretary of State,,Joel Miller,DEM,54,23,31
Osceola,Osceola 2,Secretary of State,,Joel Miller,DEM,61,25,36
Osceola,Osceola 3,Secretary of State,,Joel Miller,DEM,81,20,61
Osceola,Ashton,Secretary of State,,Write-in,,0,0,0
Osceola,Harris,Secretary of State,,Write-in,,0,0,0
Osceola,May City,Secretary of State,,Write-in,,0,0,0
Osceola,Melvin,Secretary of State,,Write-in,,0,0,0
Osceola,Ocheyedan,Secretary of State,,Write-in,,0,0,0
Osceola,Osceola 1,Secretary of State,,Write-in,,0,0,0
Osceola,Osceola 2,Secretary of State,,Write-in,,0,0,0
Osceola,Osceola 3,Secretary of State,,Write-in,,0,0,0
Osceola,Ashton,Attorney General,,Brenna Bird,REP,252,31,221
Osceola,Harris,Attorney General,,Brenna Bird,REP,133,10,123
Osceola,May City,Attorney General,,Brenna Bird,REP,80,6,74
Osceola,Melvin,Attorney General,,Brenna Bird,REP,154,13,141
Osceola,Ocheyedan,Attorney General,,Brenna Bird,REP,205,14,191
Osceola,Osceola 1,Attorney General,,Brenna Bird,REP,273,45,228
Osceola,Osceola 2,Attorney General,,Brenna Bird,REP,322,49,273
Osceola,Osceola 3,Attorney General,,Brenna Bird,REP,379,60,319
Osceola,Ashton,Attorney General,,Tom Miller,DEM,41,7,34
Osceola,Harris,Attorney General,,Tom Miller,DEM,17,3,14
Osceola,May City,Attorney General,,Tom Miller,DEM,25,8,17
Osceola,Melvin,Attorney General,,Tom Miller,DEM,42,3,39
Osceola,Ocheyedan,Attorney General,,Tom Miller,DEM,46,9,37
Osceola,Osceola 1,Attorney General,,Tom Miller,DEM,68,28,40
Osceola,Osceola 2,Attorney General,,Tom Miller,DEM,79,32,47
Osceola,Osceola 3,Attorney General,,Tom Miller,DEM,109,24,85
Osceola,Ashton,Attorney General,,Write-in,,0,0,0
Osceola,Harris,Attorney General,,Write-in,,0,0,0
Osceola,May City,Attorney General,,Write-in,,0,0,0
Osceola,Melvin,Attorney General,,Write-in,,0,0,0
Osceola,Ocheyedan,Attorney General,,Write-in,,0,0,0
Osceola,Osceola 1,Attorney General,,Write-in,,0,0,0
Osceola,Osceola 2,Attorney General,,Write-in,,0,0,0
Osceola,Osceola 3,Attorney General,,Write-in,,0,0,0
Osceola,Ashton,State Senate,3,Lynn Evans,REP,274,36,238
Osceola,Harris,State Senate,3,Lynn Evans,REP,134,9,125
Osceola,May City,State Senate,3,Lynn Evans,REP,94,9,85
Osceola,Melvin,State Senate,3,Lynn Evans,REP,181,15,166
Osceola,Ocheyedan,State Senate,3,Lynn Evans,REP,231,16,215
Osceola,Osceola 1,State Senate,3,Lynn Evans,REP,289,44,245
Osceola,Osceola 2,State Senate,3,Lynn Evans,REP,361,62,299
Osceola,Osceola 3,State Senate,3,Lynn Evans,REP,431,65,366
Osceola,Ashton,State Senate,3,Write-in,,0,0,0
Osceola,Harris,State Senate,3,Write-in,,0,0,0
Osceola,May City,State Senate,3,Write-in,,0,0,0
Osceola,Melvin,State Senate,3,Write-in,,2,0,2
