office,candidate,party,county,votes
President/Vice President,Perot / Stockdale,Nominated by Petition,CARROLL,2192
President/Vice President,Warren / Rein,Socialist Workers,CARROLL,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,CARROLL,3
President/Vice President,Ehlers / Wendt,Nominated by Petition,CARROLL,1
President/Vice President,Marrou / Lord,Libertarian,CARROLL,1
President/Vice President,Clinton / Gore,Democratic,CASS,2231
President/Vice President,Herer / Grimmer,Grass Roots,CASS,4
President/Vice President,Gritz / Minett,America First,CASS,8
President/Vice President,Bush / Quale,Republican,CASS,3176
President/Vice President,Perot / Stockdale,Nominated by Petition,CASS,1608
President/Vice President,Warren / Rein,Socialist Workers,CASS,1
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,CASS,4
President/Vice President,Ehlers / Wendt,Nominated by Petition,CASS,11
President/Vice President,Marrou / Lord,Libertarian,CASS,2
President/Vice President,Clinton / Gore,Democratic,CEDAR,3296
President/Vice President,Herer / Grimmer,Grass Roots,CEDAR,1
President/Vice President,Gritz / Minett,America First,CEDAR,4
President/Vice President,Bush / Quale,Republican,CEDAR,2965
President/Vice President,Perot / Stockdale,Nominated by Petition,CEDAR,1945
President/Vice President,Warren / Rein,Socialist Workers,CEDAR,1
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,CEDAR,3
President/Vice President,Ehlers / Wendt,Nominated by Petition,CEDAR,5
President/Vice President,Marrou / Lord,Libertarian,CEDAR,4
President/Vice President,Clinton / Gore,Democratic,CERRO GORDO,11415
President/Vice President,Herer / Grimmer,Grass Roots,CERRO GORDO,20
President/Vice President,Gritz / Minett,America First,CERRO GORDO,12
President/Vice President,Bush / Quale,Republican,CERRO GORDO,8250
President/Vice President,Perot / Stockdale,Nominated by Petition,CERRO GORDO,4498
President/Vice President,Warren / Rein,Socialist Workers,CERRO GORDO,5
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,CERRO GORDO,8
President/Vice President,Ehlers / Wendt,Nominated by Petition,CERRO GORDO,35
President/Vice President,Marrou / Lord,Libertarian,CERRO GORDO,4
President/Vice President,Clinton / Gore,Democratic,CHEROKEE,2590
President/Vice President,Herer / Grimmer,Grass Roots,CHEROKEE,0
President/Vice President,Gritz / Minett,America First,CHEROKEE,14
President/Vice President,Bush / Quale,Republican,CHEROKEE,2768
President/Vice President,Perot / Stockdale,Nominated by Petition,CHEROKEE,1503
President/Vice President,Warren / Rein,Socialist Workers,CHEROKEE,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,CHEROKEE,2
President/Vice President,Ehlers / Wendt,Nominated by Petition,CHEROKEE,0
President/Vice President,Marrou / Lord,Libertarian,CHEROKEE,4
President/Vice President,Clinton / Gore,Democratic,CHICKASAW,2913
President/Vice President,Herer / Grimmer,Grass Roots,CHICKASAW,2
President/Vice President,Gritz / Minett,America First,CHICKASAW,6
President/Vice President,Bush / Quale,Republican,CHICKASAW,2129
President/Vice President,Perot / Stockdale,Nominated by Petition,CHICKASAW,1566
President/Vice President,Warren / Rein,Socialist Workers,CHICKASAW,3
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,CHICKASAW,2
President/Vice President,Ehlers / Wendt,Nominated by Petition,CHICKASAW,3
President/Vice President,Marrou / Lord,Libertarian,CHICKASAW,1
President/Vice President,Clinton / Gore,Democratic,CLARKE,1921
President/Vice President,Herer / Grimmer,Grass Roots,CLARKE,2
President/Vice President,Gritz / Minett,America First,CLARKE,2
President/Vice President,Bush / Quale,Republican,CLARKE,1417
President/Vice President,Perot / Stockdale,Nominated by Petition,CLARKE,899
President/Vice President,Warren / Rein,Socialist Workers,CLARKE,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,CLARKE,3
President/Vice President,Ehlers / Wendt,Nominated by Petition,CLARKE,1
President/Vice President,Marrou / Lord,Libertarian,CLARKE,0
President/Vice President,Clinton / Gore,Democratic,CLAY,3346
President/Vice President,Herer / Grimmer,Grass Roots,CLAY,7
President/Vice President,Gritz / Minett,America First,CLAY,10
President/Vice President,Bush / Quale,Republican,CLAY,3011
President/Vice President,Perot / Stockdale,Nominated by Petition,CLAY,1964
President/Vice President,Warren / Rein,Socialist Workers,CLAY,3
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,CLAY,0
President/Vice President,Ehlers / Wendt,Nominated by Petition,CLAY,13
President/Vice President,Marrou / Lord,Libertarian,CLAY,11
President/Vice President,Clinton / Gore,Democratic,CLAYTON,3742
President/Vice President,Herer / Grimmer,Grass Roots,CLAYTON,1
President/Vice President,Gritz / Minett,America First,CLAYTON,55
President/Vice President,Bush / Quale,Republican,CLAYTON,3044
President/Vice President,Perot / Stockdale,Nominated by Petition,CLAYTON,2309
President/Vice President,Warren / Rein,Socialist Workers,CLAYTON,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,CLAYTON,5
President/Vice President,Ehlers / Wendt,Nominated by Petition,CLAYTON,11
President/Vice President,Marrou / Lord,Libertarian,CLAYTON,3
President/Vice President,Clinton / Gore,Democratic,CLINTON,11683
President/Vice President,Herer / Grimmer,Grass Roots,CLINTON,15
President/Vice President,Gritz / Minett,America First,CLINTON,4
President/Vice President,Bush / Quale,Republican,CLINTON,8746
President/Vice President,Perot / Stockdale,Nominated by Petition,CLINTON,4414
President/Vice President,Warren / Rein,Socialist Workers,CLINTON,6
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,CLINTON,8
President/Vice President,Ehlers / Wendt,Nominated by Petition,CLINTON,17
President/Vice President,Marrou / Lord,Libertarian,CLINTON,29
President/Vice President,Clinton / Gore,Democratic,CRAWFORD,3004
President/Vice President,Herer / Grimmer,Grass Roots,CRAWFORD,4
President/Vice President,Gritz / Minett,America First,CRAWFORD,3
President/Vice President,Bush / Quale,Republican,CRAWFORD,2693
President/Vice President,Perot / Stockdale,Nominated by Petition,CRAWFORD,1905
President/Vice President,Warren / Rein,Socialist Workers,CRAWFORD,2
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,CRAWFORD,8
President/Vice President,Ehlers / Wendt,Nominated by Petition,CRAWFORD,26
President/Vice President,Marrou / Lord,Libertarian,CRAWFORD,8
President/Vice President,Clinton / Gore,Democratic,DALLAS,6554
President/Vice President,Herer / Grimmer,Grass Roots,DALLAS,6
President/Vice President,Gritz / Minett,America First,DALLAS,11
President/Vice President,Bush / Quale,Republican,DALLAS,5587
President/Vice President,Perot / Stockdale,Nominated by Petition,DALLAS,2665
President/Vice President,Warren / Rein,Socialist Workers,DALLAS,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,DALLAS,4
President/Vice President,Ehlers / Wendt,Nominated by Petition,DALLAS,3
President/Vice President,Marrou / Lord,Libertarian,DALLAS,6
President/Vice President,Clinton / Gore,Democratic,DAVIS,1962
President/Vice President,Herer / Grimmer,Grass Roots,DAVIS,0
President/Vice President,Gritz / Minett,America First,DAVIS,2
President/Vice President,Bush / Quale,Republican,DAVIS,1344
President/Vice President,Perot / Stockdale,Nominated by Petition,DAVIS,718
President/Vice President,Warren / Rein,Socialist Workers,DAVIS,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,DAVIS,2
President/Vice President,Ehlers / Wendt,Nominated by Petition,DAVIS,2
President/Vice President,Marrou / Lord,Libertarian,DAVIS,2
President/Vice President,Clinton / Gore,Democratic,DECATUR,1866
President/Vice President,Herer / Grimmer,Grass Roots,DECATUR,1
President/Vice President,Gritz / Minett,America First,DECATUR,5
President/Vice President,Bush / Quale,Republican,DECATUR,1316
President/Vice President,Perot / Stockdale,Nominated by Petition,DECATUR,786
President/Vice President,Warren / Rein,Socialist Workers,DECATUR,1
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,DECATUR,1
President/Vice President,Ehlers / Wendt,Nominated by Petition,DECATUR,0
President/Vice President,Marrou / Lord,Libertarian,DECATUR,2
President/Vice President,Clinton / Gore,Democratic,DELAWARE,3093
President/Vice President,Herer / Grimmer,Grass Roots,DELAWARE,3
President/Vice President,Gritz / Minett,America First,DELAWARE,15
President/Vice President,Bush / Quale,Republican,DELAWARE,3195
President/Vice President,Perot / Stockdale,Nominated by Petition,DELAWARE,2144
President/Vice President,Warren / Rein,Socialist Workers,DELAWARE,1
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,DELAWARE,4
President/Vice President,Ehlers / Wendt,Nominated by Petition,DELAWARE,20
President/Vice President,Marrou / Lord,Libertarian,DELAWARE,1
President/Vice President,Clinton / Gore,Democratic,DES MOINES,11309
President/Vice President,Herer / Grimmer,Grass Roots,DES MOINES,6
President/Vice President,Gritz / Minett,America First,DES MOINES,13
President/Vice President,Bush / Quale,Republican,DES MOINES,6378
President/Vice President,Perot / Stockdale,Nominated by Petition,DES MOINES,3386
President/Vice President,Warren / Rein,Socialist Workers,DES MOINES,5
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,DES MOINES,9
President/Vice President,Ehlers / Wendt,Nominated by Petition,DES MOINES,27
President/Vice President,Marrou / Lord,Libertarian,DES MOINES,17
President/Vice President,Clinton / Gore,Democratic,DICKINSON,3106
President/Vice President,Herer / Grimmer,Grass Roots,DICKINSON,4
President/Vice President,Gritz / Minett,America First,DICKINSON,6
President/Vice President,Bush / Quale,Republican,DICKINSON,3196
President/Vice President,Perot / Stockdale,Nominated by Petition,DICKINSON,1974
President/Vice President,Warren / Rein,Socialist Workers,DICKINSON,1
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,DICKINSON,0
President/Vice President,Ehlers / Wendt,Nominated by Petition,DICKINSON,6
President/Vice President,Marrou / Lord,Libertarian,DICKINSON,6
President/Vice President,Clinton / Gore,Democratic,DUBUQUE,20539
President/Vice President,Herer / Grimmer,Grass Roots,DUBUQUE,11
President/Vice President,Gritz / Minett,America First,DUBUQUE,23
President/Vice President,Bush / Quale,Republican,DUBUQUE,14007
President/Vice President,Perot / Stockdale,Nominated by Petition,DUBUQUE,8208
President/Vice President,Warren / Rein,Socialist Workers,DUBUQUE,3
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,DUBUQUE,10
President/Vice President,Ehlers / Wendt,Nominated by Petition,DUBUQUE,17
President/Vice President,Marrou / Lord,Libertarian,DUBUQUE,30
President/Vice President,Clinton / Gore,Democratic,EMMET,2239
President/Vice President,Herer / Grimmer,Grass Roots,EMMET,10
President/Vice President,Gritz / Minett,America First,EMMET,2
President/Vice President,Bush / Quale,Republican,EMMET,1749
President/Vice President,Perot / Stockdale,Nominated by Petition,EMMET,1010
President/Vice President,Warren / Rein,Socialist Workers,EMMET,1
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,EMMET,0
President/Vice President,Ehlers / Wendt,Nominated by Petition,EMMET,4
President/Vice President,Marrou / Lord,Libertarian,EMMET,3
President/Vice President,Clinton / Gore,Democratic,FAYETTE,4412
President/Vice President,Herer / Grimmer,Grass Roots,FAYETTE,6
President/Vice President,Gritz / Minett,America First,FAYETTE,29
President/Vice President,Bush / Quale,Republican,FAYETTE,3879
President/Vice President,Perot / Stockdale,Nominated by Petition,FAYETTE,2493
President/Vice President,Warren / Rein,Socialist Workers,FAYETTE,3
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,FAYETTE,7
President/Vice President,Ehlers / Wendt,Nominated by Petition,FAYETTE,9
President/Vice President,Marrou / Lord,Libertarian,FAYETTE,8
President/Vice President,Clinton / Gore,Democratic,FLOYD,3688
President/Vice President,Herer / Grimmer,Grass Roots,FLOYD,7
President/Vice President,Gritz / Minett,America First,FLOYD,18
President/Vice President,Bush / Quale,Republican,FLOYD,2404
President/Vice President,Perot / Stockdale,Nominated by Petition,FLOYD,1611
President/Vice President,Warren / Rein,Socialist Workers,FLOYD,2
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,FLOYD,1
President/Vice President,Ehlers / Wendt,Nominated by Petition,FLOYD,3
President/Vice President,Marrou / Lord,Libertarian,FLOYD,5
President/Vice President,Clinton / Gore,Democratic,FRANKLIN,2049
President/Vice President,Herer / Grimmer,Grass Roots,FRANKLIN,6
President/Vice President,Gritz / Minett,America First,FRANKLIN,6
President/Vice President,Bush / Quale,Republican,FRANKLIN,2137
President/Vice President,Perot / Stockdale,Nominated by Petition,FRANKLIN,1045
President/Vice President,Warren / Rein,Socialist Workers,FRANKLIN,1
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,FRANKLIN,3
President/Vice President,Ehlers / Wendt,Nominated by Petition,FRANKLIN,9
President/Vice President,Marrou / Lord,Libertarian,FRANKLIN,2
President/Vice President,Clinton / Gore,Democratic,FREMONT,1422
President/Vice President,Herer / Grimmer,Grass Roots,FREMONT,6
President/Vice President,Gritz / Minett,America First,FREMONT,5
President/Vice President,Bush / Quale,Republican,FREMONT,1459
President/Vice President,Perot / Stockdale,Nominated by Petition,FREMONT,1003
President/Vice President,Warren / Rein,Socialist Workers,FREMONT,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,FREMONT,0
President/Vice President,Ehlers / Wendt,Nominated by Petition,FREMONT,2
President/Vice President,Marrou / Lord,Libertarian,FREMONT,3
President/Vice President,Clinton / Gore,Democratic,GREENE,2422
President/Vice President,Herer / Grimmer,Grass Roots,GREENE,3
President/Vice President,Gritz / Minett,America First,GREENE,6
President/Vice President,Bush / Quale,Republican,GREENE,1952
President/Vice President,Perot / Stockdale,Nominated by Petition,GREENE,956
President/Vice President,Warren / Rein,Socialist Workers,GREENE,4
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,GREENE,1
President/Vice President,Ehlers / Wendt,Nominated by Petition,GREENE,0
President/Vice President,Marrou / Lord,Libertarian,GREENE,1
President/Vice President,Clinton / Gore,Democratic,GRUNDY,1895
President/Vice President,Herer / Grimmer,Grass Roots,GRUNDY,2
President/Vice President,Gritz / Minett,America First,GRUNDY,6
President/Vice President,Bush / Quale,Republican,GRUNDY,3160
President/Vice President,Perot / Stockdale,Nominated by Petition,GRUNDY,1069
President/Vice President,Warren / Rein,Socialist Workers,GRUNDY,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,GRUNDY,1
President/Vice President,Ehlers / Wendt,Nominated by Petition,GRUNDY,13
President/Vice President,Marrou / Lord,Libertarian,GRUNDY,3
President/Vice President,Clinton / Gore,Democratic,GUTHRIE,2234
President/Vice President,Herer / Grimmer,Grass Roots,GUTHRIE,0
President/Vice President,Gritz / Minett,America First,GUTHRIE,2
President/Vice President,Bush / Quale,Republican,GUTHRIE,1962
President/Vice President,Perot / Stockdale,Nominated by Petition,GUTHRIE,1216
President/Vice President,Warren / Rein,Socialist Workers,GUTHRIE,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,GUTHRIE,21
President/Vice President,Ehlers / Wendt,Nominated by Petition,GUTHRIE,3
President/Vice President,Marrou / Lord,Libertarian,GUTHRIE,5
President/Vice President,Clinton / Gore,Democratic,HAMILTON,3262
President/Vice President,Herer / Grimmer,Grass Roots,HAMILTON,3
President/Vice President,Gritz / Minett,America First,HAMILTON,2
President/Vice President,Bush / Quale,Republican,HAMILTON,3031
President/Vice President,Perot / Stockdale,Nominated by Petition,HAMILTON,1348
President/Vice President,Warren / Rein,Socialist Workers,HAMILTON,1
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,HAMILTON,5
President/Vice President,Ehlers / Wendt,Nominated by Petition,HAMILTON,3
President/Vice President,Marrou / Lord,Libertarian,HAMILTON,3
President/Vice President,Clinton / Gore,Democratic,HANCOCK,2175
President/Vice President,Herer / Grimmer,Grass Roots,HANCOCK,1
President/Vice President,Gritz / Minett,America First,HANCOCK,12
President/Vice President,Bush / Quale,Republican,HANCOCK,2428
President/Vice President,Perot / Stockdale,Nominated by Petition,HANCOCK,1170
President/Vice President,Warren / Rein,Socialist Workers,HANCOCK,1
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,HANCOCK,2
President/Vice President,Ehlers / Wendt,Nominated by Petition,HANCOCK,1
President/Vice President,Marrou / Lord,Libertarian,HANCOCK,2
President/Vice President,Clinton / Gore,Democratic,HARDIN,3792
President/Vice President,Herer / Grimmer,Grass Roots,HARDIN,4
President/Vice President,Gritz / Minett,America First,HARDIN,4
President/Vice President,Bush / Quale,Republican,HARDIN,3590
President/Vice President,Perot / Stockdale,Nominated by Petition,HARDIN,1547
President/Vice President,Warren / Rein,Socialist Workers,HARDIN,2
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,HARDIN,3
President/Vice President,Ehlers / Wendt,Nominated by Petition,HARDIN,5
President/Vice President,Marrou / Lord,Libertarian,HARDIN,11
President/Vice President,Clinton / Gore,Democratic,HARRISON,2349
President/Vice President,Herer / Grimmer,Grass Roots,HARRISON,3
President/Vice President,Gritz / Minett,America First,HARRISON,2
President/Vice President,Bush / Quale,Republican,HARRISON,2763
President/Vice President,Perot / Stockdale,Nominated by Petition,HARRISON,1691
President/Vice President,Warren / Rein,Socialist Workers,HARRISON,2
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,HARRISON,28
President/Vice President,Ehlers / Wendt,Nominated by Petition,HARRISON,3
President/Vice President,Marrou / Lord,Libertarian,HARRISON,3
President/Vice President,Clinton / Gore,Democratic,HENRY,3544
President/Vice President,Herer / Grimmer,Grass Roots,HENRY,13
President/Vice President,Gritz / Minett,America First,HENRY,4
President/Vice President,Bush / Quale,Republican,HENRY,3435
President/Vice President,Perot / Stockdale,Nominated by Petition,HENRY,1522
President/Vice President,Warren / Rein,Socialist Workers,HENRY,3
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,HENRY,3
President/Vice President,Ehlers / Wendt,Nominated by Petition,HENRY,50
President/Vice President,Marrou / Lord,Libertarian,HENRY,10
President/Vice President,Clinton / Gore,Democratic,HOWARD,2099
President/Vice President,Herer / Grimmer,Grass Roots,HOWARD,1
President/Vice President,Gritz / Minett,America First,HOWARD,28
President/Vice President,Bush / Quale,Republican,HOWARD,1516
President/Vice President,Perot / Stockdale,Nominated by Petition,HOWARD,1193
President/Vice President,Warren / Rein,Socialist Workers,HOWARD,1
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,HOWARD,1
President/Vice President,Ehlers / Wendt,Nominated by Petition,HOWARD,6
President/Vice President,Marrou / Lord,Libertarian,HOWARD,1
President/Vice President,Clinton / Gore,Democratic,HUMBOLDT,1765
President/Vice President,Herer / Grimmer,Grass Roots,HUMBOLDT,8
President/Vice President,Gritz / Minett,America First,HUMBOLDT,6
President/Vice President,Bush / Quale,Republican,HUMBOLDT,2299
President/Vice President,Perot / Stockdale,Nominated by Petition,HUMBOLDT,1093
President/Vice President,Warren / Rein,Socialist Workers,HUMBOLDT,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,HUMBOLDT,4
President/Vice President,Ehlers / Wendt,Nominated by Petition,HUMBOLDT,1
President/Vice President,Marrou / Lord,Libertarian,HUMBOLDT,0
President/Vice President,Clinton / Gore,Democratic,IDA,1449
President/Vice President,Herer / Grimmer,Grass Roots,IDA,3
President/Vice President,Gritz / Minett,America First,IDA,1
President/Vice President,Bush / Quale,Republican,IDA,1714
President/Vice President,Perot / Stockdale,Nominated by Petition,IDA,1061
President/Vice President,Warren / Rein,Socialist Workers,IDA,1
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,IDA,0
President/Vice President,Ehlers / Wendt,Nominated by Petition,IDA,9
President/Vice President,Marrou / Lord,Libertarian,IDA,0
President/Vice President,Clinton / Gore,Democratic,IOWA,2560
President/Vice President,Herer / Grimmer,Grass Roots,IOWA,0
President/Vice President,Gritz / Minett,America First,IOWA,22
President/Vice President,Bush / Quale,Republican,IOWA,2656
President/Vice President,Perot / Stockdale,Nominated by Petition,IOWA,1709
President/Vice President,Warren / Rein,Socialist Workers,IOWA,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,IOWA,1
President/Vice President,Ehlers / Wendt,Nominated by Petition,IOWA,0
